,postcode,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_HHOLD_NO,0-4yo,5-14yo,15-24yo,25-34yo,35-54yo,55-64yo,65+yo,population_2016,citizen_AU,citizen_non_AU,YARRP <1975,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,ATSI
483,2701,812,525,140,131,289.0,121.0,100.0,61.0,40.0,309.0,913.0,146.0,378.0,274.0,183.0,576.0,294.0,537.0,2388.0,2133.0,23.0,39.0,13.0,19.0,6.0,64.0
484,2702,296,134,28,61,108.0,35.0,30.0,24.0,8.0,112.0,314.0,48.0,122.0,62.0,63.0,182.0,102.0,195.0,781.0,709.0,10.0,6.0,9.0,9.0,3.0,40.0
485,2703,332,130,20,172,77.0,34.0,20.0,14.0,5.0,133.0,288.0,38.0,221.0,271.0,61.0,161.0,102.0,132.0,981.0,894.0,11.0,13.0,13.0,3.0,5.0,48.0
486,2705,3806,2201,502,605,1264.0,507.0,455.0,238.0,99.0,1640.0,4199.0,666.0,1373.0,1270.0,1131.0,2528.0,1312.0,1877.0,10156.0,8757.0,442.0,291.0,98.0,94.0,328.0,589.0
487,2706,447,273,29,51,152.0,65.0,57.0,25.0,12.0,197.0,504.0,63.0,180.0,125.0,131.0,318.0,152.0,189.0,1155.0,1002.0,42.0,20.0,8.0,4.0,31.0,190.0
488,2707,436,308,90,90,142.0,68.0,46.0,42.0,13.0,228.0,549.0,91.0,204.0,175.0,149.0,354.0,166.0,222.0,1344.0,1189.0,36.0,18.0,6.0,17.0,27.0,54.0
489,2710,4169,2067,501,535,1478.0,441.0,398.0,200.0,66.0,2018.0,4610.0,558.0,1230.0,1073.0,961.0,2386.0,1594.0,2315.0,10124.0,8911.0,310.0,237.0,71.0,63.0,213.0,398.0
490,2711,1260,701,185,198,467.0,147.0,120.0,73.0,29.0,695.0,1528.0,171.0,419.0,371.0,364.0,844.0,502.0,686.0,3361.0,2853.0,124.0,66.0,34.0,12.0,95.0,190.0
491,2712,602,255,54,77,178.0,48.0,56.0,21.0,10.0,304.0,613.0,64.0,151.0,132.0,114.0,300.0,210.0,406.0,1358.0,1181.0,21.0,40.0,24.0,9.0,3.0,29.0
492,2713,1208,506,109,158,400.0,108.0,95.0,55.0,35.0,560.0,1243.0,162.0,344.0,296.0,255.0,593.0,448.0,708.0,2797.0,2421.0,116.0,81.0,17.0,23.0,72.0,86.0
493,2714,1336,446,118,128,470.0,112.0,87.0,40.0,20.0,568.0,1297.0,163.0,300.0,193.0,214.0,517.0,447.0,945.0,2767.0,2462.0,97.0,137.0,33.0,29.0,46.0,54.0
494,2715,577,293,54,108,206.0,66.0,50.0,48.0,15.0,306.0,691.0,96.0,191.0,160.0,133.0,365.0,241.0,281.0,1478.0,1321.0,37.0,27.0,6.0,8.0,24.0,174.0
495,2716,445,237,47,58,151.0,51.0,42.0,18.0,8.0,212.0,489.0,52.0,137.0,102.0,118.0,256.0,198.0,247.0,1102.0,906.0,54.0,32.0,7.0,9.0,27.0,39.0
496,2717,582,186,42,80,180.0,66.0,48.0,31.0,12.0,212.0,552.0,74.0,166.0,174.0,129.0,340.0,207.0,260.0,1333.0,1152.0,24.0,26.0,13.0,6.0,8.0,358.0
497,2720,3058,1598,493,480,1106.0,384.0,390.0,154.0,60.0,1358.0,3451.0,459.0,1067.0,843.0,795.0,1990.0,1126.0,1721.0,8010.0,6961.0,256.0,205.0,110.0,63.0,194.0,353.0
498,2721,104,45,8,8,27.0,11.0,8.0,7.0,3.0,38.0,97.0,13.0,30.0,19.0,18.0,63.0,31.0,66.0,239.0,200.0,7.0,12.0,0.0,0.0,0.0,6.0
499,2722,1338,603,169,180,450.0,161.0,118.0,70.0,40.0,541.0,1389.0,193.0,435.0,369.0,303.0,754.0,457.0,690.0,3207.0,2919.0,61.0,53.0,22.0,19.0,41.0,146.0
500,2725,154,66,20,31,59.0,18.0,14.0,9.0,0.0,69.0,166.0,20.0,51.0,17.0,21.0,88.0,60.0,105.0,373.0,340.0,10.0,13.0,3.0,0.0,0.0,5.0
501,2726,95,49,17,10,34.0,8.0,7.0,3.0,0.0,43.0,94.0,11.0,26.0,23.0,16.0,56.0,49.0,36.0,219.0,200.0,10.0,9.0,6.0,0.0,0.0,3.0
502,2727,114,76,19,24,36.0,13.0,22.0,11.0,8.0,48.0,136.0,22.0,67.0,40.0,41.0,83.0,46.0,53.0,352.0,324.0,4.0,0.0,4.0,0.0,0.0,3.0
503,2729,645,356,106,113,234.0,70.0,97.0,37.0,19.0,243.0,707.0,97.0,264.0,162.0,128.0,447.0,251.0,356.0,1696.0,1560.0,28.0,41.0,18.0,6.0,13.0,55.0
504,2730,664,272,48,79,241.0,48.0,47.0,24.0,7.0,279.0,647.0,65.0,132.0,117.0,147.0,302.0,241.0,370.0,1385.0,1163.0,102.0,81.0,26.0,15.0,79.0,38.0
505,2731,2696,1348,373,323,966.0,281.0,299.0,138.0,36.0,1051.0,2773.0,359.0,768.0,568.0,674.0,1422.0,849.0,1766.0,6407.0,5768.0,218.0,223.0,73.0,43.0,138.0,234.0
506,2732,849,309,88,92,289.0,61.0,54.0,23.0,12.0,404.0,850.0,83.0,169.0,137.0,118.0,366.0,324.0,571.0,1776.0,1593.0,27.0,52.0,8.0,7.0,26.0,41.0
507,2733,245,103,15,23,85.0,30.0,16.0,7.0,5.0,126.0,270.0,42.0,67.0,35.0,58.0,121.0,107.0,135.0,541.0,468.0,17.0,7.0,0.0,0.0,19.0,18.0
508,2734,167,105,28,29,56.0,17.0,17.0,13.0,4.0,58.0,170.0,23.0,67.0,61.0,19.0,120.0,97.0,83.0,456.0,396.0,8.0,0.0,4.0,0.0,5.0,7.0
509,2735,202,62,5,45,63.0,19.0,18.0,9.0,10.0,53.0,178.0,17.0,62.0,58.0,43.0,105.0,92.0,72.0,446.0,403.0,6.0,3.0,0.0,8.0,0.0,6.0
510,2736,161,58,17,26,63.0,11.0,13.0,13.0,0.0,76.0,171.0,26.0,33.0,32.0,43.0,93.0,53.0,102.0,375.0,306.0,28.0,22.0,6.0,0.0,17.0,3.0
511,2737,251,167,29,55,87.0,35.0,25.0,34.0,17.0,148.0,342.0,55.0,160.0,109.0,94.0,205.0,136.0,83.0,839.0,684.0,37.0,22.0,10.0,10.0,27.0,40.0
512,2738,536,376,154,82,206.0,78.0,106.0,53.0,19.0,183.0,633.0,123.0,271.0,168.0,172.0,464.0,203.0,263.0,1661.0,1529.0,30.0,32.0,19.0,13.0,9.0,29.0
513,2739,508,275,94,89,158.0,71.0,70.0,34.0,8.0,308.0,646.0,100.0,197.0,167.0,170.0,363.0,192.0,223.0,1397.0,1208.0,42.0,49.0,19.0,9.0,21.0,97.0
514,2745,7826,7804,3363,2162,2666.0,1909.0,2141.0,949.0,387.0,2063.0,10113.0,2227.0,4767.0,4195.0,4206.0,8506.0,3064.0,2551.0,29503.0,26506.0,1508.0,1552.0,1758.0,1022.0,1068.0,708.0
515,2747,13639,11214,2728,3028,4627.0,2799.0,2415.0,1046.0,472.0,4963.0,16318.0,3644.0,5720.0,5666.0,7462.0,10928.0,4431.0,4580.0,42421.0,36247.0,3657.0,2252.0,2184.0,1686.0,3364.0,1914.0
516,2748,640,463,195,166,190.0,112.0,111.0,63.0,38.0,124.0,628.0,61.0,225.0,332.0,190.0,525.0,224.0,317.0,1879.0,1725.0,55.0,245.0,124.0,34.0,22.0,25.0
517,2749,4962,4476,1433,1201,1730.0,1098.0,1120.0,439.0,233.0,1528.0,6144.0,1407.0,2464.0,2526.0,2677.0,4559.0,1880.0,1412.0,16933.0,15128.0,808.0,891.0,789.0,361.0,437.0,823.0
518,2750,15425,11285,3548,2942,5428.0,2683.0,2435.0,948.0,383.0,6713.0,18590.0,2970.0,5615.0,5449.0,6571.0,11630.0,5147.0,7421.0,44806.0,39060.0,2910.0,3013.0,2087.0,1105.0,1933.0,1756.0
519,2752,1508,1322,407,327,451.0,304.0,333.0,171.0,64.0,384.0,1701.0,309.0,764.0,722.0,567.0,1398.0,633.0,522.0,4924.0,4505.0,170.0,292.0,141.0,39.0,36.0,177.0
520,2753,6049,4067,1302,1212,1855.0,976.0,867.0,451.0,208.0,2253.0,6604.0,916.0,2260.0,2474.0,2120.0,4500.0,2038.0,2830.0,17134.0,15154.0,812.0,1098.0,503.0,295.0,430.0,653.0
521,2754,2095,1379,451,408,694.0,358.0,304.0,135.0,56.0,661.0,2211.0,351.0,723.0,767.0,686.0,1409.0,707.0,1059.0,5695.0,5183.0,224.0,358.0,148.0,72.0,104.0,240.0
522,2755,20,101,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,108.0,56.0,58.0,5.0,0.0,260.0,165.0,0.0,4.0,5.0,7.0,3.0,3.0
523,2756,10818,8726,2788,2153,3580.0,2133.0,2133.0,920.0,338.0,3769.0,12877.0,2481.0,4803.0,4711.0,4697.0,9466.0,3926.0,3844.0,33934.0,30557.0,1304.0,1608.0,1016.0,467.0,561.0,1436.0
524,2757,298,218,81,62,109.0,45.0,49.0,18.0,16.0,70.0,313.0,36.0,134.0,116.0,69.0,223.0,115.0,166.0,851.0,781.0,28.0,69.0,24.0,18.0,4.0,21.0
525,2758,2568,2156,974,631,1022.0,450.0,535.0,268.0,92.0,829.0,3192.0,452.0,1217.0,1127.0,724.0,2587.0,1277.0,1322.0,8718.0,7754.0,274.0,516.0,277.0,127.0,78.0,200.0
526,2759,8053,7522,1796,2244,2561.0,1794.0,1890.0,748.0,323.0,1932.0,9255.0,1765.0,3624.0,4015.0,3847.0,7136.0,3725.0,2212.0,26331.0,23135.0,1843.0,1498.0,2461.0,1294.0,1207.0,734.0
527,2760,11381,8156,1356,2686,3497.0,2125.0,1739.0,822.0,455.0,4559.0,13197.0,2969.0,4572.0,4566.0,5857.0,8524.0,3319.0,4022.0,33832.0,27179.0,4049.0,1898.0,2306.0,2132.0,3825.0,1507.0
528,2761,9004,8171,1679,3343,2129.0,2015.0,2295.0,1119.0,489.0,2060.0,10102.0,2350.0,4984.0,4948.0,4514.0,8956.0,3077.0,2141.0,30954.0,26136.0,3243.0,932.0,4816.0,3505.0,3583.0,744.0
529,2762,1313,1304,492,413,455.0,352.0,358.0,135.0,62.0,430.0,1786.0,481.0,740.0,618.0,933.0,1403.0,423.0,386.0,4979.0,4144.0,568.0,226.0,291.0,299.0,655.0,100.0
530,2763,8515,8276,2882,2907,2624.0,2152.0,2530.0,890.0,319.0,2197.0,10720.0,2533.0,4613.0,4145.0,4811.0,9108.0,3118.0,2538.0,30875.0,25958.0,3709.0,1216.0,3330.0,3048.0,4067.0,517.0
531,2765,5013,3646,1166,1159,1565.0,970.0,819.0,408.0,215.0,1708.0,5695.0,989.0,2001.0,2210.0,2335.0,4492.0,1835.0,2268.0,16112.0,13141.0,859.0,990.0,599.0,393.0,571.0,725.0
532,2766,5232,3917,710,1677,1247.0,937.0,999.0,492.0,259.0,1221.0,5151.0,1073.0,2092.0,2269.0,2279.0,4089.0,1740.0,2005.0,15536.0,12462.0,2237.0,836.0,2118.0,1877.0,2445.0,261.0
533,2767,7297,5611,1351,2460,1935.0,1631.0,1540.0,650.0,318.0,1908.0,7981.0,1558.0,3128.0,3299.0,3470.0,6141.0,2700.0,2220.0,22526.0,18534.0,2960.0,920.0,3611.0,2751.0,3455.0,783.0
534,2768,6857,6563,3737,3111,1928.0,1794.0,2536.0,922.0,321.0,1587.0,9084.0,2026.0,4641.0,4043.0,3764.0,9492.0,2623.0,2150.0,28760.0,23617.0,3258.0,878.0,3645.0,4093.0,3846.0,344.0
535,2769,2159,2783,1875,1091,802.0,824.0,1137.0,352.0,107.0,601.0,3828.0,1368.0,2076.0,1083.0,2071.0,3837.0,741.0,561.0,11732.0,9610.0,1597.0,272.0,1064.0,1759.0,2206.0,66.0
536,2770,23014,11000,1541,5726,5319.0,3774.0,3063.0,1755.0,1343.0,6942.0,22187.0,5190.0,10025.0,9399.0,8688.0,15061.0,6018.0,6916.0,61302.0,47911.0,8490.0,2853.0,5504.0,4820.0,7313.0,4180.0
537,2773,1809,1387,972,382,704.0,310.0,395.0,185.0,52.0,593.0,2237.0,300.0,862.0,750.0,472.0,1719.0,867.0,1033.0,6009.0,5507.0,204.0,353.0,254.0,112.0,117.0,85.0
538,2774,4089,3193,1682,805,1601.0,835.0,844.0,339.0,119.0,1167.0,4900.0,835.0,1836.0,1528.0,1394.0,3510.0,1783.0,2058.0,12931.0,11972.0,475.0,808.0,521.0,224.0,254.0,280.0
539,2775,584,277,87,76,199.0,61.0,47.0,20.0,4.0,425.0,762.0,44.0,135.0,123.0,97.0,456.0,267.0,372.0,1492.0,1145.0,74.0,98.0,63.0,31.0,18.0,47.0
540,2776,1276,1044,457,255,519.0,254.0,247.0,112.0,35.0,395.0,1555.0,259.0,573.0,486.0,422.0,1098.0,588.0,596.0,4026.0,3744.0,146.0,267.0,166.0,65.0,58.0,77.0
541,2777,5940,4120,2101,1123,2218.0,1021.0,1031.0,475.0,161.0,1931.0,6833.0,960.0,2405.0,2072.0,1569.0,4704.0,2488.0,3411.0,17606.0,16250.0,669.0,1316.0,736.0,282.0,273.0,389.0
542,2778,842,572,270,194,336.0,147.0,139.0,61.0,16.0,283.0,977.0,117.0,314.0,297.0,193.0,720.0,432.0,371.0,2432.0,2198.0,117.0,244.0,114.0,39.0,42.0,51.0
543,2779,1730,1136,426,345,566.0,305.0,296.0,138.0,53.0,626.0,1983.0,352.0,747.0,569.0,494.0,1398.0,666.0,762.0,4976.0,4572.0,204.0,366.0,213.0,76.0,88.0,197.0
544,2780,5724,2664,930,904,1800.0,651.0,462.0,173.0,70.0,3088.0,6242.0,588.0,1300.0,1369.0,1173.0,3423.0,2295.0,3072.0,13222.0,11221.0,1028.0,1134.0,716.0,317.0,571.0,378.0
545,2782,2330,1246,612,377,897.0,323.0,275.0,109.0,44.0,1007.0,2650.0,294.0,699.0,506.0,460.0,1456.0,998.0,1654.0,6077.0,5416.0,311.0,550.0,332.0,141.0,111.0,118.0
546,2783,995,602,207,169,315.0,157.0,134.0,50.0,26.0,443.0,1119.0,157.0,328.0,282.0,247.0,717.0,460.0,437.0,2612.0,2329.0,132.0,195.0,143.0,50.0,33.0,105.0
547,2784,457,278,98,93,162.0,78.0,58.0,22.0,14.0,183.0,517.0,81.0,148.0,127.0,108.0,382.0,176.0,195.0,1232.0,1118.0,40.0,78.0,78.0,17.0,17.0,20.0
548,2785,1965,925,355,254,748.0,224.0,179.0,56.0,20.0,995.0,2215.0,228.0,482.0,309.0,347.0,1192.0,815.0,1172.0,4545.0,3959.0,248.0,418.0,253.0,107.0,96.0,91.0
549,2786,539,248,89,66,169.0,64.0,41.0,15.0,10.0,301.0,603.0,65.0,136.0,118.0,129.0,353.0,199.0,285.0,1290.0,1042.0,68.0,99.0,70.0,23.0,26.0,26.0
550,2787,1644,961,227,251,636.0,186.0,177.0,94.0,30.0,776.0,1900.0,258.0,500.0,561.0,431.0,1051.0,624.0,1024.0,4450.0,3689.0,156.0,206.0,79.0,48.0,67.0,152.0
551,2790,6545,2743,1045,930,2078.0,801.0,649.0,250.0,100.0,2992.0,6874.0,884.0,1703.0,1767.0,1757.0,3867.0,2230.0,3544.0,15763.0,13423.0,509.0,652.0,349.0,142.0,233.0,888.0
552,2791,162,70,19,20,58.0,16.0,10.0,8.0,3.0,50.0,140.0,11.0,34.0,20.0,23.0,75.0,66.0,120.0,344.0,318.0,9.0,16.0,0.0,3.0,4.0,8.0
553,2792,166,69,27,22,60.0,12.0,15.0,8.0,7.0,72.0,179.0,19.0,44.0,31.0,26.0,117.0,68.0,97.0,389.0,340.0,15.0,23.0,11.0,0.0,4.0,10.0
554,2793,523,141,39,46,173.0,44.0,27.0,15.0,10.0,180.0,452.0,35.0,93.0,102.0,64.0,219.0,189.0,261.0,975.0,856.0,19.0,57.0,17.0,7.0,0.0,84.0
555,2794,4806,1832,424,542,1485.0,547.0,413.0,187.0,92.0,1924.0,4651.0,587.0,1266.0,1193.0,933.0,2434.0,1445.0,2577.0,10426.0,9440.0,187.0,297.0,96.0,86.0,87.0,856.0
556,2795,15264,9106,3120,2556,5012.0,2135.0,2062.0,900.0,361.0,6453.0,16925.0,2613.0,5748.0,6266.0,5269.0,10499.0,5147.0,7012.0,42552.0,37160.0,1448.0,1179.0,719.0,470.0,994.0,2266.0
557,2797,174,90,28,36,64.0,17.0,27.0,9.0,3.0,53.0,171.0,33.0,49.0,45.0,46.0,94.0,63.0,97.0,422.0,394.0,11.0,10.0,6.0,0.0,0.0,19.0
558,2798,608,452,235,109,268.0,96.0,111.0,63.0,31.0,216.0,785.0,146.0,389.0,184.0,184.0,589.0,298.0,312.0,2103.0,1932.0,34.0,56.0,34.0,25.0,13.0,57.0
559,2799,1641,835,240,258,535.0,222.0,187.0,93.0,42.0,660.0,1737.0,243.0,580.0,521.0,431.0,1050.0,542.0,759.0,4119.0,3729.0,92.0,122.0,50.0,19.0,55.0,156.0
560,2800,15803,9718,3966,2691,5449.0,2327.0,2230.0,1069.0,408.0,6899.0,18386.0,3273.0,6339.0,5497.0,5799.0,11400.0,5248.0,7440.0,44994.0,40320.0,1732.0,1228.0,714.0,526.0,1469.0,2690.0
561,2803,130,52,18,21,46.0,12.0,15.0,3.0,0.0,60.0,139.0,13.0,26.0,26.0,14.0,79.0,65.0,68.0,277.0,237.0,4.0,16.0,0.0,3.0,0.0,6.0
562,2804,1192,483,130,140,376.0,118.0,101.0,72.0,19.0,483.0,1169.0,130.0,401.0,250.0,218.0,668.0,373.0,636.0,2667.0,2442.0,57.0,65.0,6.0,14.0,30.0,93.0
563,2805,174,60,14,27,61.0,15.0,24.0,11.0,6.0,75.0,186.0,28.0,60.0,28.0,28.0,93.0,66.0,89.0,397.0,368.0,16.0,13.0,7.0,4.0,4.0,5.0
564,2806,344,151,35,42,129.0,34.0,30.0,13.0,4.0,125.0,337.0,22.0,99.0,57.0,68.0,193.0,132.0,205.0,781.0,723.0,11.0,28.0,3.0,3.0,0.0,47.0
565,2807,208,62,10,15,65.0,16.0,22.0,3.0,5.0,96.0,199.0,12.0,62.0,29.0,16.0,104.0,76.0,118.0,429.0,365.0,15.0,27.0,11.0,4.0,6.0,38.0
566,2808,110,26,3,10,40.0,9.0,0.0,0.0,4.0,39.0,92.0,0.0,9.0,15.0,3.0,46.0,39.0,65.0,177.0,159.0,8.0,13.0,3.0,0.0,0.0,9.0
567,2809,96,39,8,6,42.0,7.0,7.0,3.0,0.0,43.0,101.0,10.0,37.0,12.0,16.0,60.0,43.0,63.0,239.0,186.0,4.0,11.0,4.0,0.0,0.0,16.0
568,2810,1477,570,142,164,493.0,140.0,112.0,61.0,29.0,575.0,1400.0,167.0,362.0,265.0,235.0,716.0,487.0,914.0,3152.0,2849.0,61.0,101.0,17.0,11.0,33.0,91.0
569,2817,132,37,26,19,54.0,14.0,8.0,5.0,3.0,42.0,134.0,14.0,32.0,31.0,34.0,61.0,56.0,63.0,291.0,273.0,3.0,0.0,10.0,0.0,0.0,18.0
570,2818,279,206,62,42,108.0,53.0,36.0,25.0,10.0,112.0,343.0,52.0,141.0,89.0,84.0,217.0,133.0,141.0,864.0,782.0,12.0,20.0,11.0,6.0,0.0,75.0
571,2820,2911,1011,288,313,828.0,329.0,255.0,132.0,60.0,1282.0,2889.0,441.0,839.0,917.0,885.0,1669.0,979.0,1596.0,7320.0,5733.0,130.0,156.0,71.0,25.0,50.0,1758.0
572,2821,1845,895,254,267,622.0,234.0,187.0,127.0,67.0,756.0,1989.0,352.0,723.0,528.0,499.0,1063.0,684.0,973.0,4810.0,4316.0,72.0,85.0,32.0,15.0,21.0,998.0
573,2822,188,69,30,30,66.0,23.0,16.0,5.0,3.0,72.0,186.0,16.0,39.0,45.0,27.0,97.0,86.0,91.0,412.0,360.0,6.0,7.0,9.0,0.0,0.0,37.0
574,2823,511,284,83,82,183.0,64.0,49.0,39.0,16.0,286.0,633.0,103.0,174.0,146.0,135.0,346.0,173.0,332.0,1419.0,1237.0,16.0,31.0,6.0,0.0,8.0,273.0
575,2824,805,459,120,106,294.0,95.0,83.0,41.0,26.0,429.0,973.0,151.0,289.0,216.0,231.0,501.0,302.0,478.0,2187.0,1913.0,52.0,24.0,15.0,11.0,43.0,358.0
576,2825,816,504,183,131,288.0,109.0,106.0,51.0,30.0,468.0,1051.0,174.0,313.0,301.0,275.0,594.0,244.0,487.0,2382.0,2079.0,67.0,14.0,24.0,4.0,54.0,419.0
577,2826,62,65,14,12,28.0,9.0,11.0,3.0,4.0,24.0,74.0,13.0,32.0,14.0,24.0,53.0,34.0,39.0,197.0,179.0,4.0,8.0,0.0,0.0,0.0,20.0
578,2827,1616,662,148,201,529.0,165.0,148.0,81.0,30.0,648.0,1599.0,221.0,462.0,394.0,366.0,842.0,515.0,884.0,3693.0,3339.0,64.0,43.0,17.0,27.0,36.0,554.0
579,2828,320,130,41,46,111.0,31.0,23.0,20.0,12.0,188.0,386.0,64.0,118.0,81.0,70.0,218.0,114.0,163.0,832.0,720.0,10.0,16.0,4.0,0.0,10.0,195.0
580,2829,1203,508,125,148,362.0,159.0,112.0,52.0,36.0,674.0,1390.0,214.0,415.0,337.0,364.0,737.0,427.0,603.0,3100.0,2593.0,39.0,32.0,15.0,7.0,37.0,956.0
581,2830,14526,9176,2883,2005,4896.0,2311.0,1847.0,910.0,391.0,6274.0,16627.0,2936.0,5590.0,5099.0,5563.0,9957.0,4832.0,6326.0,40290.0,35610.0,1715.0,633.0,422.0,324.0,1586.0,5796.0
582,2831,694,394,97,97,260.0,93.0,86.0,35.0,26.0,297.0,797.0,155.0,277.0,169.0,219.0,538.0,271.0,276.0,1920.0,1707.0,26.0,34.0,20.0,9.0,11.0,192.0
583,2832,930,409,123,124,271.0,107.0,106.0,63.0,38.0,523.0,1108.0,208.0,405.0,273.0,365.0,616.0,374.0,319.0,2566.0,2140.0,69.0,29.0,13.0,17.0,60.0,966.0
584,2833,301,91,29,33,72.0,39.0,22.0,10.0,14.0,137.0,289.0,55.0,94.0,58.0,88.0,149.0,91.0,114.0,654.0,597.0,6.0,3.0,4.0,0.0,9.0,271.0
585,2834,1215,263,61,125,320.0,98.0,57.0,13.0,24.0,899.0,1419.0,107.0,240.0,200.0,213.0,565.0,374.0,644.0,2338.0,1943.0,107.0,206.0,84.0,16.0,56.0,530.0
586,2835,1164,743,571,286,514.0,173.0,194.0,88.0,41.0,860.0,1864.0,345.0,579.0,450.0,662.0,1054.0,513.0,575.0,4173.0,3478.0,206.0,45.0,52.0,46.0,166.0,475.0
587,2836,368,126,35,64,64.0,55.0,40.0,11.0,15.0,196.0,388.0,82.0,113.0,122.0,141.0,221.0,112.0,120.0,890.0,788.0,15.0,7.0,11.0,0.0,14.0,456.0
588,2838,121,43,4,12,32.0,15.0,6.0,9.0,6.0,40.0,109.0,15.0,38.0,25.0,40.0,60.0,42.0,26.0,243.0,234.0,0.0,0.0,5.0,0.0,0.0,181.0
589,2839,556,177,51,62,161.0,61.0,50.0,27.0,16.0,256.0,565.0,106.0,203.0,181.0,183.0,359.0,167.0,138.0,1337.0,1174.0,16.0,11.0,0.0,0.0,13.0,812.0
590,2840,730,524,162,133,263.0,128.0,95.0,58.0,35.0,701.0,1280.0,224.0,407.0,296.0,380.0,719.0,308.0,366.0,2702.0,2116.0,61.0,18.0,20.0,14.0,43.0,831.0
591,2842,302,99,26,29,90.0,21.0,31.0,13.0,7.0,127.0,296.0,38.0,89.0,44.0,61.0,151.0,103.0,154.0,626.0,570.0,8.0,20.0,8.0,0.0,0.0,45.0
592,2843,550,206,70,81,189.0,41.0,55.0,34.0,8.0,213.0,544.0,62.0,188.0,121.0,105.0,317.0,187.0,306.0,1288.0,1118.0,33.0,35.0,11.0,8.0,8.0,66.0
593,2844,556,204,62,78,201.0,47.0,49.0,22.0,17.0,325.0,664.0,79.0,195.0,147.0,97.0,318.0,175.0,418.0,1441.0,1163.0,23.0,36.0,9.0,11.0,14.0,104.0
594,2845,761,330,135,109,232.0,99.0,101.0,39.0,22.0,291.0,786.0,131.0,307.0,212.0,221.0,514.0,284.0,329.0,1978.0,1720.0,39.0,58.0,32.0,10.0,18.0,107.0
595,2846,135,40,0,16,30.0,14.0,8.0,0.0,6.0,71.0,138.0,12.0,34.0,17.0,23.0,61.0,58.0,71.0,277.0,230.0,3.0,17.0,13.0,0.0,0.0,13.0
596,2847,1051,388,142,161,318.0,118.0,111.0,52.0,15.0,427.0,1039.0,119.0,289.0,262.0,215.0,583.0,393.0,555.0,2426.0,2099.0,65.0,93.0,37.0,9.0,14.0,167.0
597,2848,849,168,53,99,224.0,75.0,55.0,28.0,12.0,420.0,812.0,80.0,175.0,156.0,112.0,406.0,266.0,443.0,1650.0,1409.0,52.0,85.0,36.0,9.0,9.0,102.0
598,2849,685,223,87,126,250.0,60.0,60.0,30.0,10.0,319.0,724.0,83.0,165.0,103.0,130.0,367.0,256.0,427.0,1547.0,1352.0,47.0,93.0,32.0,14.0,8.0,75.0
599,2850,6679,3004,1612,996,2241.0,898.0,831.0,377.0,144.0,3039.0,7530.0,1258.0,2410.0,1833.0,2080.0,4618.0,2218.0,3231.0,17645.0,15517.0,513.0,604.0,241.0,138.0,271.0,947.0
600,2852,1324,506,256,251,429.0,179.0,143.0,80.0,37.0,648.0,1506.0,276.0,491.0,360.0,368.0,848.0,491.0,703.0,3542.0,3009.0,75.0,102.0,46.0,16.0,32.0,217.0
601,2864,285,190,42,60,117.0,40.0,39.0,20.0,11.0,100.0,324.0,51.0,115.0,83.0,71.0,215.0,97.0,182.0,805.0,753.0,24.0,18.0,10.0,11.0,11.0,10.0
602,2865,309,177,49,57,106.0,51.0,33.0,20.0,8.0,145.0,368.0,62.0,106.0,84.0,85.0,224.0,126.0,178.0,868.0,752.0,9.0,17.0,7.0,0.0,4.0,30.0
603,2866,1161,586,191,198,374.0,133.0,160.0,99.0,33.0,437.0,1237.0,242.0,471.0,343.0,282.0,736.0,378.0,632.0,3100.0,2806.0,56.0,69.0,26.0,18.0,39.0,143.0
604,2867,230,106,31,36,92.0,23.0,39.0,11.0,7.0,85.0,250.0,48.0,88.0,33.0,58.0,135.0,99.0,128.0,599.0,547.0,25.0,6.0,9.0,3.0,11.0,33.0
605,2868,275,106,30,45,89.0,35.0,21.0,11.0,7.0,111.0,277.0,36.0,97.0,63.0,58.0,147.0,93.0,162.0,649.0,593.0,11.0,14.0,9.0,3.0,5.0,58.0
606,2869,683,218,53,72,218.0,73.0,40.0,29.0,11.0,306.0,680.0,63.0,166.0,154.0,101.0,361.0,234.0,355.0,1442.0,1261.0,28.0,37.0,13.0,0.0,16.0,286.0
607,2870,4618,2282,772,716,1482.0,584.0,527.0,290.0,146.0,2027.0,5047.0,820.0,1679.0,1563.0,1375.0,2831.0,1488.0,2272.0,12038.0,10708.0,307.0,221.0,85.0,80.0,260.0,1118.0
608,2871,3770,1773,432,540,1250.0,423.0,368.0,217.0,89.0,1618.0,3970.0,618.0,1287.0,1097.0,977.0,2164.0,1178.0,2049.0,9350.0,8401.0,142.0,125.0,77.0,49.0,102.0,1041.0
609,2873,200,90,39,32,80.0,27.0,15.0,13.0,5.0,128.0,266.0,30.0,71.0,33.0,58.0,140.0,69.0,168.0,558.0,458.0,10.0,6.0,3.0,3.0,7.0,27.0
610,2874,181,80,14,32,68.0,12.0,25.0,8.0,3.0,67.0,181.0,15.0,48.0,26.0,34.0,120.0,67.0,114.0,423.0,374.0,7.0,12.0,0.0,0.0,0.0,22.0
