,postcode,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_HHOLD_NO,0-4yo,5-14yo,15-24yo,25-34yo,35-54yo,55-64yo,65+yo,population_2016,citizen_AU,citizen_non_AU,YARRP <1975,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,ATSI
230,2297,609,367,150,100,208.0,87.0,78.0,26.0,6.0,324.0,732.0,115.0,200.0,195.0,269.0,523.0,182.0,197.0,1683.0,1460.0,101.0,60.0,58.0,26.0,80.0,48.0
231,2298,3841,2059,631,595,1229.0,504.0,355.0,126.0,44.0,1819.0,4074.0,561.0,841.0,1543.0,1626.0,2153.0,1041.0,1735.0,9499.0,8398.0,659.0,295.0,236.0,137.0,583.0,399.0
232,2299,4657,2319,768,939,1287.0,554.0,557.0,191.0,87.0,2005.0,4685.0,733.0,1283.0,1967.0,1836.0,2666.0,1109.0,1614.0,11205.0,9128.0,1593.0,384.0,259.0,249.0,1492.0,360.0
233,2300,3339,2826,1938,500,1567.0,400.0,287.0,98.0,17.0,3074.0,5444.0,342.0,694.0,1522.0,2423.0,2683.0,1414.0,1508.0,10579.0,8886.0,728.0,321.0,363.0,249.0,673.0,260.0
234,2302,198,157,70,38,77.0,12.0,8.0,0.0,0.0,226.0,322.0,7.0,7.0,120.0,136.0,124.0,81.0,84.0,565.0,438.0,52.0,14.0,19.0,14.0,61.0,15.0
235,2303,3554,1959,1135,456,1127.0,477.0,425.0,160.0,28.0,1949.0,4162.0,441.0,930.0,1287.0,1188.0,2458.0,1184.0,1654.0,9145.0,8190.0,366.0,552.0,243.0,126.0,307.0,279.0
236,2304,6191,3625,982,866,1976.0,851.0,628.0,191.0,74.0,3052.0,6764.0,928.0,1359.0,1992.0,2787.0,3810.0,1855.0,2429.0,15177.0,13452.0,965.0,646.0,453.0,272.0,721.0,592.0
237,2305,4252,2875,1560,704,1495.0,727.0,819.0,251.0,65.0,1895.0,5261.0,798.0,1707.0,1527.0,1389.0,3494.0,1572.0,2007.0,12506.0,11487.0,552.0,420.0,312.0,185.0,460.0,303.0
238,2306,1742,349,43,180,378.0,229.0,120.0,55.0,36.0,734.0,1556.0,232.0,509.0,411.0,391.0,813.0,450.0,567.0,3359.0,3023.0,55.0,78.0,31.0,4.0,18.0,473.0
239,2307,1824,836,129,290,499.0,231.0,160.0,53.0,29.0,767.0,1737.0,247.0,390.0,702.0,684.0,827.0,371.0,680.0,3905.0,3323.0,444.0,93.0,70.0,60.0,394.0,187.0
240,2308,842,16,12,391,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,1260.0,54.0,12.0,3.0,3.0,1327.0,950.0,301.0,0.0,8.0,45.0,307.0,34.0
241,2311,361,144,52,70,115.0,45.0,44.0,17.0,9.0,144.0,376.0,44.0,118.0,79.0,99.0,189.0,159.0,196.0,861.0,790.0,11.0,16.0,3.0,0.0,10.0,52.0
242,2312,717,233,44,93,215.0,73.0,69.0,30.0,16.0,175.0,588.0,79.0,210.0,159.0,99.0,366.0,223.0,339.0,1453.0,1325.0,46.0,64.0,27.0,9.0,12.0,99.0
243,2314,13,82,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,81.0,34.0,3.0,0.0,203.0,117.0,0.0,0.0,0.0,3.0,0.0,6.0
244,2315,6330,2905,1022,811,2377.0,706.0,595.0,231.0,72.0,2575.0,6561.0,617.0,1543.0,1319.0,1148.0,3304.0,2147.0,4577.0,14655.0,12816.0,644.0,1001.0,460.0,261.0,495.0,421.0
245,2316,2543,1073,377,346,771.0,315.0,293.0,125.0,46.0,909.0,2466.0,269.0,694.0,742.0,431.0,1500.0,859.0,1352.0,5846.0,5145.0,209.0,340.0,144.0,81.0,111.0,158.0
246,2317,2952,1162,355,300,1048.0,274.0,254.0,113.0,43.0,1144.0,2874.0,251.0,717.0,555.0,440.0,1340.0,862.0,2074.0,6241.0,5576.0,281.0,449.0,194.0,89.0,173.0,171.0
247,2318,4210,2746,932,801,1506.0,703.0,734.0,314.0,109.0,1218.0,4588.0,856.0,1752.0,1422.0,1355.0,3440.0,1460.0,1870.0,12149.0,10957.0,339.0,462.0,221.0,144.0,269.0,579.0
248,2319,3081,1203,284,441,1083.0,349.0,271.0,109.0,59.0,1079.0,2947.0,367.0,821.0,565.0,638.0,1467.0,1104.0,1706.0,6685.0,6030.0,219.0,370.0,183.0,72.0,68.0,343.0
249,2320,12421,7040,3182,2125,4136.0,1951.0,2082.0,845.0,309.0,4304.0,13630.0,2625.0,5055.0,4400.0,4614.0,9076.0,3904.0,4883.0,34559.0,31421.0,1008.0,777.0,587.0,398.0,833.0,1909.0
250,2321,5010,3219,1383,996,1814.0,923.0,887.0,366.0,148.0,1438.0,5575.0,1141.0,2133.0,1765.0,2054.0,3767.0,1746.0,2018.0,14624.0,13522.0,356.0,314.0,235.0,124.0,236.0,751.0
251,2322,7197,4132,1176,1168,2340.0,1173.0,1088.0,426.0,166.0,2111.0,7313.0,1314.0,2550.0,2318.0,2486.0,4857.0,2301.0,2640.0,18453.0,16964.0,587.0,555.0,312.0,199.0,366.0,956.0
252,2323,9764,5504,2048,1641,3279.0,1552.0,1372.0,577.0,226.0,3571.0,10577.0,1657.0,3558.0,3227.0,3267.0,6670.0,3131.0,4208.0,25736.0,23409.0,820.0,683.0,502.0,298.0,697.0,1290.0
253,2324,10429,4603,1172,1434,3534.0,1248.0,1048.0,451.0,191.0,3817.0,10288.0,1329.0,2886.0,2750.0,2360.0,5558.0,3394.0,5364.0,23651.0,21357.0,657.0,1005.0,523.0,192.0,325.0,1716.0
254,2325,11691,4655,1654,1661,3480.0,1577.0,1345.0,550.0,221.0,4264.0,11437.0,1882.0,3729.0,3564.0,3598.0,7015.0,3670.0,5001.0,28459.0,24872.0,667.0,771.0,426.0,201.0,305.0,2124.0
255,2326,3150,1320,335,472,878.0,439.0,373.0,178.0,66.0,1035.0,2962.0,469.0,1032.0,896.0,891.0,1870.0,1001.0,1169.0,7333.0,6728.0,131.0,170.0,79.0,24.0,47.0,592.0
256,2327,3509,1360,305,438,996.0,453.0,338.0,151.0,64.0,1285.0,3292.0,493.0,884.0,981.0,963.0,1808.0,1009.0,1479.0,7610.0,6946.0,149.0,173.0,91.0,38.0,65.0,566.0
257,2328,855,476,228,176,319.0,129.0,120.0,59.0,21.0,402.0,1055.0,143.0,348.0,282.0,228.0,679.0,299.0,459.0,2438.0,2191.0,74.0,52.0,33.0,27.0,40.0,135.0
258,2329,837,353,122,127,282.0,99.0,92.0,52.0,18.0,395.0,937.0,140.0,287.0,203.0,212.0,513.0,306.0,454.0,2111.0,1822.0,60.0,52.0,30.0,7.0,20.0,139.0
259,2330,6594,3605,2584,1567,2315.0,1147.0,1158.0,481.0,184.0,2765.0,8050.0,1423.0,2979.0,2581.0,2678.0,5648.0,2424.0,2619.0,20349.0,17974.0,801.0,393.0,376.0,247.0,563.0,1199.0
260,2331,154,148,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,53.0,18.0,0.0,0.0,318.0,313.0,3.0,0.0,0.0,12.0,15.0,8.0
261,2333,4532,2295,1475,929,1589.0,758.0,678.0,311.0,119.0,2148.0,5616.0,1106.0,2048.0,1660.0,2017.0,3655.0,1503.0,1647.0,13645.0,11908.0,545.0,255.0,170.0,124.0,421.0,1226.0
262,2334,999,533,231,208,305.0,166.0,175.0,79.0,35.0,352.0,1105.0,237.0,485.0,342.0,430.0,724.0,275.0,347.0,2829.0,2617.0,92.0,82.0,46.0,16.0,44.0,210.0
263,2335,1936,1219,735,410,703.0,377.0,361.0,187.0,53.0,660.0,2341.0,471.0,980.0,724.0,804.0,1733.0,757.0,708.0,6156.0,5607.0,156.0,144.0,94.0,60.0,91.0,294.0
264,2336,890,507,263,164,356.0,127.0,135.0,54.0,21.0,389.0,1091.0,167.0,385.0,279.0,322.0,688.0,354.0,426.0,2614.0,2334.0,63.0,40.0,31.0,21.0,40.0,155.0
265,2337,2759,1549,766,433,983.0,354.0,381.0,200.0,48.0,1295.0,3268.0,477.0,1176.0,839.0,1026.0,2014.0,996.0,1364.0,7889.0,6785.0,402.0,140.0,77.0,64.0,352.0,322.0
266,2338,640,210,88,104,216.0,77.0,42.0,23.0,13.0,298.0,662.0,61.0,172.0,132.0,107.0,365.0,222.0,374.0,1432.0,1248.0,43.0,52.0,32.0,13.0,20.0,74.0
267,2339,242,121,35,40,101.0,27.0,21.0,18.0,3.0,115.0,289.0,46.0,88.0,64.0,80.0,166.0,111.0,128.0,677.0,561.0,13.0,11.0,10.0,0.0,4.0,32.0
268,2340,18355,10959,3076,2480,6210.0,2603.0,2303.0,1042.0,408.0,7917.0,20485.0,3343.0,6871.0,6000.0,6219.0,12052.0,6052.0,8526.0,49070.0,43487.0,1885.0,828.0,498.0,348.0,1600.0,5115.0
269,2341,765,201,70,87,221.0,76.0,56.0,30.0,4.0,348.0,732.0,83.0,186.0,139.0,163.0,336.0,253.0,419.0,1572.0,1388.0,27.0,31.0,17.0,3.0,9.0,296.0
270,2342,156,108,24,36,66.0,17.0,19.0,9.0,6.0,72.0,199.0,23.0,68.0,37.0,41.0,129.0,70.0,94.0,465.0,412.0,14.0,6.0,0.0,3.0,5.0,13.0
271,2343,2031,969,266,289,703.0,242.0,234.0,105.0,36.0,847.0,2153.0,306.0,630.0,514.0,495.0,1200.0,732.0,1082.0,4968.0,4499.0,108.0,92.0,57.0,19.0,47.0,613.0
272,2344,261,174,51,47,94.0,41.0,41.0,14.0,5.0,114.0,311.0,25.0,128.0,76.0,70.0,228.0,109.0,135.0,756.0,673.0,11.0,13.0,5.0,5.0,0.0,35.0
273,2345,282,174,44,52,119.0,44.0,30.0,16.0,5.0,83.0,301.0,43.0,85.0,70.0,86.0,199.0,108.0,129.0,720.0,669.0,8.0,9.0,9.0,0.0,0.0,54.0
274,2346,1514,481,103,167,431.0,155.0,121.0,64.0,33.0,613.0,1410.0,160.0,396.0,312.0,262.0,726.0,466.0,829.0,3147.0,2810.0,42.0,70.0,29.0,18.0,16.0,400.0
275,2347,951,258,56,110,285.0,84.0,64.0,40.0,10.0,433.0,907.0,108.0,198.0,133.0,166.0,395.0,313.0,608.0,1933.0,1695.0,45.0,66.0,28.0,12.0,24.0,131.0
276,2350,9934,5121,1860,1757,3160.0,1204.0,1079.0,481.0,197.0,4381.0,10498.0,1477.0,3275.0,4084.0,3094.0,6088.0,3091.0,4215.0,25336.0,21698.0,1843.0,672.0,531.0,449.0,1648.0,1744.0
277,2351,575,5,5,192,5.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,3.0,915.0,31.0,19.0,0.0,4.0,976.0,753.0,39.0,0.0,0.0,22.0,56.0,31.0
278,2352,1077,633,120,148,391.0,158.0,127.0,65.0,29.0,358.0,1128.0,201.0,388.0,280.0,290.0,683.0,376.0,490.0,2715.0,2530.0,65.0,39.0,55.0,18.0,18.0,254.0
279,2353,472,222,51,59,146.0,68.0,54.0,10.0,9.0,164.0,457.0,59.0,131.0,80.0,87.0,250.0,163.0,346.0,1124.0,997.0,15.0,37.0,10.0,8.0,7.0,76.0
280,2354,1443,681,200,176,527.0,161.0,153.0,88.0,15.0,673.0,1617.0,200.0,431.0,326.0,316.0,856.0,541.0,898.0,3574.0,3119.0,80.0,83.0,41.0,21.0,24.0,210.0
281,2355,288,104,17,46,93.0,23.0,21.0,6.0,5.0,151.0,315.0,15.0,80.0,64.0,54.0,159.0,140.0,142.0,664.0,554.0,21.0,34.0,10.0,0.0,0.0,46.0
282,2356,78,20,3,14,16.0,8.0,8.0,3.0,3.0,31.0,65.0,9.0,24.0,23.0,0.0,40.0,25.0,43.0,160.0,138.0,3.0,4.0,3.0,0.0,0.0,40.0
283,2357,1831,648,167,231,624.0,169.0,140.0,76.0,39.0,831.0,1882.0,207.0,537.0,377.0,345.0,948.0,676.0,1085.0,4159.0,3667.0,86.0,122.0,65.0,34.0,47.0,494.0
284,2358,1708,737,153,192,574.0,165.0,166.0,82.0,30.0,641.0,1653.0,188.0,490.0,381.0,319.0,920.0,640.0,830.0,3772.0,3483.0,65.0,108.0,52.0,22.0,33.0,345.0
285,2359,383,78,20,50,121.0,35.0,20.0,17.0,9.0,125.0,324.0,45.0,89.0,72.0,57.0,168.0,138.0,165.0,736.0,657.0,11.0,22.0,6.0,0.0,0.0,28.0
286,2360,6348,2601,567,776,2010.0,745.0,609.0,306.0,140.0,2428.0,6230.0,967.0,1970.0,1752.0,1549.0,3364.0,1850.0,3071.0,14524.0,12971.0,407.0,263.0,130.0,136.0,352.0,1240.0
287,2361,459,112,15,67,130.0,43.0,31.0,20.0,12.0,167.0,406.0,34.0,133.0,80.0,47.0,211.0,181.0,226.0,909.0,798.0,26.0,31.0,11.0,3.0,8.0,120.0
288,2365,1646,606,152,219,512.0,166.0,170.0,72.0,35.0,599.0,1569.0,221.0,530.0,382.0,359.0,898.0,529.0,815.0,3726.0,3322.0,104.0,65.0,40.0,20.0,73.0,210.0
289,2369,459,107,23,57,127.0,41.0,34.0,21.0,17.0,142.0,382.0,51.0,127.0,122.0,74.0,210.0,148.0,201.0,923.0,813.0,10.0,23.0,3.0,4.0,4.0,215.0
290,2370,3576,1210,250,333,1066.0,347.0,270.0,145.0,58.0,1502.0,3386.0,423.0,947.0,781.0,744.0,1724.0,1144.0,1929.0,7683.0,6610.0,172.0,223.0,82.0,53.0,78.0,488.0
291,2371,633,126,24,85,208.0,55.0,26.0,16.0,6.0,269.0,579.0,32.0,100.0,88.0,78.0,271.0,243.0,341.0,1155.0,1016.0,24.0,59.0,16.0,4.0,15.0,70.0
292,2372,2300,727,168,244,774.0,190.0,161.0,69.0,35.0,1069.0,2303.0,219.0,532.0,387.0,326.0,1007.0,897.0,1383.0,4742.0,4156.0,98.0,162.0,92.0,25.0,44.0,200.0
293,2379,118,57,24,31,44.0,18.0,10.0,11.0,3.0,50.0,139.0,14.0,44.0,36.0,27.0,87.0,51.0,53.0,316.0,281.0,12.0,0.0,5.0,0.0,8.0,15.0
294,2380,3855,2028,905,543,1304.0,561.0,506.0,221.0,99.0,1724.0,4416.0,797.0,1394.0,1149.0,1339.0,2429.0,1286.0,1980.0,10390.0,9337.0,260.0,142.0,88.0,64.0,183.0,1343.0
295,2381,509,219,60,67,164.0,69.0,54.0,21.0,11.0,178.0,498.0,74.0,150.0,128.0,122.0,305.0,210.0,213.0,1190.0,1074.0,20.0,12.0,10.0,3.0,11.0,151.0
296,2382,549,250,83,75,186.0,63.0,56.0,20.0,11.0,252.0,592.0,70.0,181.0,172.0,104.0,373.0,154.0,274.0,1322.0,1165.0,30.0,13.0,11.0,7.0,12.0,133.0
297,2386,116,75,14,33,38.0,14.0,12.0,8.0,5.0,100.0,181.0,24.0,55.0,26.0,21.0,109.0,52.0,58.0,356.0,313.0,6.0,4.0,3.0,0.0,7.0,29.0
298,2387,71,37,19,20,20.0,9.0,11.0,6.0,0.0,37.0,87.0,11.0,32.0,21.0,25.0,57.0,31.0,41.0,199.0,167.0,0.0,0.0,0.0,0.0,0.0,12.0
299,2388,923,476,138,150,280.0,132.0,108.0,60.0,27.0,538.0,1150.0,228.0,397.0,269.0,316.0,673.0,356.0,439.0,2673.0,2239.0,40.0,52.0,22.0,14.0,22.0,427.0
300,2390,3119,1835,620,441,1142.0,427.0,417.0,196.0,76.0,1465.0,3729.0,620.0,1200.0,961.0,1029.0,2192.0,1210.0,1543.0,8755.0,7714.0,179.0,120.0,65.0,53.0,132.0,958.0
301,2395,348,68,28,67,108.0,30.0,16.0,7.0,7.0,163.0,333.0,22.0,48.0,75.0,43.0,147.0,145.0,195.0,669.0,593.0,14.0,34.0,6.0,12.0,4.0,36.0
302,2396,433,98,36,54,126.0,43.0,34.0,8.0,8.0,192.0,419.0,29.0,116.0,73.0,81.0,190.0,124.0,245.0,856.0,787.0,23.0,13.0,7.0,4.0,8.0,134.0
303,2397,108,86,25,24,44.0,11.0,16.0,8.0,8.0,64.0,154.0,29.0,61.0,34.0,52.0,82.0,70.0,53.0,380.0,332.0,9.0,0.0,4.0,3.0,0.0,25.0
304,2398,71,64,6,8,34.0,14.0,3.0,10.0,0.0,43.0,102.0,16.0,30.0,29.0,20.0,62.0,47.0,31.0,236.0,208.0,4.0,0.0,0.0,0.0,0.0,12.0
305,2399,192,113,41,32,76.0,33.0,21.0,8.0,7.0,108.0,256.0,47.0,80.0,49.0,78.0,169.0,83.0,96.0,596.0,499.0,8.0,8.0,3.0,3.0,0.0,56.0
306,2400,3272,2179,663,471,1183.0,573.0,410.0,213.0,80.0,2051.0,4514.0,794.0,1357.0,1165.0,1285.0,2636.0,1215.0,1623.0,10083.0,8582.0,291.0,119.0,112.0,59.0,264.0,2050.0
307,2401,120,65,19,16,49.0,17.0,13.0,8.0,8.0,53.0,145.0,17.0,52.0,27.0,26.0,102.0,45.0,52.0,321.0,287.0,3.0,0.0,3.0,0.0,0.0,17.0
308,2402,792,304,70,112,267.0,70.0,72.0,45.0,12.0,338.0,803.0,120.0,215.0,189.0,157.0,397.0,247.0,477.0,1789.0,1617.0,37.0,22.0,12.0,6.0,20.0,134.0
309,2403,321,99,19,33,101.0,36.0,37.0,20.0,3.0,110.0,302.0,52.0,114.0,65.0,79.0,166.0,98.0,132.0,720.0,637.0,14.0,9.0,5.0,0.0,10.0,51.0
310,2404,933,270,43,102,323.0,67.0,49.0,27.0,16.0,413.0,891.0,74.0,182.0,140.0,112.0,424.0,266.0,643.0,1837.0,1628.0,24.0,33.0,15.0,12.0,14.0,93.0
311,2405,145,124,37,47,63.0,21.0,15.0,12.0,3.0,107.0,224.0,22.0,84.0,53.0,54.0,146.0,83.0,75.0,512.0,446.0,13.0,0.0,3.0,0.0,11.0,34.0
312,2408,94,87,41,28,43.0,15.0,17.0,12.0,5.0,64.0,153.0,29.0,57.0,47.0,40.0,111.0,48.0,42.0,372.0,323.0,13.0,0.0,0.0,4.0,8.0,5.0
313,2409,454,102,33,54,95.0,42.0,50.0,16.0,29.0,148.0,388.0,89.0,181.0,161.0,116.0,272.0,121.0,98.0,1027.0,944.0,5.0,3.0,3.0,0.0,5.0,560.0
314,2410,110,40,13,33,44.0,12.0,4.0,9.0,0.0,60.0,129.0,19.0,35.0,24.0,16.0,72.0,49.0,58.0,281.0,245.0,7.0,6.0,0.0,0.0,0.0,3.0
315,2411,29,24,3,8,12.0,3.0,7.0,3.0,0.0,15.0,43.0,12.0,17.0,12.0,13.0,22.0,12.0,19.0,121.0,104.0,0.0,4.0,0.0,0.0,3.0,9.0
316,2415,168,68,18,25,42.0,26.0,25.0,6.0,0.0,46.0,150.0,16.0,62.0,39.0,36.0,126.0,51.0,65.0,390.0,346.0,10.0,19.0,3.0,0.0,6.0,16.0
317,2420,1737,708,238,228,572.0,218.0,162.0,74.0,32.0,680.0,1735.0,193.0,482.0,405.0,327.0,986.0,651.0,985.0,4022.0,3650.0,59.0,101.0,39.0,21.0,27.0,215.0
318,2421,664,398,178,126,245.0,95.0,110.0,43.0,17.0,195.0,710.0,106.0,271.0,230.0,161.0,509.0,272.0,281.0,1831.0,1702.0,35.0,38.0,23.0,12.0,16.0,58.0
319,2422,2646,819,227,317,887.0,257.0,200.0,92.0,40.0,961.0,2429.0,260.0,593.0,470.0,357.0,1206.0,856.0,1591.0,5334.0,4858.0,101.0,196.0,91.0,32.0,44.0,386.0
320,2423,1529,439,95,200,491.0,165.0,108.0,36.0,8.0,602.0,1415.0,113.0,282.0,249.0,212.0,739.0,572.0,793.0,2959.0,2667.0,86.0,170.0,72.0,16.0,20.0,159.0
321,2424,215,52,10,29,56.0,26.0,18.0,3.0,0.0,95.0,200.0,16.0,69.0,36.0,27.0,111.0,82.0,88.0,429.0,368.0,12.0,23.0,12.0,0.0,0.0,15.0
322,2425,778,322,122,120,248.0,101.0,74.0,40.0,21.0,244.0,725.0,90.0,247.0,175.0,123.0,514.0,267.0,371.0,1782.0,1640.0,50.0,66.0,34.0,16.0,18.0,104.0
323,2426,366,94,20,33,94.0,34.0,22.0,11.0,4.0,132.0,311.0,39.0,97.0,66.0,53.0,172.0,139.0,157.0,719.0,650.0,12.0,19.0,10.0,3.0,0.0,32.0
324,2427,1839,436,119,204,711.0,144.0,72.0,29.0,7.0,570.0,1533.0,80.0,216.0,191.0,136.0,563.0,625.0,1295.0,3113.0,2868.0,82.0,197.0,45.0,28.0,17.0,106.0
325,2428,12574,3725,951,1122,4281.0,1066.0,767.0,290.0,130.0,5164.0,11705.0,974.0,2279.0,1928.0,1655.0,4784.0,3758.0,8636.0,24012.0,21509.0,724.0,1408.0,447.0,239.0,287.0,1223.0
326,2429,4845,1535,294,594,1487.0,508.0,391.0,173.0,92.0,1612.0,4262.0,453.0,1154.0,978.0,786.0,2277.0,1688.0,2380.0,9715.0,8781.0,232.0,388.0,178.0,76.0,79.0,481.0
327,2430,16680,5585,1281,1866,5273.0,1695.0,1376.0,630.0,282.0,5760.0,15011.0,1792.0,4135.0,3471.0,2880.0,7541.0,5221.0,8985.0,34017.0,30892.0,929.0,1453.0,623.0,315.0,463.0,2633.0
328,2431,2743,856,202,254,965.0,236.0,148.0,75.0,33.0,1163.0,2622.0,211.0,468.0,382.0,334.0,1046.0,868.0,1830.0,5133.0,4668.0,132.0,230.0,86.0,24.0,64.0,266.0
329,2439,1348,509,106,161,477.0,157.0,135.0,54.0,19.0,387.0,1227.0,145.0,360.0,269.0,198.0,724.0,483.0,768.0,2941.0,2610.0,60.0,162.0,46.0,28.0,21.0,75.0
330,2440,10141,3097,642,1039,2884.0,1131.0,818.0,377.0,229.0,3788.0,9223.0,1230.0,2754.0,2451.0,2179.0,5107.0,3459.0,4625.0,21816.0,18892.0,504.0,670.0,288.0,127.0,220.0,2946.0
331,2441,2010,690,161,277,613.0,248.0,180.0,71.0,51.0,729.0,1889.0,204.0,541.0,430.0,376.0,1096.0,890.0,807.0,4349.0,3775.0,135.0,194.0,105.0,37.0,59.0,224.0
332,2443,4865,1296,301,478,1722.0,371.0,224.0,112.0,43.0,1959.0,4426.0,281.0,723.0,584.0,506.0,1736.0,1550.0,3509.0,8892.0,7934.0,299.0,560.0,155.0,82.0,117.0,332.0
333,2444,20425,9172,2906,2308,7207.0,2265.0,1928.0,817.0,261.0,8681.0,21154.0,2315.0,5386.0,4525.0,4342.0,10743.0,6187.0,12811.0,46289.0,41442.0,1900.0,2561.0,1246.0,785.0,1256.0,1810.0
334,2445,2941,1290,383,382,1082.0,316.0,316.0,150.0,50.0,820.0,2735.0,294.0,825.0,624.0,394.0,1646.0,979.0,1711.0,6464.0,6008.0,146.0,317.0,127.0,69.0,53.0,197.0
335,2446,5892,2351,599,725,1880.0,676.0,642.0,320.0,113.0,1818.0,5441.0,740.0,1872.0,1478.0,1104.0,3267.0,1958.0,2915.0,13330.0,12125.0,283.0,488.0,234.0,87.0,120.0,757.0
336,2447,3440,1225,219,401,1122.0,332.0,283.0,140.0,63.0,1185.0,3134.0,351.0,930.0,683.0,524.0,1667.0,1207.0,1831.0,7180.0,6457.0,153.0,273.0,108.0,48.0,60.0,423.0
337,2448,4748,1321,350,413,1475.0,427.0,267.0,150.0,51.0,2143.0,4517.0,426.0,888.0,768.0,687.0,1784.0,1543.0,2895.0,9002.0,8070.0,268.0,558.0,207.0,73.0,112.0,708.0
338,2449,1156,269,64,119,317.0,107.0,85.0,42.0,21.0,403.0,980.0,110.0,308.0,214.0,177.0,524.0,402.0,453.0,2188.0,1995.0,55.0,108.0,49.0,10.0,22.0,291.0
339,2450,18461,8645,2460,2343,5949.0,2315.0,1954.0,825.0,351.0,7505.0,18904.0,2432.0,5573.0,4963.0,4595.0,10837.0,6286.0,9225.0,43896.0,37776.0,2510.0,1979.0,1196.0,755.0,2216.0,2085.0
340,2452,6971,2984,626,745,2129.0,854.0,682.0,289.0,112.0,2594.0,6665.0,808.0,2021.0,1702.0,1476.0,3687.0,2119.0,3308.0,15119.0,13757.0,525.0,684.0,312.0,170.0,326.0,934.0
341,2453,1365,436,89,212,433.0,136.0,100.0,49.0,17.0,559.0,1294.0,121.0,300.0,253.0,187.0,628.0,556.0,732.0,2771.0,2499.0,82.0,141.0,65.0,11.0,32.0,103.0
342,2454,3362,1336,389,458,1029.0,424.0,376.0,146.0,54.0,1257.0,3294.0,412.0,1101.0,676.0,612.0,2027.0,1316.0,1444.0,7571.0,6763.0,320.0,389.0,317.0,147.0,155.0,238.0
343,2455,1521,556,147,123,518.0,157.0,115.0,28.0,6.0,704.0,1527.0,108.0,284.0,254.0,201.0,685.0,533.0,945.0,3001.0,2695.0,86.0,145.0,61.0,20.0,13.0,119.0
344,2456,6441,2821,716,911,2110.0,837.0,690.0,292.0,102.0,2617.0,6646.0,868.0,1842.0,1466.0,1659.0,3524.0,2383.0,3008.0,14749.0,12623.0,1026.0,762.0,406.0,198.0,789.0,721.0
345,2460,13731,4751,1140,1597,4089.0,1503.0,1172.0,571.0,267.0,5045.0,12654.0,1606.0,3627.0,3213.0,2748.0,7112.0,4490.0,6416.0,29212.0,26315.0,623.0,832.0,383.0,167.0,334.0,2173.0
346,2462,1305,343,74,140,393.0,103.0,84.0,50.0,16.0,531.0,1179.0,91.0,275.0,229.0,156.0,575.0,475.0,634.0,2443.0,2214.0,49.0,94.0,39.0,9.0,20.0,111.0
347,2463,3942,1173,257,406,1250.0,396.0,276.0,145.0,51.0,1286.0,3409.0,311.0,851.0,695.0,460.0,1771.0,1285.0,2170.0,7541.0,6851.0,185.0,314.0,141.0,55.0,79.0,444.0
348,2464,3509,1129,348,298,1254.0,304.0,204.0,86.0,27.0,1751.0,3632.0,276.0,581.0,488.0,512.0,1388.0,1141.0,2338.0,6740.0,5986.0,269.0,358.0,166.0,78.0,172.0,283.0
349,2465,151,48,6,14,41.0,16.0,13.0,4.0,0.0,66.0,145.0,11.0,30.0,35.0,33.0,59.0,53.0,65.0,292.0,270.0,3.0,11.0,0.0,0.0,0.0,14.0
350,2466,1082,174,46,80,378.0,65.0,39.0,9.0,5.0,570.0,1071.0,52.0,138.0,87.0,70.0,291.0,359.0,746.0,1725.0,1565.0,49.0,85.0,34.0,6.0,10.0,43.0
351,2469,2158,530,81,227,670.0,169.0,106.0,62.0,45.0,910.0,1947.0,132.0,412.0,357.0,223.0,989.0,923.0,979.0,4009.0,3476.0,161.0,209.0,111.0,25.0,54.0,281.0
352,2470,7091,2596,404,806,1991.0,798.0,656.0,324.0,182.0,2477.0,6427.0,984.0,2078.0,1845.0,1398.0,3559.0,2031.0,3322.0,15225.0,13945.0,252.0,325.0,177.0,90.0,134.0,1192.0
353,2471,1107,416,68,178,325.0,126.0,104.0,65.0,22.0,378.0,1025.0,143.0,363.0,274.0,189.0,680.0,386.0,481.0,2522.0,2208.0,51.0,69.0,35.0,11.0,31.0,209.0
354,2472,832,350,61,99,245.0,109.0,88.0,36.0,11.0,314.0,799.0,114.0,225.0,184.0,172.0,491.0,309.0,376.0,1855.0,1632.0,54.0,53.0,33.0,9.0,27.0,73.0
355,2473,1574,520,133,145,507.0,137.0,116.0,50.0,14.0,923.0,1748.0,123.0,325.0,283.0,226.0,680.0,536.0,915.0,3092.0,2781.0,76.0,101.0,28.0,21.0,35.0,132.0
356,2474,3160,948,207,381,943.0,314.0,221.0,120.0,41.0,1282.0,2926.0,294.0,746.0,616.0,468.0,1539.0,1228.0,1456.0,6332.0,5570.0,191.0,235.0,163.0,66.0,90.0,213.0
357,2475,187,30,9,24,65.0,15.0,12.0,8.0,0.0,77.0,175.0,13.0,50.0,25.0,26.0,94.0,68.0,102.0,386.0,313.0,9.0,9.0,8.0,0.0,4.0,34.0
