postcode,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_HHOLD_NO,0-4yo,5-14yo,15-24yo,25-34yo,35-54yo,55-64yo,65+yo,population_2016,citizen_AU,citizen_non_AU,YARRP <1975,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,ATSI,10yBonds% 2020 Q1,10yBonds% 2020 Q2,10yBonds% 2020 Q3,10yBonds% 2020 Q4,10yBonds% 2021 Q1,2yBonds% 2020 Q1,2yBonds% 2020 Q2,2yBonds% 2020 Q3,2yBonds% 2020 Q4,2yBonds% 2021 Q1,Rate 2020 Q1,Rate 2020 Q2,Rate 2020 Q3,Rate 2020 Q4,Rate 2021 Q1,constr_index 2020 Q1,constr_index 2020 Q2,constr_index 2020 Q3,constr_index 2020 Q4,constr_index 2021 Q1
2642,238.0,416.0,313.0,330.0,367.0,236.0,385.0,275.0,248.0,355.0,300.0,350.0,340.0,360.0,450.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,20.0,20.0,144.0,147.0,149.0,152.0,148.0,1706,1091,264,250,621.0,226.0,237.0,130.0,64.0,580.0,1863.0,306.0,791.0,495.0,426.0,1272.0,771.0,727.0,4791.0,4348.0,98.0,147.0,59.0,26.0,42.0,143.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2643,334.0,290.0,338.0,344.0,760.5,306.0,288.0,335.0,325.0,760.5,320.0,315.0,313.0,320.0,330.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,191.0,202.0,200.0,202.0,203.0,1203,566,106,119,416.0,124.0,120.0,57.0,19.0,460.0,1193.0,162.0,334.0,270.0,216.0,613.0,441.0,727.0,2771.0,2426.0,83.0,125.0,40.0,21.0,45.0,53.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2644,705.0,725.0,217.0,733.0,241.0,705.0,725.0,242.0,733.0,245.0,230.0,450.0,450.0,450.0,450.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,5.0,20.0,103.0,102.0,102.0,100.0,98.0,961,486,144,122,355.0,93.0,100.0,53.0,28.0,411.0,1039.0,146.0,311.0,222.0,217.0,557.0,371.0,592.0,2400.0,2181.0,53.0,52.0,23.0,13.0,26.0,58.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2646,288.0,292.0,286.0,299.0,332.0,275.0,280.0,283.0,280.0,298.0,250.0,255.0,250.0,260.0,270.0,63.0,42.0,37.0,20.0,54.0,34.0,20.0,39.0,42.0,36.0,521.0,530.0,537.0,525.0,534.0,2812,1428,306,380,1038.0,305.0,272.0,135.0,48.0,1220.0,3018.0,331.0,829.0,721.0,559.0,1515.0,1023.0,1785.0,6755.0,6109.0,148.0,208.0,84.0,48.0,81.0,112.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2647,407.0,725.0,297.0,413.0,406.0,460.0,725.0,295.0,385.0,405.0,270.0,285.0,273.0,285.0,285.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,20.0,20.0,20.0,176.0,184.0,188.0,188.0,190.0,970,454,80,87,374.0,73.0,82.0,39.0,17.0,463.0,1048.0,115.0,222.0,162.0,177.0,464.0,309.0,707.0,2163.0,1938.0,66.0,89.0,17.0,8.0,19.0,14.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2648,705.0,725.0,724.0,733.0,368.0,705.0,725.0,724.0,733.0,329.0,245.0,450.0,450.0,280.0,450.0,20.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,20.0,127.0,125.0,123.0,117.0,123.0,1093,411,106,108,364.0,105.0,78.0,30.0,14.0,516.0,1108.0,122.0,210.0,221.0,203.0,529.0,439.0,653.0,2375.0,2043.0,47.0,54.0,42.0,7.0,18.0,156.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2650,373.0,403.0,378.0,418.0,419.0,365.0,368.0,359.0,385.0,405.0,330.0,310.0,320.0,340.0,340.0,811.0,546.0,577.0,594.0,717.0,267.0,205.0,339.0,401.0,346.0,6301.0,6316.0,6458.0,6426.0,6455.0,20470,13712,4304,3085,7089.0,2939.0,2697.0,1379.0,520.0,8774.0,23402.0,3857.0,7822.0,7986.0,7773.0,13868.0,6720.0,8957.0,56973.0,50867.0,2727.0,1078.0,656.0,750.0,2700.0,3244.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2651,309.0,346.0,724.0,733.0,352.0,292.0,335.0,724.0,733.0,343.0,385.0,310.0,330.0,350.0,380.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,238.0,231.0,232.0,230.0,229.0,720,687,99,112,238.0,113.0,115.0,59.0,19.0,248.0,784.0,172.0,347.0,434.0,416.0,559.0,180.0,160.0,2274.0,2073.0,75.0,29.0,30.0,46.0,106.0,162.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2652,705.0,381.0,346.0,222.0,760.5,705.0,354.0,285.0,203.0,760.5,285.0,275.0,450.0,290.0,450.0,20.0,20.0,5.0,20.0,5.0,5.0,20.0,20.0,20.0,5.0,114.0,117.0,115.0,122.0,120.0,1700,988,285,256,600.0,246.0,196.0,105.0,53.0,672.0,1877.0,300.0,632.0,524.0,464.0,1228.0,674.0,765.0,4584.0,4056.0,113.0,95.0,38.0,26.0,57.0,209.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2653,705.0,725.0,724.0,332.0,760.5,705.0,725.0,724.0,278.0,760.5,275.0,285.0,300.0,290.0,450.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,20.0,5.0,134.0,140.0,137.0,141.0,134.0,999,492,126,131,379.0,107.0,84.0,45.0,24.0,406.0,1044.0,148.0,266.0,236.0,278.0,647.0,393.0,563.0,2532.0,2107.0,80.0,65.0,30.0,20.0,44.0,127.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2655,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,20.0,32.0,31.0,490,272,70,76,165.0,59.0,74.0,28.0,18.0,191.0,532.0,95.0,175.0,128.0,118.0,315.0,211.0,286.0,1336.0,1209.0,18.0,24.0,13.0,16.0,9.0,35.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2658,705.0,725.0,724.0,733.0,173.0,705.0,725.0,724.0,733.0,167.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,62.0,61.0,61.0,61.0,59.0,613,251,61,81,196.0,57.0,43.0,44.0,28.0,237.0,599.0,89.0,234.0,141.0,106.0,308.0,205.0,368.0,1435.0,1308.0,32.0,34.0,25.0,7.0,22.0,62.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2660,705.0,725.0,724.0,255.0,301.0,705.0,725.0,724.0,200.0,283.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,76.0,79.0,77.0,74.0,75.0,645,285,88,103,213.0,71.0,70.0,42.0,23.0,234.0,653.0,86.0,275.0,185.0,142.0,361.0,222.0,340.0,1616.0,1456.0,51.0,43.0,34.0,15.0,27.0,66.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2663,322.0,308.0,251.0,262.0,314.0,315.0,305.0,240.0,258.0,300.0,270.0,265.0,280.0,275.0,265.0,66.0,49.0,38.0,64.0,60.0,20.0,20.0,20.0,20.0,20.0,404.0,420.0,413.0,414.0,417.0,1746,840,206,225,523.0,216.0,188.0,90.0,48.0,720.0,1783.0,272.0,616.0,631.0,768.0,1393.0,664.0,834.0,5183.0,3739.0,190.0,74.0,48.0,35.0,123.0,451.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2665,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,33.0,35.0,37.0,37.0,36.0,872,390,122,124,299.0,92.0,85.0,56.0,34.0,377.0,938.0,134.0,319.0,191.0,167.0,566.0,338.0,513.0,2226.0,1970.0,28.0,34.0,24.0,13.0,12.0,72.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2666,348.0,255.0,293.0,293.0,321.0,310.0,260.0,293.0,289.0,320.0,265.0,280.0,265.0,280.0,298.0,34.0,42.0,38.0,20.0,46.0,20.0,20.0,35.0,20.0,34.0,320.0,335.0,348.0,345.0,353.0,2534,1054,283,301,822.0,273.0,221.0,132.0,66.0,898.0,2410.0,332.0,746.0,609.0,531.0,1303.0,792.0,1370.0,5671.0,5271.0,79.0,113.0,44.0,16.0,64.0,128.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2669,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,613,350,87,96,232.0,62.0,56.0,52.0,24.0,311.0,731.0,110.0,239.0,160.0,112.0,440.0,262.0,329.0,1653.0,1482.0,19.0,33.0,10.0,7.0,15.0,56.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2671,280.0,249.0,248.0,238.0,310.0,290.0,255.0,261.0,213.0,320.0,220.0,253.0,260.0,280.0,270.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,255.0,270.0,276.0,271.0,275.0,1505,756,270,225,573.0,169.0,125.0,97.0,55.0,775.0,1792.0,243.0,581.0,424.0,459.0,915.0,565.0,915.0,4111.0,3503.0,108.0,42.0,33.0,23.0,115.0,208.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2680,379.0,389.0,395.0,439.0,430.0,356.0,400.0,385.0,417.0,430.0,340.0,350.0,350.0,360.0,350.0,188.0,145.0,181.0,136.0,146.0,60.0,61.0,82.0,77.0,70.0,2107.0,2111.0,2162.0,2176.0,2141.0,8360,5278,1329,1384,2622.0,1162.0,1259.0,613.0,251.0,3435.0,9331.0,1680.0,3304.0,2969.0,3342.0,5950.0,2820.0,3867.0,23942.0,19367.0,2271.0,1145.0,501.0,761.0,1930.0,1176.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2681,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,310.0,450.0,450.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,77.0,74.0,87.0,86.0,84.0,629,402,74,88,210.0,89.0,76.0,56.0,16.0,240.0,685.0,109.0,261.0,189.0,177.0,488.0,228.0,264.0,1732.0,1510.0,63.0,56.0,22.0,27.0,43.0,53.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2700,163.0,168.0,210.0,210.0,257.0,128.0,135.0,180.0,200.0,230.0,230.0,225.0,250.0,245.0,240.0,20.0,38.0,44.0,32.0,20.0,20.0,20.0,20.0,35.0,20.0,374.0,385.0,397.0,391.0,389.0,2055,904,184,226,634.0,226.0,198.0,99.0,37.0,968.0,2167.0,303.0,636.0,537.0,472.0,1130.0,711.0,1129.0,4925.0,4283.0,132.0,86.0,36.0,18.0,91.0,503.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2701,705.0,725.0,341.0,329.0,760.5,705.0,725.0,325.0,345.0,760.5,250.0,450.0,283.0,450.0,450.0,20.0,5.0,20.0,5.0,5.0,5.0,5.0,20.0,20.0,5.0,101.0,105.0,108.0,107.0,107.0,812,525,140,131,289.0,121.0,100.0,61.0,40.0,309.0,913.0,146.0,378.0,274.0,183.0,576.0,294.0,537.0,2388.0,2133.0,23.0,39.0,13.0,19.0,6.0,64.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2705,304.0,290.0,278.0,272.0,259.0,291.0,274.0,245.0,244.0,255.0,280.0,280.0,270.0,300.0,300.0,61.0,61.0,78.0,64.0,74.0,34.0,38.0,53.0,60.0,57.0,777.0,769.0,791.0,789.0,779.0,3806,2201,502,605,1264.0,507.0,455.0,238.0,99.0,1640.0,4199.0,666.0,1373.0,1270.0,1131.0,2528.0,1312.0,1877.0,10156.0,8757.0,442.0,291.0,98.0,94.0,328.0,589.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2706,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,88.0,86.0,85.0,81.0,80.0,447,273,29,51,152.0,65.0,57.0,25.0,12.0,197.0,504.0,63.0,180.0,125.0,131.0,318.0,152.0,189.0,1155.0,1002.0,42.0,20.0,8.0,4.0,31.0,190.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2707,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,32.0,32.0,35.0,39.0,40.0,436,308,90,90,142.0,68.0,46.0,42.0,13.0,228.0,549.0,91.0,204.0,175.0,149.0,354.0,166.0,222.0,1344.0,1189.0,36.0,18.0,6.0,17.0,27.0,54.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2710,243.0,226.0,227.0,240.0,310.0,225.0,210.0,188.0,225.0,273.0,250.0,250.0,220.0,230.0,250.0,85.0,100.0,97.0,67.0,65.0,43.0,42.0,64.0,72.0,62.0,772.0,788.0,811.0,778.0,778.0,4169,2067,501,535,1478.0,441.0,398.0,200.0,66.0,2018.0,4610.0,558.0,1230.0,1073.0,961.0,2386.0,1594.0,2315.0,10124.0,8911.0,310.0,237.0,71.0,63.0,213.0,398.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2711,705.0,725.0,220.0,184.0,179.0,705.0,725.0,200.0,135.0,172.0,190.0,190.0,180.0,160.0,200.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,196.0,196.0,208.0,212.0,212.0,1260,701,185,198,467.0,147.0,120.0,73.0,29.0,695.0,1528.0,171.0,419.0,371.0,364.0,844.0,502.0,686.0,3361.0,2853.0,124.0,66.0,34.0,12.0,95.0,190.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2712,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,200.0,450.0,5.0,5.0,5.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,71.0,77.0,86.0,75.0,602,255,54,77,178.0,48.0,56.0,21.0,10.0,304.0,613.0,64.0,151.0,132.0,114.0,300.0,210.0,406.0,1358.0,1181.0,21.0,40.0,24.0,9.0,3.0,29.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2713,705.0,725.0,724.0,182.0,215.0,705.0,725.0,724.0,165.0,203.0,200.0,240.0,180.0,450.0,200.0,20.0,20.0,20.0,5.0,20.0,5.0,5.0,5.0,20.0,20.0,168.0,171.0,177.0,170.0,178.0,1208,506,109,158,400.0,108.0,95.0,55.0,35.0,560.0,1243.0,162.0,344.0,296.0,255.0,593.0,448.0,708.0,2797.0,2421.0,116.0,81.0,17.0,23.0,72.0,86.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2714,299.0,725.0,724.0,332.0,394.0,259.0,725.0,724.0,315.0,378.0,450.0,450.0,280.0,268.0,270.0,5.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,158.0,157.0,156.0,156.0,163.0,1336,446,118,128,470.0,112.0,87.0,40.0,20.0,568.0,1297.0,163.0,300.0,193.0,214.0,517.0,447.0,945.0,2767.0,2462.0,97.0,137.0,33.0,29.0,46.0,54.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2717,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,62.0,64.0,64.0,64.0,63.0,582,186,42,80,180.0,66.0,48.0,31.0,12.0,212.0,552.0,74.0,166.0,174.0,129.0,340.0,207.0,260.0,1333.0,1152.0,24.0,26.0,13.0,6.0,8.0,358.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2720,335.0,310.0,364.0,314.0,344.0,330.0,290.0,361.0,320.0,330.0,293.0,270.0,300.0,280.0,280.0,70.0,68.0,45.0,63.0,69.0,20.0,31.0,42.0,56.0,64.0,671.0,693.0,679.0,678.0,687.0,3058,1598,493,480,1106.0,384.0,390.0,154.0,60.0,1358.0,3451.0,459.0,1067.0,843.0,795.0,1990.0,1126.0,1721.0,8010.0,6961.0,256.0,205.0,110.0,63.0,194.0,353.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2722,705.0,725.0,270.0,329.0,352.0,705.0,725.0,225.0,310.0,345.0,450.0,250.0,285.0,300.0,300.0,5.0,20.0,20.0,20.0,20.0,5.0,5.0,20.0,20.0,20.0,159.0,158.0,160.0,171.0,167.0,1338,603,169,180,450.0,161.0,118.0,70.0,40.0,541.0,1389.0,193.0,435.0,369.0,303.0,754.0,457.0,690.0,3207.0,2919.0,61.0,53.0,22.0,19.0,41.0,146.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2729,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,55.0,58.0,59.0,59.0,58.0,645,356,106,113,234.0,70.0,97.0,37.0,19.0,243.0,707.0,97.0,264.0,162.0,128.0,447.0,251.0,356.0,1696.0,1560.0,28.0,41.0,18.0,6.0,13.0,55.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2730,705.0,725.0,724.0,733.0,211.0,705.0,725.0,724.0,733.0,210.0,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,20.0,46.0,54.0,54.0,56.0,54.0,664,272,48,79,241.0,48.0,47.0,24.0,7.0,279.0,647.0,65.0,132.0,117.0,147.0,302.0,241.0,370.0,1385.0,1163.0,102.0,81.0,26.0,15.0,79.0,38.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2731,509.0,503.0,487.0,477.0,530.0,498.0,455.0,460.0,445.0,488.0,368.0,360.0,360.0,340.0,370.0,42.0,43.0,51.0,43.0,47.0,20.0,20.0,20.0,56.0,42.0,473.0,475.0,481.0,480.0,476.0,2696,1348,373,323,966.0,281.0,299.0,138.0,36.0,1051.0,2773.0,359.0,768.0,568.0,674.0,1422.0,849.0,1766.0,6407.0,5768.0,218.0,223.0,73.0,43.0,138.0,234.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2732,705.0,725.0,724.0,311.0,367.0,705.0,725.0,724.0,293.0,301.0,450.0,185.0,255.0,450.0,450.0,5.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,20.0,20.0,106.0,108.0,110.0,116.0,113.0,849,309,88,92,289.0,61.0,54.0,23.0,12.0,404.0,850.0,83.0,169.0,137.0,118.0,366.0,324.0,571.0,1776.0,1593.0,27.0,52.0,8.0,7.0,26.0,41.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2738,705.0,725.0,724.0,733.0,760.5,705.0,725.0,724.0,733.0,760.5,450.0,450.0,450.0,450.0,450.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,70.0,69.0,72.0,69.0,72.0,536,376,154,82,206.0,78.0,106.0,53.0,19.0,183.0,633.0,123.0,271.0,168.0,172.0,464.0,203.0,263.0,1661.0,1529.0,30.0,32.0,19.0,13.0,9.0,29.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
