0-4yo,10yBonds%,15-24yo,25-34yo,2yBonds%,35-54yo,5-14yo,55-64yo,65+yo,ATSI,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_HHOLD_NO,CPRF_na,INCP_HIGH,INCP_LOW,INCP_MID,INCP_NEG_NIL,Rate,YARRP 1976-1995,YARRP 1996-2005,YARRP 2006-2016,YARRP <1975,citizen_AU,citizen_non_AU,constr_index,median_price,median_rent_newb,new_bonds_no,population_2016,sales_no,total_bonds_no,year,SalesProp,NewBondsProp,TotalBondsProp,IncNegNilProp,IncLowProp,IncMidProp,IncHighProp,postcode,CPRF2Prop,CPRF3Prop,CPRF4Prop,CPRF5Prop,CPRF6+Prop,CPRFnaProp,0-4yoProp,5-14yoProp,15-24yoProp,25-34yoProp,35-54yoProp,55-64yoProp,65+yoProp,citizen_AUProp,citizen_non_AUProp,ATSIProp,YARRP <1975Prop,YARRP 1976-1995Prop,YARRP 1996-2005Prop,YARRP 2006-2016Prop
937.0,1.8024444444444445,1936.0,1970.0,1.1707222222222222,3564.0,1780.0,2010.0,2873.0,576.0,2005.0,827.0,617.0,251.0,107.0,6891.0,3091.0,477,6778,3023,788,1.0057965843544738,252.0,141.0,864.0,561.0,13056.0,892.0,115.15333333333332,245.8111111111111,268.2,203.33333333333334,15073.0,54.8,2124.8,2018.8666666666666,0.36,1.35,14.1,5.23,44.97,20.06,3.16,2641,13.3,5.49,4.09,1.67,0.71,20.51,6.22,11.81,12.84,13.07,23.64,13.34,19.06,86.62,5.92,3.82,3.72,1.67,0.94,5.73
306.0,1.8024444444444445,495.0,426.0,1.170722222222222,1272.0,791.0,771.0,727.0,143.0,621.0,226.0,237.0,130.0,64.0,1863.0,580.0,264,1706,1091,250,1.0057965843544736,59.0,26.0,42.0,147.0,4348.0,98.0,115.15333333333334,417.28333333333336,334.1333333333333,18.0,4791.0,16.0,142.26666666666668,2018.8666666666666,0.33,0.38,2.97,5.22,35.61,22.77,5.51,2642,12.96,4.72,4.95,2.71,1.34,12.11,6.39,16.51,10.33,8.89,26.55,16.09,15.17,90.75,2.05,2.98,3.07,1.23,0.54,0.88
162.0,1.8024444444444445,270.0,216.0,1.170722222222222,613.0,334.0,441.0,727.0,53.0,416.0,124.0,120.0,57.0,19.0,1193.0,460.0,106,1203,566,119,1.0057965843544736,40.0,21.0,45.0,125.0,2426.0,83.0,115.15333333333334,319.45,298.9,20.0,2771.0,19.0,182.0,2018.8666666666666,0.69,0.72,6.57,4.29,43.41,20.43,3.83,2643,15.01,4.47,4.33,2.06,0.69,16.6,5.85,12.05,9.74,7.8,22.12,15.91,26.24,87.55,3.0,1.91,4.51,1.44,0.76,1.62
146.0,1.8024444444444445,222.0,217.0,1.170722222222222,557.0,311.0,371.0,592.0,58.0,355.0,93.0,100.0,53.0,28.0,1039.0,411.0,144,961,486,122,1.0057965843544736,23.0,13.0,26.0,52.0,2181.0,53.0,115.15333333333334,522.6416666666667,381.3333333333333,9.0,2400.0,11.0,95.86666666666666,2018.8666666666666,0.46,0.38,3.99,5.08,40.04,20.25,6.0,2644,14.79,3.88,4.17,2.21,1.17,17.12,6.08,12.96,9.25,9.04,23.21,15.46,24.67,90.88,2.21,2.42,2.17,0.96,0.54,1.08
12.0,2.3053333333333335,37.0,18.0,1.5919999999999999,95.0,55.0,73.0,113.0,14.0,51.0,19.0,15.0,7.0,5.0,177.0,87.0,13,177,76,13,1.23125,0.0,3.0,3.0,9.0,321.0,12.0,114.4,720.85,450.0,5.0,400.0,5.0,20.0,2018.2,1.25,1.25,5.0,3.25,44.25,19.0,3.25,2645,12.75,4.75,3.75,1.75,1.25,21.75,3.0,13.75,9.25,4.5,23.75,18.25,28.25,80.25,3.0,3.5,2.25,0.0,0.75,0.75
331.0,1.8024444444444445,721.0,559.0,1.1707222222222222,1515.0,829.0,1023.0,1785.0,112.0,1038.0,305.0,272.0,135.0,48.0,3018.0,1220.0,306,2812,1428,380,1.0057965843544738,84.0,48.0,81.0,208.0,6109.0,148.0,115.15333333333332,396.26666666666665,235.0,49.13333333333333,6755.0,19.266666666666666,522.4,2018.8666666666666,0.29,0.73,7.73,5.63,41.63,21.14,4.53,2646,15.37,4.52,4.03,2.0,0.71,18.06,4.9,12.27,10.67,8.28,22.43,15.14,26.42,90.44,2.19,1.66,3.08,1.24,0.71,1.2
115.0,1.8230303030303032,162.0,177.0,1.1918749999999998,464.0,222.0,309.0,707.0,14.0,374.0,73.0,82.0,39.0,17.0,1048.0,463.0,80,970,454,87,1.022973779453439,17.0,8.0,19.0,89.0,1938.0,66.0,115.12954545454545,582.8068181818181,265.6363636363636,20.0,2163.0,10.113636363636363,175.6818181818182,2018.840909090909,0.47,0.92,8.12,4.02,44.85,20.99,3.7,2647,17.29,3.37,3.79,1.8,0.79,21.41,5.32,10.26,7.49,8.18,21.45,14.29,32.69,89.6,3.05,0.65,4.11,0.79,0.37,0.88
122.0,1.8295698924731183,221.0,203.0,1.1931720430107526,529.0,210.0,439.0,653.0,156.0,364.0,105.0,78.0,30.0,14.0,1108.0,516.0,106,1093,411,108,1.0217386300204585,42.0,7.0,18.0,54.0,2043.0,47.0,115.06774193548387,657.4758064516129,336.61290322580646,12.741935483870968,2375.0,6.935483870967742,126.54838709677419,2018.8064516129032,0.29,0.54,5.33,4.55,46.02,17.31,4.46,2648,15.33,4.42,3.28,1.26,0.59,21.73,5.14,8.84,9.31,8.55,22.27,18.48,27.49,86.02,1.98,6.57,2.27,1.77,0.29,0.76
3857.0,1.8024444444444445,7986.0,7773.0,1.1707222222222222,13868.0,7822.0,6720.0,8957.0,3244.0,7089.0,2939.0,2697.0,1379.0,520.0,23402.0,8774.0,4304,20470,13712,3085,1.0057965843544738,656.0,750.0,2700.0,1078.0,50867.0,2727.0,115.15333333333332,330.60555555555555,317.5,660.1333333333333,56973.0,189.17777777777778,6235.733333333334,2018.8666666666666,0.33,1.16,10.95,5.41,35.93,24.07,7.55,2650,12.44,5.16,4.73,2.42,0.91,15.4,6.77,13.73,14.02,13.64,24.34,11.8,15.72,89.28,4.79,5.69,1.89,1.15,1.32,4.74
172.0,1.8024444444444445,434.0,416.0,1.170722222222222,559.0,347.0,180.0,160.0,162.0,238.0,113.0,115.0,59.0,19.0,784.0,248.0,99,720,687,112,1.0057965843544736,30.0,46.0,106.0,29.0,2073.0,75.0,115.15333333333334,560.65,327.23333333333335,20.933333333333334,2274.0,11.0,230.0,2018.8666666666666,0.48,0.92,10.11,4.93,31.66,30.21,4.35,2651,10.47,4.97,5.06,2.59,0.84,10.91,7.56,15.26,19.09,18.29,24.58,7.92,7.04,91.16,3.3,7.12,1.28,1.32,2.02,4.66
300.0,1.8024444444444445,524.0,464.0,1.170722222222222,1228.0,632.0,674.0,765.0,209.0,600.0,246.0,196.0,105.0,53.0,1877.0,672.0,285,1700,988,256,1.0057965843544736,38.0,26.0,57.0,95.0,4056.0,113.0,115.15333333333334,370.2,367.6666666666667,12.0,4584.0,16.0,109.73333333333333,2018.8666666666666,0.35,0.26,2.39,5.58,37.09,21.55,6.22,2652,13.09,5.37,4.28,2.29,1.16,14.66,6.54,13.79,11.43,10.12,26.79,14.7,16.69,88.48,2.47,4.56,2.07,0.83,0.57,1.24
148.0,1.8024444444444445,236.0,278.0,1.170722222222222,647.0,266.0,393.0,563.0,127.0,379.0,107.0,84.0,45.0,24.0,1044.0,406.0,126,999,492,131,1.0057965843544736,30.0,20.0,44.0,65.0,2107.0,80.0,115.15333333333334,498.6333333333333,304.3333333333333,17.0,2532.0,12.0,130.33333333333334,2018.8666666666666,0.47,0.67,5.15,5.17,39.45,19.43,4.98,2653,14.97,4.23,3.32,1.78,0.95,16.03,5.85,10.51,9.32,10.98,25.55,15.52,22.24,83.21,3.16,5.02,2.57,1.18,0.79,1.74
95.0,1.7797619047619049,128.0,118.0,1.1310119047619047,315.0,175.0,211.0,286.0,35.0,165.0,59.0,74.0,28.0,18.0,532.0,191.0,70,490,272,76,0.9704963403797933,13.0,16.0,9.0,24.0,1209.0,18.0,115.14285714285714,726.3303571428571,450.0,5.0,1336.0,5.0,26.428571428571427,2018.857142857143,0.37,0.37,1.98,5.69,36.68,20.36,5.24,2655,12.35,4.42,5.54,2.1,1.35,14.3,7.11,13.1,9.58,8.83,23.58,15.79,21.41,90.49,1.35,2.62,1.8,0.97,1.2,0.67
76.0,1.7283333333333335,128.0,97.0,1.1052777777777776,273.0,166.0,188.0,333.0,63.0,181.0,54.0,50.0,24.0,16.0,553.0,231.0,77,547,248,47,0.9540049897023514,13.0,3.0,0.0,24.0,1156.0,16.0,115.56666666666666,724.2708333333334,450.0,5.0,1271.0,5.0,65.08333333333333,2019.0833333333333,0.39,0.39,5.12,3.7,43.04,19.51,6.06,2656,14.24,4.25,3.93,1.89,1.26,18.17,5.98,13.06,10.07,7.63,21.48,14.79,26.2,90.95,1.26,4.96,1.89,1.02,0.24,0.0
89.0,1.7797619047619049,141.0,106.0,1.1310119047619047,308.0,234.0,205.0,368.0,62.0,196.0,57.0,43.0,44.0,28.0,599.0,237.0,61,613,251,81,0.9704963403797933,25.0,7.0,22.0,34.0,1308.0,32.0,115.14285714285714,680.9910714285714,432.14285714285717,6.071428571428571,1435.0,6.071428571428571,58.857142857142854,2018.857142857143,0.42,0.42,4.1,5.64,42.72,17.49,4.25,2658,13.66,3.97,3.0,3.07,1.95,16.52,6.2,16.31,9.83,7.39,21.46,14.29,25.64,91.15,2.23,4.32,2.37,1.74,0.49,1.53
56.0,1.8125641025641028,113.0,72.0,1.2110897435897434,209.0,137.0,126.0,174.0,24.0,115.0,40.0,45.0,22.0,9.0,346.0,123.0,39,345,159,77,1.037457597332085,7.0,11.0,7.0,24.0,820.0,20.0,114.93846153846154,720.5288461538462,450.0,5.0,889.0,5.0,20.0,2018.6923076923076,0.56,0.56,2.25,8.66,38.81,17.89,4.39,2659,12.94,4.5,5.06,2.47,1.01,13.84,6.3,15.41,12.71,8.1,23.51,14.17,19.57,92.24,2.25,2.7,2.7,0.79,1.24,0.79
86.0,1.8024444444444445,185.0,142.0,1.170722222222222,361.0,275.0,222.0,340.0,66.0,213.0,71.0,70.0,42.0,23.0,653.0,234.0,88,645,285,103,1.0057965843544736,34.0,15.0,27.0,43.0,1456.0,51.0,115.15333333333334,615.4583333333334,435.3333333333333,6.0,1616.0,8.0,72.66666666666667,2018.8666666666666,0.5,0.37,4.5,6.37,39.91,17.64,5.45,2660,13.18,4.39,4.33,2.6,1.42,14.48,5.32,17.02,11.45,8.79,22.34,13.74,21.04,90.1,3.16,4.08,2.66,2.1,0.93,1.67
272.0,1.8024444444444445,631.0,768.0,1.170722222222222,1393.0,616.0,664.0,834.0,451.0,523.0,216.0,188.0,90.0,48.0,1783.0,720.0,206,1746,840,225,1.0057965843544736,48.0,35.0,123.0,74.0,3739.0,190.0,115.15333333333334,316.6333333333333,268.0,50.266666666666666,5183.0,18.0,388.73333333333335,2018.8666666666666,0.35,0.97,7.5,4.34,33.69,16.21,3.97,2663,10.09,4.17,3.63,1.74,0.93,13.89,5.25,11.89,12.17,14.82,26.88,12.81,16.09,72.14,3.67,8.7,1.43,0.93,0.68,2.37
134.0,1.7244444444444447,191.0,167.0,1.0650694444444444,566.0,319.0,338.0,513.0,72.0,299.0,92.0,85.0,56.0,34.0,938.0,377.0,122,872,390,124,0.9444202096097588,24.0,13.0,12.0,34.0,1970.0,28.0,115.13333333333333,727.9270833333334,450.0,5.0,2226.0,5.0,29.583333333333332,2019.0,0.22,0.22,1.33,5.57,39.17,17.52,5.48,2665,13.43,4.13,3.82,2.52,1.53,16.94,6.02,14.33,8.58,7.5,25.43,15.18,23.05,88.5,1.26,3.23,1.53,1.08,0.58,0.54
332.0,1.8024444444444445,609.0,531.0,1.170722222222222,1303.0,746.0,792.0,1370.0,128.0,822.0,273.0,221.0,132.0,66.0,2410.0,898.0,283,2534,1054,301,1.0057965843544736,44.0,16.0,64.0,113.0,5271.0,79.0,115.15333333333334,307.1,259.3666666666667,29.666666666666668,5671.0,20.933333333333334,329.1333333333333,2018.8666666666666,0.37,0.52,5.8,5.31,44.68,18.59,4.99,2666,14.49,4.81,3.9,2.33,1.16,15.83,5.85,13.15,10.74,9.36,22.98,13.97,24.16,92.95,1.39,2.26,1.99,0.78,0.28,1.13
31.0,1.801111111111111,45.0,30.0,1.271388888888889,116.0,72.0,82.0,84.0,32.0,63.0,19.0,24.0,13.0,3.0,194.0,73.0,17,214,57,26,1.2280780396174864,6.0,0.0,0.0,18.0,408.0,9.0,114.60000000000001,706.2916666666666,450.0,5.0,457.0,5.0,5.0,2018.3333333333333,1.09,1.09,1.09,5.69,46.83,12.47,3.72,2668,13.79,4.16,5.25,2.84,0.66,15.97,6.78,15.75,9.85,6.56,25.38,17.94,18.38,89.28,1.97,7.0,3.94,1.31,0.0,0.0
110.0,1.7056410256410257,160.0,112.0,1.0603205128205127,440.0,239.0,262.0,329.0,56.0,232.0,62.0,56.0,52.0,24.0,731.0,311.0,87,613,350,96,0.9297652896397773,10.0,7.0,15.0,33.0,1482.0,19.0,115.21538461538461,727.4519230769231,450.0,5.0,1653.0,5.0,5.0,2018.923076923077,0.3,0.3,0.3,5.81,37.08,21.17,5.26,2669,14.04,3.75,3.39,3.15,1.45,18.81,6.65,14.46,9.68,6.78,26.62,15.85,19.9,89.66,1.15,3.39,2.0,0.6,0.42,0.91
243.0,1.8024444444444445,424.0,459.0,1.170722222222222,915.0,581.0,565.0,915.0,208.0,573.0,169.0,125.0,97.0,55.0,1792.0,775.0,270,1505,756,225,1.0057965843544736,33.0,23.0,115.0,42.0,3503.0,108.0,115.15333333333334,288.8666666666667,238.03333333333333,20.0,4111.0,18.0,255.53333333333333,2018.8666666666666,0.44,0.49,6.22,5.47,36.61,18.39,6.57,2671,13.94,4.11,3.04,2.36,1.34,18.85,5.91,14.13,10.31,11.17,22.26,13.74,22.26,85.21,2.63,5.06,1.02,0.8,0.56,2.8
128.0,1.9264102564102563,195.0,188.0,1.2692948717948718,333.0,223.0,195.0,311.0,328.0,190.0,69.0,67.0,43.0,13.0,645.0,264.0,62,637,238,107,1.0637979236724113,13.0,15.0,27.0,22.0,1355.0,27.0,115.02307692307691,722.3557692307693,450.0,5.0,1576.0,5.0,68.53846153846153,2018.7692307692307,0.32,0.32,4.35,6.79,40.42,15.1,3.93,2672,12.06,4.38,4.25,2.73,0.82,16.75,8.12,14.15,12.37,11.93,21.13,12.37,19.73,85.98,1.71,20.81,1.4,0.82,0.95,1.71
107.0,1.8345238095238094,194.0,222.0,1.2479166666666666,409.0,189.0,212.0,255.0,135.0,213.0,75.0,62.0,25.0,13.0,683.0,301.0,96,561,347,74,1.0704963403797934,18.0,9.0,113.0,23.0,1269.0,144.0,114.96428571428571,717.5267857142857,419.2857142857143,7.142857142857143,1564.0,5.0,75.35714285714286,2018.7142857142858,0.32,0.46,4.82,4.73,35.87,22.19,6.14,2675,13.62,4.8,3.96,1.6,0.83,19.25,6.84,12.08,12.4,14.19,26.15,13.55,16.3,81.14,9.21,8.63,1.47,1.15,0.58,7.23
1680.0,1.795227272727273,2969.0,3342.0,1.158087121212121,5950.0,3304.0,2820.0,3867.0,1176.0,2622.0,1162.0,1259.0,613.0,251.0,9331.0,3435.0,1329,8360,5278,1384,0.9945646885443481,501.0,761.0,1930.0,1145.0,19367.0,2271.0,115.15,469.89772727272725,329.03409090909093,167.47727272727272,23942.0,53.54545454545455,2106.3636363636365,2018.8636363636363,0.22,0.7,8.8,5.78,34.92,22.04,5.55,2680,10.95,4.85,5.26,2.56,1.05,14.35,7.02,13.8,12.4,13.96,24.85,11.78,16.15,80.89,9.49,4.91,4.78,2.09,3.18,8.06
109.0,1.8024444444444445,189.0,177.0,1.170722222222222,488.0,261.0,228.0,264.0,53.0,210.0,89.0,76.0,56.0,16.0,685.0,240.0,74,629,402,88,1.0057965843544736,22.0,27.0,43.0,56.0,1510.0,63.0,115.15333333333334,723.1416666666667,427.3333333333333,7.0,1732.0,5.0,78.4,2018.8666666666666,0.29,0.4,4.53,5.08,36.32,23.21,4.27,2681,12.12,5.14,4.39,3.23,0.92,13.86,6.29,15.07,10.91,10.22,28.18,13.16,15.24,87.18,3.64,3.06,3.23,1.27,1.56,2.48
303.0,1.8024444444444445,537.0,472.0,1.170722222222222,1130.0,636.0,711.0,1129.0,503.0,634.0,226.0,198.0,99.0,37.0,2167.0,968.0,184,2055,904,226,1.0057965843544736,36.0,18.0,91.0,86.0,4283.0,132.0,115.15333333333334,214.63333333333333,230.5,35.86666666666667,4925.0,20.733333333333334,375.6666666666667,2018.8666666666666,0.42,0.73,7.63,4.59,41.73,18.36,3.74,2700,12.87,4.59,4.02,2.01,0.75,19.65,6.15,12.91,10.9,9.58,22.94,14.44,22.92,86.96,2.68,10.21,1.75,0.73,0.37,1.85
146.0,1.8024444444444445,274.0,183.0,1.170722222222222,576.0,378.0,294.0,537.0,64.0,289.0,121.0,100.0,61.0,40.0,913.0,309.0,140,812,525,131,1.0057965843544736,13.0,19.0,6.0,39.0,2133.0,23.0,115.15333333333334,552.3833333333333,381.8666666666667,11.0,2388.0,11.0,99.4,2018.8666666666666,0.46,0.46,4.16,5.49,34.0,21.98,5.86,2701,12.1,5.07,4.19,2.55,1.68,12.94,6.11,15.83,11.47,7.66,24.12,12.31,22.49,89.32,0.96,2.68,1.63,0.54,0.8,0.25
48.0,1.8671428571428572,62.0,63.0,1.2372023809523809,182.0,122.0,102.0,195.0,40.0,108.0,35.0,30.0,24.0,8.0,314.0,112.0,28,296,134,61,1.0597820546655075,9.0,9.0,3.0,6.0,709.0,10.0,115.07857142857142,722.4732142857143,450.0,5.0,781.0,5.0,20.0,2018.7857142857142,0.64,0.64,2.56,7.81,37.9,17.16,3.59,2702,13.83,4.48,3.84,3.07,1.02,14.34,6.15,15.62,7.94,8.07,23.3,13.06,24.97,90.78,1.28,5.12,0.77,1.15,1.15,0.38
38.0,1.75,271.0,61.0,1.0983333333333332,161.0,221.0,102.0,132.0,48.0,77.0,34.0,20.0,14.0,5.0,288.0,133.0,20,332,130,172,0.9329373007741347,13.0,3.0,5.0,13.0,894.0,11.0,115.50999999999999,728.85,450.0,5.0,981.0,5.0,27.8,2019.0,0.51,0.51,2.83,17.53,33.84,13.25,2.04,2703,7.85,3.47,2.04,1.43,0.51,13.56,3.87,22.53,27.62,6.22,16.41,10.4,13.46,91.13,1.12,4.89,1.33,1.33,0.31,0.51
666.0,1.8024444444444445,1270.0,1131.0,1.1707222222222222,2528.0,1373.0,1312.0,1877.0,589.0,1264.0,507.0,455.0,238.0,99.0,4199.0,1640.0,502,3806,2201,605,1.0057965843544738,98.0,94.0,328.0,291.0,8757.0,442.0,115.15333333333332,394.31666666666666,270.1666666666667,74.4,10156.0,31.666666666666668,788.4,2018.8666666666666,0.31,0.73,7.76,5.96,37.48,21.67,4.94,2705,12.45,4.99,4.48,2.34,0.97,16.15,6.56,13.52,12.5,11.14,24.89,12.92,18.48,86.22,4.35,5.8,2.87,0.96,0.93,3.23
63.0,1.6884848484848485,125.0,131.0,1.0049242424242424,318.0,180.0,152.0,189.0,190.0,152.0,65.0,57.0,25.0,12.0,504.0,197.0,29,447,273,51,0.8939129559379186,8.0,4.0,31.0,20.0,1002.0,42.0,115.11818181818181,732.4204545454545,450.0,5.0,1155.0,5.0,85.36363636363636,2019.0,0.43,0.43,7.39,4.42,38.7,23.64,2.51,2706,13.16,5.63,4.94,2.16,1.04,17.06,5.45,15.58,10.82,11.34,27.53,13.16,16.36,86.75,3.64,16.45,1.73,0.69,0.35,2.68
91.0,1.8027777777777778,175.0,149.0,1.1455555555555554,354.0,204.0,166.0,222.0,54.0,142.0,68.0,46.0,42.0,13.0,549.0,228.0,90,436,308,90,0.9502262205387205,6.0,17.0,27.0,18.0,1189.0,36.0,115.29166666666667,727.3541666666666,450.0,5.0,1344.0,5.0,27.5,2019.0,0.37,0.37,2.05,6.7,32.44,22.92,6.7,2707,10.57,5.06,3.42,3.12,0.97,16.96,6.77,15.18,13.02,11.09,26.34,12.35,16.52,88.47,2.68,4.02,1.34,0.45,1.26,2.01
558.0,1.851666666666667,1073.0,961.0,1.2128728070175439,2386.0,1230.0,1594.0,2315.0,398.0,1478.0,441.0,398.0,200.0,66.0,4610.0,2018.0,501,4169,2067,535,1.0219487837009003,71.0,63.0,213.0,237.0,8911.0,310.0,115.0657894736842,309.36842105263156,223.94736842105263,86.10526315789474,10124.0,35.21052631578947,754.3421052631579,2018.7894736842106,0.35,0.85,7.45,5.28,41.18,20.42,4.95,2710,14.6,4.36,3.93,1.98,0.65,19.93,5.51,12.15,10.6,9.49,23.57,15.74,22.87,88.02,3.06,3.93,2.34,0.7,0.62,2.1
171.0,1.8024444444444445,371.0,364.0,1.170722222222222,844.0,419.0,502.0,686.0,190.0,467.0,147.0,120.0,73.0,29.0,1528.0,695.0,185,1260,701,198,1.0057965843544736,34.0,12.0,95.0,66.0,2853.0,124.0,115.15333333333334,339.0,184.4,20.733333333333334,3361.0,15.0,209.66666666666666,2018.8666666666666,0.45,0.62,6.24,5.89,37.49,20.86,5.5,2711,13.89,4.37,3.57,2.17,0.86,20.68,5.09,12.47,11.04,10.83,25.11,14.94,20.41,84.89,3.69,5.65,1.96,1.01,0.36,2.83
64.0,1.8024444444444445,132.0,114.0,1.170722222222222,300.0,151.0,210.0,406.0,29.0,178.0,48.0,56.0,21.0,10.0,613.0,304.0,54,602,255,77,1.0057965843544736,24.0,9.0,3.0,40.0,1181.0,21.0,115.15333333333334,723.1416666666667,433.3333333333333,6.0,1358.0,5.0,70.4,2018.8666666666666,0.37,0.44,5.18,5.67,44.33,18.78,3.98,2712,13.11,3.53,4.12,1.55,0.74,22.39,4.71,11.12,9.72,8.39,22.09,15.46,29.9,86.97,1.55,2.14,2.95,1.77,0.66,0.22
162.0,1.7806451612903227,296.0,255.0,1.1576881720430106,593.0,344.0,448.0,708.0,86.0,400.0,108.0,95.0,55.0,35.0,1243.0,560.0,109,1208,506,158,0.9976710896978778,17.0,23.0,72.0,81.0,2421.0,116.0,115.18064516129031,559.9758064516129,232.41935483870967,17.580645161290324,2797.0,9.35483870967742,177.74193548387098,2018.8709677419354,0.33,0.63,6.35,5.65,43.19,18.09,3.9,2713,14.3,3.86,3.4,1.97,1.25,20.02,5.79,12.3,10.58,9.12,21.2,16.02,25.31,86.56,4.15,3.07,2.9,0.61,0.82,2.57
163.0,1.7635416666666668,193.0,214.0,1.1196354166666667,517.0,300.0,447.0,945.0,54.0,470.0,112.0,87.0,40.0,20.0,1297.0,568.0,118,1336,446,128,0.9660245756100968,33.0,29.0,46.0,137.0,2462.0,97.0,115.2625,460.09375,291.15625,18.40625,2767.0,14.375,160.96875,2018.96875,0.52,0.67,5.82,4.63,48.28,16.12,4.26,2714,16.99,4.05,3.14,1.45,0.72,20.53,5.89,10.84,6.98,7.73,18.68,16.15,34.15,88.98,3.51,1.95,4.95,1.19,1.05,1.66
96.0,1.7124242424242424,160.0,133.0,1.1112878787878786,365.0,191.0,241.0,281.0,174.0,206.0,66.0,50.0,48.0,15.0,691.0,306.0,54,577,293,108,0.9596928087695132,6.0,8.0,24.0,27.0,1321.0,37.0,114.9090909090909,724.7613636363636,314.54545454545456,15.727272727272727,1478.0,5.0,87.18181818181819,2018.8181818181818,0.34,1.06,5.9,7.31,39.04,19.82,3.65,2715,13.94,4.47,3.38,3.25,1.01,20.7,6.5,12.92,10.83,9.0,24.7,16.31,19.01,89.38,2.5,11.77,1.83,0.41,0.54,1.62
52.0,1.7815151515151515,102.0,118.0,1.16,256.0,137.0,198.0,247.0,39.0,151.0,51.0,42.0,18.0,8.0,489.0,212.0,47,445,237,58,1.0075493195742824,7.0,9.0,27.0,32.0,906.0,54.0,115.47272727272728,722.3636363636364,450.0,5.0,1102.0,5.0,50.18181818181818,2019.0,0.45,0.45,4.55,5.26,40.38,21.51,4.26,2716,13.7,4.63,3.81,1.63,0.73,19.24,4.72,12.43,9.26,10.71,23.23,17.97,22.41,82.21,4.9,3.54,2.9,0.64,0.82,2.45
74.0,1.814761904761905,174.0,129.0,1.1662499999999998,340.0,166.0,207.0,260.0,358.0,180.0,66.0,48.0,31.0,12.0,552.0,212.0,42,582,186,80,0.9754729211760462,13.0,6.0,8.0,26.0,1152.0,24.0,115.10714285714286,725.2946428571429,405.0,7.142857142857143,1333.0,5.0,61.142857142857146,2018.857142857143,0.38,0.54,4.59,6.0,43.66,13.95,3.15,2717,13.5,4.95,3.6,2.33,0.9,15.9,5.55,12.45,13.05,9.68,25.51,15.53,19.5,86.42,1.8,26.86,1.95,0.98,0.45,0.6
459.0,1.8189473684210526,843.0,795.0,1.160065789473684,1990.0,1067.0,1126.0,1721.0,353.0,1106.0,384.0,390.0,154.0,60.0,3451.0,1358.0,493,3058,1598,480,0.9917821917949992,110.0,63.0,194.0,205.0,6961.0,256.0,115.07631578947367,381.35526315789474,270.4868421052632,68.36842105263158,8010.0,29.07894736842105,661.5263157894736,2018.842105263158,0.36,0.85,8.26,5.99,38.18,19.95,6.15,2720,13.81,4.79,4.87,1.92,0.75,16.95,5.73,13.32,10.52,9.93,24.84,14.06,21.49,86.9,3.2,4.41,2.56,1.37,0.79,2.42
193.0,1.8024444444444445,369.0,303.0,1.170722222222222,754.0,435.0,457.0,690.0,146.0,450.0,161.0,118.0,70.0,40.0,1389.0,541.0,169,1338,603,180,1.0057965843544736,22.0,19.0,41.0,53.0,2919.0,61.0,115.15333333333334,437.1333333333333,301.3333333333333,17.0,3207.0,14.0,157.26666666666668,2018.8666666666666,0.44,0.53,4.9,5.61,41.72,18.8,5.27,2722,14.03,5.02,3.68,2.18,1.25,16.87,6.02,13.56,11.51,9.45,23.51,14.25,21.52,91.02,1.9,4.55,1.65,0.69,0.59,1.28
20.0,2.5033333333333334,17.0,21.0,1.863611111111111,88.0,51.0,60.0,105.0,5.0,59.0,18.0,14.0,9.0,0.0,166.0,69.0,20,154,66,31,1.5,3.0,0.0,0.0,13.0,340.0,10.0,113.83333333333333,694.7083333333334,450.0,5.0,373.0,5.0,5.0,2018.0,1.34,1.34,1.34,8.31,41.29,17.69,5.36,2725,15.82,4.83,3.75,2.41,0.0,18.5,5.36,13.67,4.56,5.63,23.59,16.09,28.15,91.15,2.68,1.34,3.49,0.8,0.0,0.0
97.0,1.8024444444444445,162.0,128.0,1.170722222222222,447.0,264.0,251.0,356.0,55.0,234.0,70.0,97.0,37.0,19.0,707.0,243.0,106,645,356,113,1.0057965843544736,18.0,6.0,13.0,41.0,1560.0,28.0,115.15333333333334,723.1416666666667,450.0,5.0,1696.0,5.0,56.93333333333333,2018.8666666666666,0.29,0.29,3.36,6.66,38.03,20.99,6.25,2729,13.8,4.13,5.72,2.18,1.12,14.33,5.72,15.57,9.55,7.55,26.36,14.8,20.99,91.98,1.65,3.24,2.42,1.06,0.35,0.77
65.0,1.8507142857142858,117.0,147.0,1.1995833333333332,302.0,132.0,241.0,370.0,38.0,241.0,48.0,47.0,24.0,7.0,647.0,279.0,48,664,272,79,1.0237887510940789,26.0,15.0,79.0,81.0,1163.0,102.0,115.09285714285714,680.2410714285714,450.0,5.0,1385.0,6.071428571428571,51.5,2018.857142857143,0.44,0.36,3.72,5.7,47.94,19.64,3.47,2730,17.4,3.47,3.39,1.73,0.51,20.14,4.69,9.53,8.45,10.61,21.81,17.4,26.71,83.97,7.36,2.74,5.85,1.88,1.08,5.7
