postcode,rkey,time_period,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2328,r123,2018 Q1,260.0,20.0,167.0,-0.0545,-0.0526,-0.0095,0.125
2329,r123,2018 Q1,240.0,20.0,125.0,-0.0204,0.0713999999999999,0.0213,-0.25
2330,r123,2018 Q1,330.0,175.0,1623.0,-0.0571,0.0234,0.0,-0.125
2333,r123,2018 Q1,320.0,112.0,1239.0,0.0667,0.2727,0.1852,-0.1384999999999999
2334,r123,2018 Q1,390.0,20.0,201.0,0.1471,-0.3157999999999999,0.1064,-0.1875
2335,r123,2018 Q1,410.0,47.0,480.0,0.0649,-0.1296,0.0789,0.0217
2336,r123,2018 Q1,450.0,5.0,118.0,,,,
2337,r123,2018 Q1,300.0,47.0,508.0,0.0526,0.0217,0.0345,-0.2419
2338,r123,2018 Q1,450.0,5.0,65.0,,,,
2339,r123,2018 Q1,450.0,5.0,20.0,,,,
2340,r123,2018 Q1,320.0,542.0,5007.0,0.0,0.0586,0.0,-0.1056
2341,r123,2018 Q1,450.0,5.0,132.0,,,,
2342,r123,2018 Q1,450.0,5.0,5.0,,,,
2343,r123,2018 Q1,260.0,41.0,326.0,0.0,0.2813,0.0,0.3667
2344,r123,2018 Q1,450.0,5.0,20.0,,,,
2345,r123,2018 Q1,450.0,5.0,20.0,,,,
2346,r123,2018 Q1,245.0,20.0,258.0,-0.0576999999999999,-0.5861999999999999,-0.0755,-0.4
2347,r123,2018 Q1,450.0,5.0,107.0,,,,
2350,r123,2018 Q1,300.0,421.0,3106.0,0.0084,0.163,0.0345,-0.1646999999999999
2352,r123,2018 Q1,320.0,20.0,177.0,0.0323,0.7692,0.0,0.0
2353,r123,2018 Q1,450.0,5.0,32.0,,,,
2354,r123,2018 Q1,220.0,20.0,110.0,-0.12,1.6,0.2394,0.625
2355,r123,2018 Q1,450.0,5.0,20.0,,,,
2356,r123,2018 Q1,450.0,5.0,5.0,,,,
2357,r123,2018 Q1,220.0,20.0,226.0,-0.0222,-0.15,0.1,-0.2609
2358,r123,2018 Q1,282.5,32.0,277.0,0.066,0.3913,0.0463,0.1033999999999999
2359,r123,2018 Q1,450.0,5.0,20.0,,,,
2360,r123,2018 Q1,290.0,172.0,1104.0,-0.0333,0.2113,0.0357,0.3231
2361,r123,2018 Q1,450.0,5.0,33.0,,,,
2365,r123,2018 Q1,280.0,20.0,185.0,0.0,-0.1905,-0.0667,-0.3704
2369,r123,2018 Q1,450.0,5.0,20.0,,,,
2370,r123,2018 Q1,250.0,85.0,616.0,0.087,0.2319,0.0417,-0.023
2371,r123,2018 Q1,450.0,5.0,37.0,,,,
2372,r123,2018 Q1,210.0,35.0,350.0,0.0,-0.2221999999999999,0.0,-0.0278
2379,r123,2018 Q1,450.0,5.0,5.0,,,,
2380,r123,2018 Q1,330.0,130.0,1156.0,0.0,0.0236,0.0313,0.0833
2381,r123,2018 Q1,450.0,5.0,41.0,,,,
2382,r123,2018 Q1,300.0,20.0,129.0,0.0,0.4118,0.0,0.0
2386,r123,2018 Q1,450.0,5.0,5.0,,,,
2388,r123,2018 Q1,250.0,20.0,132.0,0.25,0.5455,0.1628,-0.15
2390,r123,2018 Q1,330.0,74.0,762.0,-0.0571,0.2130999999999999,0.0313,0.1746
2395,r123,2018 Q1,450.0,5.0,20.0,,,,
2396,r123,2018 Q1,450.0,5.0,20.0,,,,
2397,r123,2018 Q1,450.0,5.0,5.0,,,,
2398,r123,2018 Q1,450.0,5.0,5.0,,,,
2399,r123,2018 Q1,450.0,5.0,5.0,,,,
2400,r123,2018 Q1,250.0,121.0,921.0,0.0,-0.062,0.0,-0.0163
2401,r123,2018 Q1,450.0,5.0,5.0,,,,
2402,r123,2018 Q1,450.0,5.0,84.0,,,,
2403,r123,2018 Q1,450.0,5.0,20.0,,,,
2404,r123,2018 Q1,450.0,5.0,95.0,,,,
2405,r123,2018 Q1,450.0,5.0,5.0,,,,
2406,r123,2018 Q1,450.0,5.0,32.0,,,,
2408,r123,2018 Q1,450.0,5.0,5.0,,,,
2409,r123,2018 Q1,450.0,5.0,20.0,,,,
2410,r123,2018 Q1,450.0,5.0,5.0,,,,
2415,r123,2018 Q1,450.0,5.0,20.0,,,,
2420,r123,2018 Q1,330.0,20.0,220.0,0.0313,-0.25,0.0,-0.4
2421,r123,2018 Q1,450.0,5.0,20.0,,,,
2422,r123,2018 Q1,285.0,37.0,415.0,-0.0655999999999999,-0.075,0.14,-0.3273
2423,r123,2018 Q1,297.5,20.0,145.0,0.0439,-0.1429,-0.0403,-0.3684
2424,r123,2018 Q1,450.0,5.0,5.0,,,,
2425,r123,2018 Q1,450.0,5.0,59.0,,,,
2426,r123,2018 Q1,450.0,5.0,20.0,,,,
2427,r123,2018 Q1,320.0,20.0,276.0,-0.0448,-0.1667,0.1326999999999999,-0.2187
2428,r123,2018 Q1,350.0,213.0,2343.0,0.0605999999999999,-0.0229,0.0605999999999999,0.039
2429,r123,2018 Q1,295.0,36.0,478.0,-0.1061,-0.027,-0.0635,-0.1818
2430,r123,2018 Q1,330.0,248.0,2796.0,0.0313,-0.0388,0.0313,-0.1206
2431,r123,2018 Q1,320.0,49.0,515.0,-0.0303,-0.125,-0.0588,-0.1091
2439,r123,2018 Q1,450.0,5.0,86.0,,,,
2440,r123,2018 Q1,300.0,127.0,1565.0,0.0,-0.1119,0.0713999999999999,0.0325
2441,r123,2018 Q1,290.0,20.0,188.0,-0.0169,1.0,0.0265,0.0
2443,r123,2018 Q1,325.0,71.0,701.0,-0.0713999999999999,0.0,-0.0647,-0.0897
2444,r123,2018 Q1,395.0,659.0,5165.0,-0.0125,0.1039,0.026,0.0612
2445,r123,2018 Q1,400.0,20.0,314.0,-0.0533,-0.3409,0.0,0.0
2446,r123,2018 Q1,370.0,98.0,738.0,0.0,0.5556,0.0278,0.3067
2447,r123,2018 Q1,350.0,49.0,403.0,0.0769,0.0208,0.0605999999999999,0.0652
2448,r123,2018 Q1,320.0,97.0,977.0,0.1033999999999999,-0.1101,0.0323,-0.1416
2449,r123,2018 Q1,450.0,5.0,95.0,,,,
2450,r123,2018 Q1,385.0,418.0,4099.0,-0.0253,0.0245,0.0132,-0.1011
2452,r123,2018 Q1,395.0,115.0,1292.0,0.0822,0.0,0.0395,-0.1418
2453,r123,2018 Q1,290.0,20.0,131.0,-0.0333,0.3333,0.0841,0.3333
2454,r123,2018 Q1,395.0,32.0,446.0,0.0395,-0.1351,0.0395,-0.2380999999999999
2455,r123,2018 Q1,370.0,20.0,234.0,0.0137,-0.2963,-0.0133,-0.3448
2456,r123,2018 Q1,420.0,127.0,1098.0,0.012,0.1651,0.0769,0.3228999999999999
2460,r123,2018 Q1,325.0,207.0,2317.0,0.0317,0.0098,0.1017,0.107
2462,r123,2018 Q1,317.5,20.0,167.0,0.0583,0.0,0.1759,0.7143
2463,r123,2018 Q1,380.0,61.0,512.0,-0.0256,1.0333,0.0857,-0.1757
2464,r123,2018 Q1,430.0,109.0,853.0,0.075,0.2246999999999999,0.075,0.1978
2465,r123,2018 Q1,450.0,5.0,20.0,,,,
2466,r123,2018 Q1,380.0,20.0,216.0,0.3103,0.4545,0.0857,-0.36
2469,r123,2018 Q1,450.0,5.0,130.0,,,,
2470,r123,2018 Q1,300.0,99.0,1239.0,0.0,0.2073,0.0909,-0.1239
2471,r123,2018 Q1,450.0,5.0,114.0,,,,
2472,r123,2018 Q1,400.0,20.0,123.0,0.0810999999999999,1.3333000000000002,0.1429,0.75
2473,r123,2018 Q1,400.0,41.0,451.0,0.1429,0.025,0.1429,-0.0682
2474,r123,2018 Q1,300.0,35.0,374.0,0.0713999999999999,-0.1026,0.1321,-0.1026
2475,r123,2018 Q1,450.0,5.0,20.0,,,,
2476,r123,2018 Q1,450.0,5.0,20.0,,,,
2477,r123,2018 Q1,430.0,78.0,863.0,0.1026,0.3448,0.075,0.1471
2478,r123,2018 Q1,490.0,269.0,2831.0,0.0652,0.0,0.0889,-0.0427
2479,r123,2018 Q1,650.0,50.0,312.0,0.0924,0.1905,0.0833,0.1628
2480,r123,2018 Q1,325.0,301.0,3826.0,-0.0299,-0.0322,0.0156,-0.1592
2481,r123,2018 Q1,680.0,124.0,1168.0,-0.0216,0.2039,0.0149,-0.008
2482,r123,2018 Q1,520.0,49.0,463.0,-0.0545,0.3611,0.0,-0.1091
2483,r123,2018 Q1,520.0,101.0,1000.0,-0.0545,0.3467,0.0722,0.0306
2484,r123,2018 Q1,400.0,108.0,1217.0,0.0526,0.2557999999999999,0.1110999999999999,0.102
2485,r123,2018 Q1,400.0,175.0,2001.0,0.1110999999999999,-0.0691,0.0810999999999999,-0.0437
2486,r123,2018 Q1,470.0,147.0,2079.0,-0.0208,-0.087,0.119,-0.1144999999999999
2487,r123,2018 Q1,600.0,84.0,1240.0,0.0909,-0.3057999999999999,0.2,-0.3824
2488,r123,2018 Q1,535.0,20.0,306.0,0.1146,-0.2593,0.2738,-0.5556
2489,r123,2018 Q1,495.0,56.0,534.0,-0.01,0.1667,0.0313,-0.0175
2490,r123,2018 Q1,450.0,5.0,20.0,,,,
2500,r123,2018 Q1,450.0,964.0,7090.0,0.0227,0.2957,0.0465,0.16
2502,r123,2018 Q1,385.0,102.0,1133.0,-0.0375,0.02,0.0405,0.0968
2505,r123,2018 Q1,340.0,52.0,593.0,-0.049,-0.1333,-0.0423,0.5758
2506,r123,2018 Q1,400.0,34.0,406.0,-0.0588,-0.1052999999999999,-0.0244,-0.0286
2508,r123,2018 Q1,547.5,46.0,375.0,-0.0395,0.7037,-0.0045,0.3939
2515,r123,2018 Q1,560.0,84.0,707.0,-0.0667,0.0769,-0.0744,0.1667
2516,r123,2018 Q1,550.0,20.0,278.0,0.0377,-0.0645,0.0092,-0.0936999999999999
2517,r123,2018 Q1,480.0,85.0,758.0,-0.0588,0.0494,0.0667,0.8478
2518,r123,2018 Q1,427.5,146.0,1667.0,0.0179,0.0735,0.0755,0.0282
2519,r123,2018 Q1,440.0,164.0,1373.0,0.0,0.1798999999999999,0.0602,0.0581
2520,r123,2018 Q1,450.0,5.0,5.0,,,,
2525,r123,2018 Q1,450.0,68.0,553.0,0.0,0.1333,0.0465,0.1525
2526,r123,2018 Q1,450.0,68.0,643.0,0.0,0.36,-0.011,0.4783
2527,r123,2018 Q1,460.0,122.0,1050.0,0.0,0.1619,0.0222,0.3118
2528,r123,2018 Q1,420.0,161.0,1939.0,0.0,0.0063,0.05,0.0063
2529,r123,2018 Q1,490.0,192.0,1717.0,-0.02,0.0608,-0.0101,0.1227999999999999
2530,r123,2018 Q1,460.0,177.0,1655.0,0.0,0.2292,0.0337,0.3409
2533,r123,2018 Q1,495.0,103.0,954.0,0.0313,0.0404,0.0102,0.2118
2534,r123,2018 Q1,540.0,33.0,369.0,0.0485,-0.1951,0.125,-0.1081
2535,r123,2018 Q1,450.0,37.0,366.0,0.0,0.0882,0.1110999999999999,-0.075
2536,r123,2018 Q1,360.0,176.0,1615.0,0.0286,0.0173,0.1163,0.1
2537,r123,2018 Q1,350.0,77.0,731.0,0.0605999999999999,0.2030999999999999,0.0769,0.5714
2538,r123,2018 Q1,395.0,20.0,67.0,0.0395,0.5714,-0.0247,0.8332999999999999
2539,r123,2018 Q1,370.0,112.0,1157.0,0.0,0.3176,0.0278,0.009
2540,r123,2018 Q1,370.0,300.0,3145.0,0.0,-0.0625,0.0571,-0.0596
2541,r123,2018 Q1,350.0,243.0,2470.0,-0.0278,-0.0041,0.0,-0.0082
2545,r123,2018 Q1,450.0,5.0,20.0,,,,
2546,r123,2018 Q1,300.0,53.0,629.0,0.0435,0.0192,0.1110999999999999,-0.3204999999999999
2548,r123,2018 Q1,310.0,59.0,692.0,0.0,-0.2892,-0.0312,-0.3515999999999999
2549,r123,2018 Q1,450.0,20.0,166.0,0.6667000000000001,0.8571,0.3235,-0.0713999999999999
2550,r123,2018 Q1,340.0,72.0,900.0,0.0,-0.2257999999999999,0.0625,-0.3208
2551,r123,2018 Q1,282.5,20.0,289.0,-0.0886999999999999,1.0,-0.0424,0.2727
2555,r123,2018 Q1,450.0,5.0,20.0,,,,
2556,r123,2018 Q1,450.0,5.0,126.0,,,,
2557,r123,2018 Q1,530.0,102.0,816.0,0.0,-0.157,0.0192,0.1461
2558,r123,2018 Q1,410.0,44.0,590.0,-0.0238,0.2571,0.0,0.2221999999999999
2559,r123,2018 Q1,450.0,5.0,55.0,,,,
2560,r123,2018 Q1,400.0,647.0,6520.0,0.0,0.0948,0.0,0.0047
2563,r123,2018 Q1,450.0,5.0,39.0,,,,
2564,r123,2018 Q1,390.0,76.0,900.0,0.013,-0.0732,0.0,0.027
2565,r123,2018 Q1,450.0,192.0,1780.0,-0.0217,0.0549,0.0713999999999999,0.3061
2566,r123,2018 Q1,420.0,133.0,1617.0,0.012,-0.0634,0.0,-0.1307
2567,r123,2018 Q1,480.0,221.0,2140.0,0.0213,-0.0045,-0.0204,0.1451
2568,r123,2018 Q1,450.0,5.0,20.0,,,,
2569,r123,2018 Q1,450.0,5.0,20.0,,,,
2570,r123,2018 Q1,520.0,413.0,2674.0,0.0,0.1043,0.0,0.307
2571,r123,2018 Q1,450.0,51.0,509.0,0.0227,-0.1356,-0.0426,-0.0377
2572,r123,2018 Q1,430.0,20.0,208.0,0.0488,-0.1153999999999999,0.0238,0.2105
2573,r123,2018 Q1,440.0,40.0,410.0,0.0476,-0.1837,0.0476,-0.0476
2574,r123,2018 Q1,420.0,20.0,223.0,-0.0118,0.1667,-0.125,0.3125
2575,r123,2018 Q1,475.0,99.0,985.0,0.0215,0.0421,0.0556,0.1785999999999999
2576,r123,2018 Q1,550.0,87.0,755.0,-0.0517,0.0741,0.0,0.381
2577,r123,2018 Q1,465.0,88.0,838.0,0.022,0.1429,0.0333,0.0115
2578,r123,2018 Q1,445.0,20.0,117.0,-0.0632,0.5,0.1125,-0.2941
2579,r123,2018 Q1,400.0,20.0,135.0,-0.0303,-0.0713999999999999,0.0256,-0.4347999999999999
2580,r123,2018 Q1,335.0,236.0,2220.0,0.0152,0.1185,0.0806,0.0679
2581,r123,2018 Q1,450.0,5.0,35.0,,,,
2582,r123,2018 Q1,360.0,35.0,480.0,0.0746,-0.2045,0.0,-0.186
2583,r123,2018 Q1,450.0,5.0,140.0,,,,
2584,r123,2018 Q1,450.0,5.0,20.0,,,,
2585,r123,2018 Q1,450.0,5.0,5.0,,,,
2586,r123,2018 Q1,450.0,5.0,97.0,,,,
2587,r123,2018 Q1,232.5,20.0,95.0,-0.07,0.6,-0.1058,3.0
2588,r123,2018 Q1,450.0,5.0,5.0,,,,
2590,r123,2018 Q1,240.0,39.0,446.0,0.0435,-0.2353,-0.04,0.3448
2594,r123,2018 Q1,250.0,123.0,1018.0,-0.0385,0.025,0.0,-0.0611
2602,r123,2018 Q1,450.0,5.0,5.0,,,,
2607,r123,2018 Q1,450.0,5.0,5.0,,,,
2611,r123,2018 Q1,450.0,5.0,5.0,,,,
2614,r123,2018 Q1,450.0,5.0,5.0,,,,
2617,r123,2018 Q1,450.0,5.0,5.0,,,,
2618,r123,2018 Q1,450.0,5.0,20.0,,,,
2619,r123,2018 Q1,550.0,52.0,387.0,-0.0265,0.4054,0.0,-0.2239
2620,r123,2018 Q1,350.0,407.0,3866.0,0.0605999999999999,0.2186,0.0938,0.0175
2621,r123,2018 Q1,510.0,20.0,219.0,-0.0727,-0.3436999999999999,-0.0727,-0.4324
2622,r123,2018 Q1,320.0,20.0,166.0,-0.0857,-0.125,-0.0154,-0.2221999999999999
2623,r123,2018 Q1,450.0,5.0,20.0,,,,
2625,r123,2018 Q1,450.0,5.0,5.0,,,,
2626,r123,2018 Q1,450.0,5.0,5.0,,,,
2627,r123,2018 Q1,350.0,37.0,356.0,0.0,-0.5067,0.0938,-0.2292
2628,r123,2018 Q1,250.0,20.0,100.0,0.0417,0.2353,0.0417,0.4
2629,r123,2018 Q1,450.0,5.0,20.0,,,,
2630,r123,2018 Q1,290.0,73.0,592.0,0.0357,0.058,0.1153999999999999,-0.1205
2631,r123,2018 Q1,450.0,5.0,5.0,,,,
2632,r123,2018 Q1,450.0,5.0,82.0,,,,
2633,r123,2018 Q1,450.0,5.0,5.0,,,,
2640,r123,2018 Q1,290.0,555.0,3736.0,0.0,0.2444,0.0175,0.0472
2641,r123,2018 Q1,260.0,253.0,1986.0,0.04,0.2587,0.0612,0.1144999999999999
2642,r123,2018 Q1,300.0,20.0,139.0,0.0,-0.1052999999999999,0.1110999999999999,0.1333
2643,r123,2018 Q1,280.0,20.0,161.0,0.098,1.0,-0.0667,0.6
2644,r123,2018 Q1,450.0,5.0,88.0,,,,
2645,r123,2018 Q1,450.0,5.0,20.0,,,,
2646,r123,2018 Q1,210.0,55.0,519.0,-0.0455,0.1,0.0,-0.1128999999999999
2647,r123,2018 Q1,270.0,20.0,170.0,0.125,0.0,0.0385,0.1875
2648,r123,2018 Q1,200.0,20.0,129.0,-0.0476,1.7143000000000002,-0.0476,0.3571
2649,r123,2018 Q1,450.0,5.0,5.0,,,,
2650,r123,2018 Q1,320.0,850.0,5986.0,0.024,0.3077,0.0323,-0.1061999999999999
2651,r123,2018 Q1,312.5,20.0,214.0,0.0246,0.0526,0.0081,-0.3103
2652,r123,2018 Q1,450.0,5.0,101.0,,,,
2653,r123,2018 Q1,250.0,20.0,121.0,0.087,-0.4286,0.1364,-0.4
2655,r123,2018 Q1,450.0,5.0,33.0,,,,
2656,r123,2018 Q1,450.0,5.0,65.0,,,,
2658,r123,2018 Q1,450.0,5.0,58.0,,,,
2659,r123,2018 Q1,450.0,5.0,20.0,,,,
2660,r123,2018 Q1,450.0,5.0,68.0,,,,
2661,r123,2018 Q1,450.0,5.0,5.0,,,,
2663,r123,2018 Q1,260.0,50.0,352.0,-0.0713999999999999,0.3514,0.1304,-0.1227999999999999
2665,r123,2018 Q1,450.0,5.0,20.0,,,,
2666,r123,2018 Q1,245.0,20.0,321.0,0.0208,-0.3414999999999999,0.0208,-0.4255
2668,r123,2018 Q1,450.0,5.0,5.0,,,,
2669,r123,2018 Q1,450.0,5.0,5.0,,,,
2671,r123,2018 Q1,250.0,20.0,239.0,0.0417,-0.15,0.1494,-0.3461999999999999
2672,r123,2018 Q1,450.0,5.0,69.0,,,,
2675,r123,2018 Q1,450.0,5.0,70.0,,,,
2678,r123,2018 Q1,450.0,5.0,5.0,,,,
2680,r123,2018 Q1,310.0,173.0,2058.0,0.0333,0.0,0.0333,0.1018999999999999
2681,r123,2018 Q1,450.0,5.0,74.0,,,,
2700,r123,2018 Q1,230.0,20.0,338.0,0.0,-0.0345,0.0,-0.2821
2701,r123,2018 Q1,260.0,20.0,89.0,0.04,0.625,0.2092999999999999,0.3
2702,r123,2018 Q1,450.0,5.0,20.0,,,,
2703,r123,2018 Q1,450.0,5.0,20.0,,,,
2705,r123,2018 Q1,240.0,90.0,791.0,-0.0769,0.1110999999999999,-0.04,0.0465
2706,r123,2018 Q1,450.0,5.0,84.0,,,,
2707,r123,2018 Q1,450.0,5.0,20.0,,,,
2710,r123,2018 Q1,220.0,93.0,709.0,0.0233,-0.07,-0.0435,0.0568
2711,r123,2018 Q1,200.0,20.0,207.0,0.1110999999999999,-0.3043,0.1510999999999999,0.1429
2712,r123,2018 Q1,450.0,5.0,70.0,,,,
2713,r123,2018 Q1,130.0,20.0,186.0,-0.3067,-0.2917,-0.2353,-0.0556
2714,r123,2018 Q1,235.0,20.0,155.0,-0.0105,-0.3436999999999999,-0.0208,0.4
2715,r123,2018 Q1,450.0,5.0,78.0,,,,
2716,r123,2018 Q1,450.0,5.0,49.0,,,,
2717,r123,2018 Q1,210.0,20.0,61.0,2.5,-0.0667,-0.0233,1.8
2720,r123,2018 Q1,257.5,76.0,645.0,-0.0096,0.1176,0.0729,0.4074
2721,r123,2018 Q1,450.0,5.0,5.0,,,,
2722,r123,2018 Q1,450.0,5.0,154.0,,,,
2725,r123,2018 Q1,450.0,5.0,5.0,,,,
2726,r123,2018 Q1,450.0,5.0,5.0,,,,
2727,r123,2018 Q1,450.0,5.0,5.0,,,,
2729,r123,2018 Q1,450.0,5.0,58.0,,,,
2730,r123,2018 Q1,450.0,5.0,48.0,,,,
2731,r123,2018 Q1,325.0,64.0,447.0,0.0156,0.2075,-0.0152,0.3061
2732,r123,2018 Q1,227.5,20.0,88.0,0.1667,0.6,0.0341,1.2856999999999998
2733,r123,2018 Q1,450.0,5.0,20.0,,,,
2734,r123,2018 Q1,450.0,5.0,5.0,,,,
2735,r123,2018 Q1,450.0,5.0,5.0,,,,
2736,r123,2018 Q1,450.0,5.0,20.0,,,,
2737,r123,2018 Q1,450.0,5.0,32.0,,,,
2738,r123,2018 Q1,310.0,20.0,59.0,0.5122,0.5,0.8234999999999999,1.4
2739,r123,2018 Q1,100.0,36.0,112.0,-0.3547999999999999,0.2857,-0.4595,2.0
2745,r123,2018 Q1,500.0,207.0,1676.0,0.0,0.3529,0.0417,0.247
2747,r123,2018 Q1,420.0,471.0,4684.0,0.012,0.0043,0.0244,-0.0599
2748,r123,2018 Q1,450.0,5.0,86.0,,,,
2749,r123,2018 Q1,470.0,77.0,866.0,0.0217,-0.1348,0.0805,0.0405
2750,r123,2018 Q1,420.0,582.0,4930.0,0.0244,0.0659,0.0244,0.2227
2752,r123,2018 Q1,400.0,20.0,161.0,-0.0698,-0.1765,0.0,-0.125
2753,r123,2018 Q1,430.0,113.0,1296.0,0.0,-0.1691,0.0238,-0.0259
2754,r123,2018 Q1,420.0,38.0,424.0,0.0,-0.1163,-0.0233,-0.05
2756,r123,2018 Q1,430.0,196.0,2126.0,0.0,0.0316,0.0,0.0426
2757,r123,2018 Q1,450.0,5.0,36.0,,,,
2758,r123,2018 Q1,470.0,20.0,186.0,0.0682,-0.4828,-0.06,-0.375
2759,r123,2018 Q1,450.0,109.0,1289.0,0.0,0.0093,-0.0323,0.0283
2760,r123,2018 Q1,400.0,373.0,4416.0,0.0,-0.1265,0.0256,-0.0767
2761,r123,2018 Q1,460.0,201.0,2066.0,0.0222,-0.0195,0.0222,0.1292
2762,r123,2018 Q1,570.0,159.0,775.0,-0.0172,0.4722,-0.0339,0.8068000000000001
2763,r123,2018 Q1,480.0,226.0,2171.0,0.0159,0.2556,0.0,0.2086
2765,r123,2018 Q1,560.0,136.0,1325.0,0.037,0.0794,0.0718,0.0149
2766,r123,2018 Q1,430.0,110.0,1135.0,0.0,0.5493,-0.0444,0.0891
2767,r123,2018 Q1,450.0,93.0,1254.0,0.0713999999999999,-0.1058,0.0,-0.2377
2768,r123,2018 Q1,600.0,151.0,1472.0,0.0345,0.1614999999999999,0.0,0.1439
2769,r123,2018 Q1,640.0,90.0,733.0,0.0,-0.1667,-0.0154,0.0345
2770,r123,2018 Q1,360.0,491.0,5500.0,0.0,0.0187,0.0286,0.0791
2773,r123,2018 Q1,500.0,20.0,242.0,-0.0825999999999999,0.3182,-0.0385,0.3182
2774,r123,2018 Q1,480.0,54.0,563.0,0.0667,-0.0526,0.0213,-0.1429
2775,r123,2018 Q1,450.0,5.0,63.0,,,,
2776,r123,2018 Q1,460.0,20.0,170.0,-0.1153999999999999,0.0,0.0222,0.1
2777,r123,2018 Q1,450.0,71.0,779.0,0.0,0.0923,0.0,-0.0405
2778,r123,2018 Q1,450.0,5.0,85.0,,,,
2779,r123,2018 Q1,425.0,20.0,235.0,0.0625,0.0,0.1184,-0.24
2780,r123,2018 Q1,390.0,112.0,1424.0,-0.025,-0.0744,-0.025,-0.0345
2782,r123,2018 Q1,450.0,41.0,411.0,0.0465,0.1389,0.0,0.8636
2783,r123,2018 Q1,450.0,5.0,167.0,,,,
2784,r123,2018 Q1,450.0,5.0,63.0,,,,
2785,r123,2018 Q1,400.0,39.0,423.0,0.0,-0.093,0.0,-0.025
2786,r123,2018 Q1,450.0,5.0,84.0,,,,
2787,r123,2018 Q1,305.0,38.0,313.0,0.0167,0.4074,0.0517,-0.0732
2790,r123,2018 Q1,290.0,123.0,1223.0,0.0,0.0885,0.0,0.1495
2791,r123,2018 Q1,450.0,5.0,5.0,,,,
2792,r123,2018 Q1,450.0,5.0,5.0,,,,
2793,r123,2018 Q1,450.0,5.0,20.0,,,,
2794,r123,2018 Q1,230.0,81.0,828.0,-0.0417,-0.0122,0.011,0.1912
2795,r123,2018 Q1,320.0,468.0,3946.0,0.0323,0.1168999999999999,0.0667,-0.1052
2797,r123,2018 Q1,450.0,5.0,5.0,,,,
2798,r123,2018 Q1,450.0,5.0,79.0,,,,
2799,r123,2018 Q1,260.0,38.0,308.0,-0.0095,0.1176,0.04,-0.0951999999999999
2800,r123,2018 Q1,340.0,527.0,4352.0,0.0625,0.2256,0.0625,-0.1186999999999999
2803,r123,2018 Q1,450.0,5.0,5.0,,,,
2804,r123,2018 Q1,260.0,20.0,149.0,0.3,0.5,0.3684,1.0
2805,r123,2018 Q1,450.0,5.0,5.0,,,,
2806,r123,2018 Q1,450.0,5.0,20.0,,,,
2807,r123,2018 Q1,450.0,5.0,5.0,,,,
2808,r123,2018 Q1,450.0,5.0,5.0,,,,
2810,r123,2018 Q1,450.0,5.0,114.0,,,,
2818,r123,2018 Q1,450.0,5.0,20.0,,,,
2820,r123,2018 Q1,240.0,90.0,506.0,-0.0303,0.3235,0.0667,0.2162
2821,r123,2018 Q1,270.0,20.0,268.0,-0.0357,-0.2812,-0.027,-0.0417
2823,r123,2018 Q1,450.0,5.0,68.0,,,,
2824,r123,2018 Q1,200.0,35.0,139.0,0.0,1.0588,-0.0909,2.1818
2825,r123,2018 Q1,170.0,20.0,156.0,-0.2444,1.2,-0.15,-0.2414
2826,r123,2018 Q1,450.0,5.0,5.0,,,,
2827,r123,2018 Q1,180.0,31.0,260.0,-0.2173999999999999,0.3478,-0.2,-0.0312
2828,r123,2018 Q1,450.0,5.0,31.0,,,,
2829,r123,2018 Q1,200.0,20.0,134.0,0.1110999999999999,0.7692,0.0256,-0.1153999999999999
2830,r123,2018 Q1,330.0,457.0,4077.0,0.0,-0.0459,0.0,0.027
2831,r123,2018 Q1,450.0,5.0,36.0,,,,
2832,r123,2018 Q1,450.0,5.0,83.0,,,,
2833,r123,2018 Q1,450.0,5.0,20.0,,,,
2834,r123,2018 Q1,190.0,20.0,126.0,-0.2082999999999999,0.1429,0.0,-0.0588
2835,r123,2018 Q1,158.05,84.0,644.0,0.0125,0.0769,-0.1682,1.1538
2836,r123,2018 Q1,450.0,5.0,5.0,,,,
2838,r123,2018 Q1,450.0,5.0,5.0,,,,
2839,r123,2018 Q1,450.0,5.0,33.0,,,,
2840,r123,2018 Q1,200.0,20.0,95.0,0.0,-0.0833,-0.0909,0.2221999999999999
2842,r123,2018 Q1,450.0,5.0,20.0,,,,
2843,r123,2018 Q1,245.0,20.0,78.0,-0.02,3.0,0.0,2.0
2844,r123,2018 Q1,450.0,5.0,63.0,,,,
2845,r123,2018 Q1,450.0,5.0,116.0,,,,
2846,r123,2018 Q1,450.0,5.0,5.0,,,,
2847,r123,2018 Q1,450.0,5.0,103.0,,,,
2848,r123,2018 Q1,197.5,20.0,178.0,-0.0125,0.8181999999999999,-0.1413,0.5385
2849,r123,2018 Q1,275.0,20.0,88.0,0.0092,1.1667,0.0185,0.4443999999999999
2850,r123,2018 Q1,360.0,170.0,1518.0,0.0286,0.2143,0.0909,-0.1748
2852,r123,2018 Q1,300.0,20.0,257.0,-0.0323,0.0,0.0169,-0.1515
2864,r123,2018 Q1,450.0,5.0,20.0,,,,
2865,r123,2018 Q1,450.0,5.0,20.0,,,,
2866,r123,2018 Q1,300.0,20.0,134.0,0.1765,-0.2778,0.0909,-0.1333
2867,r123,2018 Q1,450.0,5.0,20.0,,,,
