postcode,rkey,time_period,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2747,r127,2019 Q1,400.0,587.0,5100.0,0.0,0.174,-0.0476,0.2463
2748,r127,2019 Q1,450.0,5.0,84.0,,,,
2749,r127,2019 Q1,445.0,82.0,894.0,-0.0111,-0.0787,-0.0532,0.0649
2750,r127,2019 Q1,400.0,688.0,5618.0,0.0,0.0617,-0.0476,0.1821
2752,r127,2019 Q1,430.0,20.0,167.0,0.0488,0.0588,0.075,0.2857
2753,r127,2019 Q1,420.0,131.0,1382.0,-0.0455,0.0077,-0.0233,0.1593
2754,r127,2019 Q1,420.0,54.0,470.0,-0.0667,0.6364,0.0,0.4211
2756,r127,2019 Q1,420.0,217.0,2199.0,-0.0233,-0.0647,-0.0233,0.1071
2757,r127,2019 Q1,450.0,5.0,41.0,,,,
2758,r127,2019 Q1,400.0,20.0,195.0,-0.0909,0.25,-0.1489,0.6667
2759,r127,2019 Q1,438.0,154.0,1381.0,-0.0278,0.1756,-0.0278,0.4128
2760,r127,2019 Q1,390.0,425.0,4580.0,0.0,-0.0363,-0.025,0.1394
2761,r127,2019 Q1,440.0,186.0,2170.0,0.0,-0.0363,-0.0435,-0.0746
2762,r127,2019 Q1,543.0,194.0,1157.0,-0.0136,0.1687,-0.0482,0.2201
2763,r127,2019 Q1,460.0,236.0,2291.0,0.0,-0.0367,-0.0417,0.0442
2765,r127,2019 Q1,500.0,213.0,1620.0,-0.0741,0.1768,-0.1071,0.5662
2766,r127,2019 Q1,430.0,92.0,1187.0,0.0118,-0.0515,0.0,-0.1636
2767,r127,2019 Q1,428.0,116.0,1302.0,-0.0284,-0.1008,-0.05,0.2473
2768,r127,2019 Q1,570.0,137.0,1494.0,-0.0339,-0.0805,-0.05,-0.0927
2769,r127,2019 Q1,620.0,121.0,836.0,0.0081,0.1635,-0.0312,0.3444
2770,r127,2019 Q1,350.0,449.0,5558.0,0.0,-0.0646,-0.0278,-0.0855
2773,r127,2019 Q1,550.0,20.0,259.0,0.1957,0.1154,0.1,0.0
2774,r127,2019 Q1,470.0,55.0,565.0,0.0,-0.0984,-0.0208,0.0185
2775,r127,2019 Q1,450.0,5.0,66.0,,,,
2776,r127,2019 Q1,445.0,20.0,171.0,0.0723,-0.1667,-0.0326,0.8182
2777,r127,2019 Q1,460.0,83.0,802.0,-0.016,0.1857,0.0222,0.169
2778,r127,2019 Q1,450.0,5.0,73.0,,,,
2779,r127,2019 Q1,420.0,20.0,242.0,0.037,0.45,-0.0118,0.5263
2780,r127,2019 Q1,410.0,120.0,1430.0,0.025,-0.1176,0.0513,0.0714
2782,r127,2019 Q1,450.0,36.0,400.0,0.0,0.2,0.0,-0.122
2783,r127,2019 Q1,428.0,20.0,183.0,0.0301,0.5294,0.0823,4.2
2784,r127,2019 Q1,450.0,5.0,65.0,,,,
2785,r127,2019 Q1,400.0,20.0,416.0,0.0,0.0385,0.0,-0.3077
2786,r127,2019 Q1,450.0,5.0,82.0,,,,
2787,r127,2019 Q1,305.0,20.0,308.0,0.0517,-0.3714,0.0,-0.4211
2790,r127,2019 Q1,300.0,110.0,1258.0,-0.0625,-0.12,0.0345,-0.1057
2791,r127,2019 Q1,450.0,5.0,5.0,,,,
2792,r127,2019 Q1,450.0,5.0,5.0,,,,
2793,r127,2019 Q1,450.0,5.0,20.0,,,,
2794,r127,2019 Q1,250.0,89.0,820.0,0.0204,0.023,0.087,0.0988
2795,r127,2019 Q1,320.0,431.0,4039.0,0.0,-0.0751,0.0,-0.0791
2797,r127,2019 Q1,450.0,5.0,5.0,,,,
2798,r127,2019 Q1,450.0,5.0,82.0,,,,
2799,r127,2019 Q1,295.0,32.0,316.0,0.0727,-0.1111,0.1346,-0.1579
2800,r127,2019 Q1,350.0,521.0,4433.0,0.0606,0.0136,0.0294,-0.0114
2803,r127,2019 Q1,450.0,5.0,5.0,,,,
2804,r127,2019 Q1,450.0,5.0,139.0,,,,
2805,r127,2019 Q1,450.0,5.0,20.0,,,,
2806,r127,2019 Q1,450.0,5.0,20.0,,,,
2807,r127,2019 Q1,450.0,5.0,5.0,,,,
2808,r127,2019 Q1,450.0,5.0,5.0,,,,
2809,r127,2019 Q1,450.0,5.0,5.0,,,,
2810,r127,2019 Q1,220.0,20.0,129.0,0.0233,0.0714,-0.0222,0.875
2818,r127,2019 Q1,450.0,5.0,20.0,,,,
2820,r127,2019 Q1,250.0,70.0,512.0,0.0,0.129,0.0417,-0.2222
2821,r127,2019 Q1,250.0,20.0,283.0,-0.0385,-0.4255,-0.0741,0.1739
2823,r127,2019 Q1,180.0,20.0,85.0,-0.0886,-0.0714,0.0588,0.625
2824,r127,2019 Q1,225.0,20.0,162.0,0.0345,0.0909,0.125,-0.3143
2825,r127,2019 Q1,250.0,20.0,160.0,0.3889,0.25,0.4706,-0.3182
2826,r127,2019 Q1,450.0,5.0,5.0,,,,
2827,r127,2019 Q1,190.0,33.0,283.0,-0.1163,0.375,0.0556,0.0645
2828,r127,2019 Q1,450.0,5.0,36.0,,,,
2829,r127,2019 Q1,180.0,20.0,148.0,-0.1,0.0556,-0.1,-0.1739
2830,r127,2019 Q1,330.0,514.0,4256.0,0.0313,0.1198,0.0,0.1247
2831,r127,2019 Q1,450.0,5.0,43.0,,,,
2832,r127,2019 Q1,205.0,20.0,105.0,0.0649,0.4167,-0.1087,1.4286
2833,r127,2019 Q1,450.0,5.0,20.0,,,,
2834,r127,2019 Q1,210.0,20.0,137.0,-0.125,0.1333,0.1053,0.0625
2835,r127,2019 Q1,200.0,77.0,634.0,0.1687,0.2419,0.2655,-0.0833
2836,r127,2019 Q1,450.0,5.0,20.0,,,,
2838,r127,2019 Q1,450.0,5.0,5.0,,,,
2839,r127,2019 Q1,450.0,5.0,43.0,,,,
2840,r127,2019 Q1,210.0,20.0,118.0,-0.1064,0.375,0.05,1.0
2842,r127,2019 Q1,450.0,5.0,20.0,,,,
2843,r127,2019 Q1,450.0,5.0,68.0,,,,
2844,r127,2019 Q1,450.0,5.0,67.0,,,,
2845,r127,2019 Q1,450.0,5.0,117.0,,,,
2846,r127,2019 Q1,450.0,5.0,5.0,,,,
2847,r127,2019 Q1,450.0,5.0,113.0,,,,
2848,r127,2019 Q1,270.0,20.0,176.0,0.2558,-0.2,0.3671,-0.4
2849,r127,2019 Q1,450.0,5.0,86.0,,,,
2850,r127,2019 Q1,380.0,205.0,1589.0,0.0,0.1714,0.0556,0.2059
2852,r127,2019 Q1,323.0,20.0,263.0,0.0078,0.3333,0.075,0.0
2864,r127,2019 Q1,450.0,5.0,20.0,,,,
2865,r127,2019 Q1,450.0,5.0,20.0,,,,
2866,r127,2019 Q1,290.0,20.0,133.0,0.045,1.0,-0.0333,0.2308
2867,r127,2019 Q1,450.0,5.0,5.0,,,,
2868,r127,2019 Q1,450.0,5.0,20.0,,,,
2869,r127,2019 Q1,450.0,5.0,60.0,,,,
2870,r127,2019 Q1,300.0,108.0,969.0,0.0,0.0909,0.2,-0.0526
2871,r127,2019 Q1,233.0,72.0,670.0,-0.07,0.0588,-0.0211,0.1613
2873,r127,2019 Q1,450.0,5.0,5.0,,,,
2874,r127,2019 Q1,450.0,5.0,5.0,,,,
2875,r127,2019 Q1,450.0,5.0,20.0,,,,
2876,r127,2019 Q1,450.0,5.0,5.0,,,,
2877,r127,2019 Q1,250.0,20.0,192.0,0.1364,0.4,0.0417,0.6154
2878,r127,2019 Q1,450.0,5.0,20.0,,,,
2879,r127,2019 Q1,450.0,5.0,5.0,,,,
2880,r127,2019 Q1,250.0,152.0,1589.0,0.0,0.1515,0.0417,-0.0256
2898,r127,2019 Q1,450.0,5.0,5.0,,,,
2903,r127,2019 Q1,450.0,5.0,5.0,,,,
2905,r127,2019 Q1,450.0,5.0,5.0,,,,
3564,r127,2019 Q1,450.0,5.0,5.0,,,,
3644,r127,2019 Q1,273.0,20.0,134.0,0.1474,0.0909,0.2111,0.4118
3690,r127,2019 Q1,450.0,5.0,5.0,,,,
3691,r127,2019 Q1,450.0,5.0,5.0,,,,
3700,r127,2019 Q1,450.0,5.0,5.0,,,,
3707,r127,2019 Q1,450.0,5.0,5.0,,,,
4210,r127,2019 Q1,450.0,5.0,5.0,,,,
4212,r127,2019 Q1,450.0,5.0,5.0,,,,
4217,r127,2019 Q1,450.0,5.0,5.0,,,,
4218,r127,2019 Q1,450.0,5.0,5.0,,,,
4220,r127,2019 Q1,450.0,5.0,5.0,,,,
4224,r127,2019 Q1,450.0,5.0,5.0,,,,
4225,r127,2019 Q1,450.0,5.0,5.0,,,,
4227,r127,2019 Q1,450.0,5.0,5.0,,,,
4380,r127,2019 Q1,450.0,5.0,5.0,,,,
4383,r127,2019 Q1,450.0,5.0,20.0,,,,
4385,r127,2019 Q1,450.0,5.0,5.0,,,,
5341,r127,2019 Q1,450.0,5.0,5.0,,,,
1360,r128,2019 Q2,450.0,5.0,5.0,,,,
1790,r128,2019 Q2,450.0,5.0,5.0,,,,
1825,r128,2019 Q2,450.0,5.0,5.0,,,,
1860,r128,2019 Q2,450.0,5.0,5.0,,,,
1871,r128,2019 Q2,450.0,5.0,5.0,,,,
2000,r128,2019 Q2,720.0,1253.0,7946.0,0.007,0.2296,0.036,0.3162
2007,r128,2019 Q2,480.0,261.0,2061.0,-0.1273,-0.2606,-0.1111,0.2028
2008,r128,2019 Q2,570.0,558.0,4866.0,-0.05,-0.4259,0.19,-0.1455
2009,r128,2019 Q2,750.0,271.0,2887.0,0.0,-0.059,-0.0385,-0.1369
2010,r128,2019 Q2,620.0,790.0,8289.0,-0.0312,-0.1366,-0.0462,-0.005
2011,r128,2019 Q2,550.0,738.0,7332.0,-0.0756,-0.0956,-0.0833,0.0821
2015,r128,2019 Q2,620.0,244.0,2461.0,-0.0159,-0.1378,-0.0236,0.0702
2016,r128,2019 Q2,600.0,317.0,3175.0,0.0909,-0.3622,0.2632,-0.3985
2017,r128,2019 Q2,725.0,820.0,7096.0,-0.0068,-0.3707,-0.0068,0.1066
2018,r128,2019 Q2,650.0,365.0,3063.0,-0.0299,-0.238,0.0,0.5272
2019,r128,2019 Q2,605.0,172.0,1433.0,-0.0082,-0.0282,-0.032,0.0424
2020,r128,2019 Q2,728.0,440.0,3830.0,-0.0169,-0.2869,0.0104,0.1609
2021,r128,2019 Q2,640.0,314.0,3381.0,-0.0154,-0.1671,-0.0154,-0.0338
2022,r128,2019 Q2,730.0,273.0,2676.0,-0.0267,-0.0651,-0.0267,0.0225
2023,r128,2019 Q2,748.0,134.0,1382.0,0.0528,0.0388,0.031,0.1167
2024,r128,2019 Q2,705.0,167.0,1736.0,0.0,0.1929,-0.06,0.1678
2025,r128,2019 Q2,773.0,100.0,1214.0,-0.0374,-0.0909,0.0546,0.0417
2026,r128,2019 Q2,700.0,768.0,7870.0,-0.0345,0.0159,-0.0667,0.0564
2027,r128,2019 Q2,790.0,135.0,1425.0,-0.0125,0.1638,-0.0125,0.0305
2028,r128,2019 Q2,800.0,87.0,912.0,0.0561,-0.0937,-0.0698,0.16
2029,r128,2019 Q2,675.0,153.0,1774.0,-0.0657,0.0929,-0.0217,0.1333
2030,r128,2019 Q2,770.0,93.0,1140.0,0.0098,-0.1842,0.0065,0.0568
2031,r128,2019 Q2,620.0,569.0,6443.0,-0.008,-0.1123,-0.0462,0.0838
2032,r128,2019 Q2,530.0,266.0,2706.0,-0.0364,-0.3955,-0.0661,0.2091
2033,r128,2019 Q2,560.0,229.0,2407.0,-0.0508,-0.2997,-0.0667,0.0505
2034,r128,2019 Q2,720.0,372.0,3813.0,0.007,-0.0723,0.036,0.0783
2035,r128,2019 Q2,650.0,423.0,4358.0,0.0442,-0.1865,-0.0441,0.0549
2036,r128,2019 Q2,615.0,284.0,3021.0,-0.1087,-0.2988,-0.0538,0.2511
2037,r128,2019 Q2,615.0,383.0,3794.0,0.025,-0.3257,0.0041,-0.2401
2038,r128,2019 Q2,590.0,131.0,1715.0,-0.1194,-0.3141,0.0,0.0315
2039,r128,2019 Q2,690.0,164.0,1434.0,-0.0738,0.0123,-0.1039,0.1714
2040,r128,2019 Q2,670.0,297.0,3053.0,-0.0219,-0.0833,-0.0147,-0.0067
2041,r128,2019 Q2,720.0,239.0,2480.0,-0.027,-0.0664,-0.0137,0.0717
2042,r128,2019 Q2,600.0,405.0,4527.0,0.0345,-0.1802,0.0084,0.0025
2043,r128,2019 Q2,740.0,193.0,1624.0,0.0571,-0.0052,0.0571,-0.1187
2044,r128,2019 Q2,650.0,103.0,1097.0,0.0,-0.1271,-0.1156,0.1705
2045,r128,2019 Q2,560.0,20.0,332.0,-0.2276,-0.1,-0.1385,-0.129
2046,r128,2019 Q2,600.0,285.0,2966.0,-0.0769,-0.0625,-0.0476,0.1355
2047,r128,2019 Q2,665.0,167.0,1784.0,0.0231,0.006,-0.0397,0.1133
2048,r128,2019 Q2,520.0,160.0,1585.0,-0.037,-0.0533,-0.0545,0.203
2049,r128,2019 Q2,500.0,221.0,2370.0,-0.0783,-0.1754,-0.0909,0.0574
2050,r128,2019 Q2,650.0,217.0,2354.0,0.0,-0.2838,0.0,-0.0225
2060,r128,2019 Q2,620.0,389.0,3856.0,-0.0159,-0.158,-0.0159,-0.0911
2061,r128,2019 Q2,750.0,182.0,1844.0,0.1538,-0.0521,-0.0354,-0.1165
2062,r128,2019 Q2,628.0,106.0,1205.0,0.004,-0.1908,0.0203,-0.0275
2063,r128,2019 Q2,855.0,50.0,363.0,0.14,0.5152,0.0301,0.6667
2064,r128,2019 Q2,575.0,109.0,1279.0,-0.0377,-0.0763,-0.0417,0.0283
2065,r128,2019 Q2,630.0,619.0,6182.0,-0.0156,-0.178,-0.004,0.0282
2066,r128,2019 Q2,575.0,501.0,4231.0,0.0177,0.0682,-0.0254,0.1678
2067,r128,2019 Q2,620.0,472.0,4330.0,0.0333,-0.1876,-0.0312,0.0583
2068,r128,2019 Q2,630.0,121.0,1334.0,-0.1,0.0168,-0.1818,-0.0163
2069,r128,2019 Q2,665.0,97.0,909.0,-0.0362,-0.1491,-0.0292,-0.0396
2070,r128,2019 Q2,678.0,104.0,1046.0,0.0112,-0.1111,-0.0181,-0.1545
2071,r128,2019 Q2,695.0,91.0,1026.0,-0.0347,-0.2087,0.0692,-0.1651
2072,r128,2019 Q2,583.0,106.0,1039.0,-0.0605,-0.3614,-0.0605,-0.0862
2073,r128,2019 Q2,685.0,84.0,893.0,0.096,-0.328,-0.0144,-0.2075
2074,r128,2019 Q2,660.0,96.0,1102.0,0.0154,-0.2889,-0.12,-0.0943
2075,r128,2019 Q2,710.0,111.0,1066.0,0.0143,-0.1778,-0.1013,-0.0672
2076,r128,2019 Q2,650.0,100.0,1190.0,-0.0152,-0.1304,-0.0714,0.0101
2077,r128,2019 Q2,490.0,537.0,5397.0,0.0,-0.0129,-0.0485,0.145
2079,r128,2019 Q2,520.0,49.0,413.0,0.0833,0.0426,0.0612,-0.2344
2080,r128,2019 Q2,450.0,5.0,49.0,,,,
2081,r128,2019 Q2,510.0,20.0,204.0,-0.15,-0.04,-0.1282,0.2
2082,r128,2019 Q2,635.0,20.0,146.0,0.0672,-0.3333,0.0855,-0.3
2083,r128,2019 Q2,450.0,5.0,129.0,,,,
2084,r128,2019 Q2,840.0,20.0,127.0,0.0182,0.7778,-0.1558,0.1429
2085,r128,2019 Q2,920.0,48.0,336.0,-0.1402,0.1163,-0.0707,0.5
2086,r128,2019 Q2,870.0,59.0,550.0,-0.0114,0.0926,-0.0279,0.1346
2087,r128,2019 Q2,750.0,55.0,564.0,-0.1124,-0.1406,0.0791,0.375
2088,r128,2019 Q2,650.0,394.0,3974.0,0.0,-0.0248,0.0,0.0854
2089,r128,2019 Q2,603.0,288.0,3176.0,0.0255,-0.071,0.0042,-0.1138
2090,r128,2019 Q2,650.0,226.0,2610.0,0.0,-0.0216,0.0,0.061
2092,r128,2019 Q2,950.0,45.0,334.0,-0.1518,0.1538,-0.1038,0.2162
2093,r128,2019 Q2,650.0,204.0,2170.0,-0.0299,-0.0467,-0.0335,0.0099
2094,r128,2019 Q2,800.0,97.0,868.0,0.0847,0.2436,0.1429,0.1149
2095,r128,2019 Q2,750.0,388.0,3659.0,-0.0385,0.1086,0.0,-0.0467
2096,r128,2019 Q2,640.0,213.0,2228.0,-0.0154,-0.0533,-0.0154,-0.0448
2097,r128,2019 Q2,595.0,112.0,1242.0,-0.15,-0.0744,-0.0083,-0.1385
2099,r128,2019 Q2,580.0,497.0,5285.0,0.0175,-0.1758,0.0087,0.0507
2100,r128,2019 Q2,600.0,132.0,1335.0,-0.0769,-0.0365,-0.0769,0.0909
2101,r128,2019 Q2,623.0,188.0,1780.0,0.004,0.2368,-0.0394,0.0682
2102,r128,2019 Q2,775.0,54.0,456.0,-0.0312,-0.0847,0.0333,0.3846
2103,r128,2019 Q2,733.0,72.0,888.0,0.1269,0.0435,0.1269,0.0588
2104,r128,2019 Q2,450.0,5.0,76.0,,,,
2105,r128,2019 Q2,450.0,5.0,73.0,,,,
2106,r128,2019 Q2,645.0,88.0,825.0,0.075,0.1,-0.0373,0.0233
2107,r128,2019 Q2,905.0,77.0,738.0,0.0838,0.2031,0.3507,0.1846
2108,r128,2019 Q2,995.0,20.0,133.0,0.1056,0.1818,0.0474,-0.35
2110,r128,2019 Q2,630.0,61.0,534.0,-0.0803,-0.0317,0.008,0.1731
2111,r128,2019 Q2,520.0,189.0,1839.0,0.04,-0.1127,0.0097,0.0053
2112,r128,2019 Q2,540.0,611.0,4705.0,0.0588,-0.0672,0.0189,0.3056
2113,r128,2019 Q2,520.0,422.0,3384.0,0.0,-0.4056,-0.0545,0.0024
2114,r128,2019 Q2,480.0,414.0,3825.0,0.0,-0.1464,-0.0204,0.207
2115,r128,2019 Q2,520.0,115.0,931.0,0.0,0.036,-0.0545,0.055
2116,r128,2019 Q2,485.0,72.0,558.0,-0.0102,0.0435,-0.03,0.4118
2117,r128,2019 Q2,510.0,162.0,1707.0,0.02,-0.0526,0.0,0.0253
2118,r128,2019 Q2,500.0,284.0,2463.0,0.0,-0.1262,-0.0741,0.1983
2119,r128,2019 Q2,675.0,65.0,574.0,-0.0074,0.25,-0.0074,0.4773
2120,r128,2019 Q2,630.0,100.0,1102.0,0.2057,-0.3421,0.0957,0.1494
2121,r128,2019 Q2,560.0,366.0,3568.0,0.0,-0.2709,-0.0345,-0.0711
2122,r128,2019 Q2,500.0,326.0,3159.0,0.0,-0.1141,-0.0566,0.156
2125,r128,2019 Q2,625.0,44.0,552.0,-0.1319,-0.1852,-0.053,-0.0222
2126,r128,2019 Q2,700.0,66.0,828.0,-0.0411,-0.0435,-0.0278,-0.0704
2127,r128,2019 Q2,543.0,538.0,4450.0,0.0046,-0.239,-0.0136,0.0037
2128,r128,2019 Q2,450.0,38.0,371.0,-0.0722,0.5833,-0.1,0.2258
2130,r128,2019 Q2,495.0,156.0,1711.0,-0.066,-0.25,-0.0481,0.3109
2131,r128,2019 Q2,480.0,363.0,4322.0,-0.0303,-0.1337,-0.04,0.1169
2132,r128,2019 Q2,550.0,57.0,852.0,-0.0517,-0.3294,0.0377,0.14
2133,r128,2019 Q2,428.0,86.0,1041.0,0.0179,0.2836,-0.0284,0.1026
2134,r128,2019 Q2,580.0,268.0,2544.0,-0.0169,-0.1952,0.0131,-0.029
2135,r128,2019 Q2,560.0,370.0,3349.0,-0.0175,0.0027,0.0045,0.2671
2136,r128,2019 Q2,500.0,82.0,831.0,0.0,0.0513,0.0,0.2615
2137,r128,2019 Q2,580.0,344.0,2943.0,0.0,-0.1378,-0.0333,0.0424
2138,r128,2019 Q2,620.0,368.0,3392.0,0.0,-0.3487,-0.0462,-0.0491
2140,r128,2019 Q2,500.0,415.0,3489.0,0.0,-0.0281,-0.0385,0.0453
2141,r128,2019 Q2,520.0,305.0,3418.0,-0.0545,-0.1689,-0.0142,0.2603
2142,r128,2019 Q2,440.0,396.0,3744.0,0.0,0.1412,-0.0222,0.2571
2143,r128,2019 Q2,470.0,82.0,791.0,0.0444,0.3667,0.0,0.1081
2144,r128,2019 Q2,460.0,364.0,4373.0,-0.0417,0.0581,-0.0417,0.0139
2145,r128,2019 Q2,460.0,959.0,9619.0,0.0,-0.0505,-0.0316,0.0703
2146,r128,2019 Q2,450.0,195.0,1737.0,0.0227,0.1272,-0.0625,0.189
2147,r128,2019 Q2,400.0,246.0,2559.0,-0.0476,0.0165,-0.1061,-0.0315
2148,r128,2019 Q2,400.0,702.0,7275.0,0.0,-0.0236,-0.0476,0.1161
2150,r128,2019 Q2,470.0,865.0,9145.0,-0.0208,-0.1263,-0.0408,-0.0639
2151,r128,2019 Q2,450.0,284.0,2979.0,-0.0217,-0.0749,-0.0816,0.1736
2152,r128,2019 Q2,430.0,119.0,1277.0,-0.0652,0.0531,-0.0652,-0.0165
2153,r128,2019 Q2,540.0,392.0,3418.0,0.0,0.1772,-0.0182,0.2327
2154,r128,2019 Q2,570.0,269.0,2549.0,0.0364,-0.1122,-0.0172,0.0675
2155,r128,2019 Q2,600.0,497.0,3987.0,-0.0164,-0.0158,-0.0323,0.1478
2156,r128,2019 Q2,530.0,20.0,295.0,-0.014,-0.425,-0.1587,-0.0417
2157,r128,2019 Q2,450.0,5.0,143.0,,,,
2158,r128,2019 Q2,670.0,20.0,357.0,0.0308,-0.0645,0.0308,0.0741
2159,r128,2019 Q2,450.0,5.0,164.0,,,,
2160,r128,2019 Q2,440.0,413.0,4476.0,0.0233,0.1409,0.0233,0.1409
2161,r128,2019 Q2,430.0,269.0,2863.0,0.0238,0.0717,0.0238,-0.0289
2162,r128,2019 Q2,470.0,126.0,1292.0,0.033,0.1053,0.0,0.156
2163,r128,2019 Q2,345.0,66.0,819.0,-0.0143,0.1579,0.0147,-0.0704
2164,r128,2019 Q2,460.0,95.0,1487.0,0.0,-0.1038,0.0222,-0.252
2165,r128,2019 Q2,400.0,387.0,4993.0,-0.0244,0.1763,-0.0244,0.1026
2166,r128,2019 Q2,370.0,369.0,4859.0,0.0137,0.2098,-0.0263,-0.0238
2167,r128,2019 Q2,450.0,74.0,910.0,-0.0217,-0.1395,0.0169,-0.0513
2168,r128,2019 Q2,410.0,185.0,2252.0,-0.0238,0.142,-0.0238,-0.1553
2170,r128,2019 Q2,410.0,1184.0,12070.0,0.0,-0.0505,-0.0465,0.1045
2171,r128,2019 Q2,530.0,113.0,1603.0,-0.0185,-0.0738,-0.0364,-0.226
2172,r128,2019 Q2,450.0,5.0,56.0,,,,
2173,r128,2019 Q2,523.0,76.0,942.0,-0.0142,-0.2621,-0.0234,0.0
2174,r128,2019 Q2,580.0,78.0,444.0,0.0357,0.1642,-0.0333,0.322
2175,r128,2019 Q2,450.0,5.0,94.0,,,,
2176,r128,2019 Q2,480.0,174.0,2286.0,0.0435,0.381,-0.04,0.1918
2177,r128,2019 Q2,475.0,45.0,683.0,0.0556,-0.2105,0.027,-0.25
2178,r128,2019 Q2,500.0,20.0,188.0,0.1765,0.8333,-0.0909,1.0
2179,r128,2019 Q2,530.0,69.0,657.0,0.0192,0.0,-0.0364,0.2321
2190,r128,2019 Q2,500.0,111.0,1379.0,-0.0291,0.1935,-0.0566,0.0472
2191,r128,2019 Q2,545.0,20.0,408.0,-0.121,0.7647,-0.0763,0.1111
2192,r128,2019 Q2,400.0,153.0,1811.0,-0.0244,0.0408,-0.1111,-0.0893
2193,r128,2019 Q2,520.0,196.0,2074.0,-0.0189,-0.2222,-0.0545,-0.1624
2194,r128,2019 Q2,453.0,386.0,4257.0,0.0056,0.1488,0.0056,0.1353
2195,r128,2019 Q2,370.0,339.0,4661.0,0.0,0.018,-0.039,0.0831
2196,r128,2019 Q2,455.0,202.0,2524.0,0.0341,0.0254,-0.0215,0.01
2197,r128,2019 Q2,500.0,43.0,493.0,-0.0909,0.0,0.0,-0.2037
2198,r128,2019 Q2,550.0,55.0,445.0,0.0577,0.8333,0.0185,0.5714
2199,r128,2019 Q2,450.0,105.0,1308.0,0.0,0.0194,-0.0816,-0.2336
2200,r128,2019 Q2,430.0,447.0,4888.0,-0.0444,0.0643,-0.0444,-0.053
2203,r128,2019 Q2,498.0,262.0,2759.0,-0.0245,-0.1494,0.0153,0.2596
2204,r128,2019 Q2,563.0,356.0,4132.0,0.0321,-0.0456,0.0227,0.1022
2205,r128,2019 Q2,600.0,400.0,4183.0,-0.0323,-0.2958,-0.0323,0.0204
2206,r128,2019 Q2,600.0,95.0,1354.0,-0.0476,-0.1121,-0.0164,-0.1038
2207,r128,2019 Q2,500.0,152.0,2069.0,-0.0741,-0.1739,-0.0909,-0.0559
2208,r128,2019 Q2,550.0,68.0,857.0,-0.0517,-0.0685,-0.0833,0.0462
2209,r128,2019 Q2,500.0,112.0,1286.0,0.0,-0.1884,-0.0741,-0.104
2210,r128,2019 Q2,500.0,210.0,2060.0,0.0,-0.1429,-0.0196,-0.0667
2211,r128,2019 Q2,550.0,118.0,1212.0,0.0377,-0.0484,0.0329,0.0926
2212,r128,2019 Q2,550.0,106.0,1272.0,0.0,-0.2148,0.0,-0.0536
2213,r128,2019 Q2,560.0,131.0,1329.0,0.0,0.0738,-0.0508,0.0315
2214,r128,2019 Q2,450.0,5.0,126.0,,,,
2216,r128,2019 Q2,500.0,381.0,4352.0,0.0,0.1043,-0.0566,0.1043
2217,r128,2019 Q2,495.0,344.0,3989.0,-0.01,0.0717,-0.0481,0.1169
2218,r128,2019 Q2,460.0,144.0,2140.0,-0.016,-0.0137,-0.08,-0.1273
2219,r128,2019 Q2,530.0,122.0,1265.0,0.0291,0.1961,-0.0364,0.1731
2220,r128,2019 Q2,530.0,437.0,4444.0,-0.0364,-0.0438,-0.0364,0.2345
2221,r128,2019 Q2,550.0,73.0,834.0,-0.0756,0.058,-0.0833,0.1967
2222,r128,2019 Q2,430.0,141.0,1674.0,-0.0444,-0.0208,-0.0444,0.3302
2223,r128,2019 Q2,475.0,176.0,2116.0,-0.0104,-0.0168,-0.05,0.1812
2224,r128,2019 Q2,700.0,85.0,803.0,0.1475,0.3281,-0.0667,0.0897
2225,r128,2019 Q2,645.0,20.0,129.0,-0.0979,0.0,-0.2753,0.3333
2226,r128,2019 Q2,570.0,91.0,615.0,0.0556,0.4,-0.0172,0.75
2227,r128,2019 Q2,600.0,103.0,1061.0,0.0042,-0.1121,-0.0323,-0.1197
2228,r128,2019 Q2,565.0,204.0,1763.0,0.0089,0.0049,0.018,0.5
2229,r128,2019 Q2,600.0,227.0,2154.0,-0.0204,-0.0044,0.0345,0.1947
2230,r128,2019 Q2,500.0,394.0,4117.0,-0.0385,-0.0414,-0.0741,-0.0272
2231,r128,2019 Q2,450.0,5.0,94.0,,,,
2232,r128,2019 Q2,485.0,264.0,2732.0,-0.03,-0.0469,-0.0102,0.0954
2233,r128,2019 Q2,500.0,85.0,973.0,-0.0909,-0.1584,-0.1228,-0.2202
2234,r128,2019 Q2,645.0,82.0,802.0,-0.0077,0.1549,-0.0584,0.0513
2250,r128,2019 Q2,420.0,580.0,6194.0,0.0,-0.0365,0.0,0.0211
2251,r128,2019 Q2,475.0,167.0,1728.0,-0.0306,-0.165,-0.05,-0.1566
2256,r128,2019 Q2,400.0,143.0,1759.0,0.0,0.0916,-0.0476,-0.053
2257,r128,2019 Q2,400.0,329.0,3610.0,0.0,0.0858,0.0,-0.0653
2258,r128,2019 Q2,433.0,20.0,305.0,0.0813,-0.2,0.0679,0.0
2259,r128,2019 Q2,420.0,419.0,4727.0,-0.0233,0.0501,-0.0118,-0.0871
2260,r128,2019 Q2,523.0,200.0,1857.0,0.0048,-0.0385,0.045,-0.0868
2261,r128,2019 Q2,400.0,475.0,5228.0,0.0,0.1364,0.0,-0.0538
