postcode,skey,time_period,year,quarter,dwelling_type,median_price,mean_price,sales_no,Qdelta_median,Adelta_median,Qdelta_count,Adelta_count,rkey,median_rent_newb,new_bonds_no,total_bonds_no,Qdelta_median_rent,Qdelta_new_bonds,Adelta_median_rent,Adelta_new_bonds
2233,s129,2019 Q2,2019,Q2,Total,873.0,876.0,66.0,0.0706,-0.0063,0.082,-0.3945,r128,500.0,85.0,973.0,-0.0909,-0.1584,-0.1228,-0.2202
2233,s129,2019 Q2,2019,Q2,Non Strata,920.0,940.0,51.0,0.0722,-0.0316,0.1591,-0.378,r128,500.0,85.0,973.0,-0.0909,-0.1584,-0.1228,-0.2202
2233,s129,2019 Q2,2019,Q2,Strata,680.0,659.0,20.0,0.0074,0.0543,-0.1176,-0.4444,r128,500.0,85.0,973.0,-0.0909,-0.1584,-0.1228,-0.2202
2234,s129,2019 Q2,2019,Q2,Total,970.0,967.0,86.0,-0.0227,-0.0749,0.3871,0.1169,r128,645.0,82.0,802.0,-0.0077,0.1549,-0.0584,0.0513
2234,s129,2019 Q2,2019,Q2,Non Strata,1010.0,1024.0,71.0,-0.0561,-0.1293,0.449,0.2241,r128,645.0,82.0,802.0,-0.0077,0.1549,-0.0584,0.0513
2234,s129,2019 Q2,2019,Q2,Strata,735.0,695.0,20.0,-0.0134,-0.0812,0.1538,-0.2105,r128,645.0,82.0,802.0,-0.0077,0.1549,-0.0584,0.0513
2250,s129,2019 Q2,2019,Q2,Total,578.0,598.0,245.0,0.0414,-0.0617,0.2312,-0.1343,r128,420.0,580.0,6194.0,0.0,-0.0365,0.0,0.0211
2250,s129,2019 Q2,2019,Q2,Non Strata,636.0,679.0,162.0,0.0325,-0.0783,0.2656,-0.0899,r128,420.0,580.0,6194.0,0.0,-0.0365,0.0,0.0211
2250,s129,2019 Q2,2019,Q2,Strata,444.0,441.0,83.0,-0.1104,-0.0941,0.169,-0.2095,r128,420.0,580.0,6194.0,0.0,-0.0365,0.0,0.0211
2251,s129,2019 Q2,2019,Q2,Total,743.0,838.0,116.0,-0.0601,-0.0862,0.5065,-0.0492,r128,475.0,167.0,1728.0,-0.0306,-0.165,-0.05,-0.1566
2251,s129,2019 Q2,2019,Q2,Non Strata,755.0,841.0,98.0,-0.0473,-0.0848,0.3243,-0.1009,r128,475.0,167.0,1728.0,-0.0306,-0.165,-0.05,-0.1566
2251,s129,2019 Q2,2019,Q2,Strata,583.0,823.0,20.0,-0.1679,-0.1434,5.0,0.3846,r128,475.0,167.0,1728.0,-0.0306,-0.165,-0.05,-0.1566
2256,s129,2019 Q2,2019,Q2,Total,610.0,656.0,63.0,0.0609,-0.1185,0.3696,-0.1,r128,400.0,143.0,1759.0,0.0,0.0916,-0.0476,-0.053
2256,s129,2019 Q2,2019,Q2,Non Strata,690.0,751.0,43.0,0.0952,-0.066,0.303,-0.14,r128,400.0,143.0,1759.0,0.0,0.0916,-0.0476,-0.053
2256,s129,2019 Q2,2019,Q2,Strata,429.0,453.0,20.0,-0.0685,-0.2369,0.5385,0.0,r128,400.0,143.0,1759.0,0.0,0.0916,-0.0476,-0.053
2257,s129,2019 Q2,2019,Q2,Total,650.0,671.0,135.0,0.0,-0.1693,0.1345,-0.0288,r128,400.0,329.0,3610.0,0.0,0.0858,0.0,-0.0653
2257,s129,2019 Q2,2019,Q2,Non Strata,690.0,747.0,93.0,0.0222,-0.1488,0.0941,-0.0882,r128,400.0,329.0,3610.0,0.0,0.0858,0.0,-0.0653
2257,s129,2019 Q2,2019,Q2,Strata,484.0,503.0,42.0,-0.124,-0.2554,0.2353,0.1351,r128,400.0,329.0,3610.0,0.0,0.0858,0.0,-0.0653
2258,s129,2019 Q2,2019,Q2,Total,833.0,1086.0,20.0,0.1327,0.1479,1.0,-0.3636,r128,433.0,20.0,305.0,0.0813,-0.2,0.0679,0.0
2258,s129,2019 Q2,2019,Q2,Non Strata,833.0,1086.0,20.0,0.11,0.0054,1.8,-0.2632,r128,433.0,20.0,305.0,0.0813,-0.2,0.0679,0.0
2259,s129,2019 Q2,2019,Q2,Total,551.0,557.0,171.0,0.0445,-0.05,-0.0284,-0.3498,r128,420.0,419.0,4727.0,-0.0233,0.0501,-0.0118,-0.0871
2259,s129,2019 Q2,2019,Q2,Non Strata,560.0,569.0,161.0,0.0275,-0.0427,-0.0359,-0.3482,r128,420.0,419.0,4727.0,-0.0233,0.0501,-0.0118,-0.0871
2259,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,420.0,419.0,4727.0,-0.0233,0.0501,-0.0118,-0.0871
2260,s129,2019 Q2,2019,Q2,Total,860.0,923.0,105.0,-0.0652,-0.1134,0.4189,-0.0187,r128,523.0,200.0,1857.0,0.0048,-0.0385,0.045,-0.0868
2260,s129,2019 Q2,2019,Q2,Non Strata,899.0,954.0,76.0,-0.0713,-0.1015,0.3571,-0.05,r128,523.0,200.0,1857.0,0.0048,-0.0385,0.045,-0.0868
2260,s129,2019 Q2,2019,Q2,Strata,727.0,841.0,20.0,0.0513,-0.0912,0.6111,0.0741,r128,523.0,200.0,1857.0,0.0048,-0.0385,0.045,-0.0868
2261,s129,2019 Q2,2019,Q2,Total,570.0,583.0,207.0,-0.0656,-0.0843,-0.0676,-0.1914,r128,400.0,475.0,5228.0,0.0,0.1364,0.0,-0.0538
2261,s129,2019 Q2,2019,Q2,Non Strata,605.0,621.0,158.0,-0.0546,-0.0833,-0.0247,-0.1505,r128,400.0,475.0,5228.0,0.0,0.1364,0.0,-0.0538
2261,s129,2019 Q2,2019,Q2,Strata,434.0,462.0,49.0,-0.1028,-0.0462,-0.1833,-0.3,r128,400.0,475.0,5228.0,0.0,0.1364,0.0,-0.0538
2262,s129,2019 Q2,2019,Q2,Total,455.0,469.0,81.0,-0.0541,-0.09,0.2273,-0.1649,r128,390.0,165.0,1836.0,0.0685,-0.1361,0.0263,-0.073
2262,s129,2019 Q2,2019,Q2,Non Strata,455.0,469.0,81.0,-0.0572,-0.09,0.2656,-0.1474,r128,390.0,165.0,1836.0,0.0685,-0.1361,0.0263,-0.073
2263,s129,2019 Q2,2019,Q2,Total,455.0,457.0,95.0,-0.0421,-0.0761,-0.05,-0.291,r128,360.0,293.0,2974.0,0.0,0.1673,0.0,0.0892
2263,s129,2019 Q2,2019,Q2,Non Strata,470.0,480.0,78.0,-0.0359,-0.0784,-0.0714,-0.3333,r128,360.0,293.0,2974.0,0.0,0.1673,0.0,0.0892
2263,s129,2019 Q2,2019,Q2,Strata,345.0,351.0,20.0,-0.0282,-0.1039,0.0625,0.0,r128,360.0,293.0,2974.0,0.0,0.1673,0.0,0.0892
2264,s129,2019 Q2,2019,Q2,Total,598.0,621.0,50.0,0.0391,0.0266,0.2195,-0.3827,r128,385.0,129.0,1357.0,-0.0375,0.1622,-0.0128,-0.0227
2264,s129,2019 Q2,2019,Q2,Non Strata,600.0,630.0,47.0,0.0059,-0.0244,0.3056,-0.2769,r128,385.0,129.0,1357.0,-0.0375,0.1622,-0.0128,-0.0227
2264,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,385.0,129.0,1357.0,-0.0375,0.1622,-0.0128,-0.0227
2265,s129,2019 Q2,2019,Q2,Total,545.0,554.0,20.0,0.0187,-0.018,-0.24,0.0556,r128,418.0,36.0,395.0,0.0987,-0.0769,0.0987,-0.027
2265,s129,2019 Q2,2019,Q2,Non Strata,545.0,554.0,20.0,0.0187,-0.018,-0.24,0.0556,r128,418.0,36.0,395.0,0.0987,-0.0769,0.0987,-0.027
2267,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,383.0,20.0,242.0,0.1591,0.5,-0.0437,-0.1818
2267,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,383.0,20.0,242.0,0.1591,0.5,-0.0437,-0.1818
2278,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,80.0,,,,
2278,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,80.0,,,,
2280,s129,2019 Q2,2019,Q2,Total,630.0,637.0,103.0,-0.0233,-0.0455,0.3377,0.0729,r128,400.0,174.0,1833.0,0.0256,0.0419,0.0127,0.1918
2280,s129,2019 Q2,2019,Q2,Non Strata,660.0,668.0,87.0,-0.0112,-0.0618,0.2794,0.1154,r128,400.0,174.0,1833.0,0.0256,0.0419,0.0127,0.1918
2280,s129,2019 Q2,2019,Q2,Strata,453.0,468.0,20.0,0.0072,-0.02,0.7778,-0.1111,r128,400.0,174.0,1833.0,0.0256,0.0419,0.0127,0.1918
2281,s129,2019 Q2,2019,Q2,Total,598.0,638.0,42.0,-0.0878,-0.0808,-0.25,-0.44,r128,413.0,74.0,977.0,0.0443,-0.1294,0.0313,-0.1685
2281,s129,2019 Q2,2019,Q2,Non Strata,650.0,676.0,35.0,-0.0076,-0.0545,-0.3396,-0.4853,r128,413.0,74.0,977.0,0.0443,-0.1294,0.0313,-0.1685
2281,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,413.0,74.0,977.0,0.0443,-0.1294,0.0313,-0.1685
2282,s129,2019 Q2,2019,Q2,Total,647.0,654.0,64.0,-0.0219,-0.0122,0.2308,0.0847,r128,450.0,79.0,934.0,0.0465,-0.2404,0.0286,-0.2255
2282,s129,2019 Q2,2019,Q2,Non Strata,675.0,697.0,51.0,-0.0753,0.0075,0.3784,0.2143,r128,450.0,79.0,934.0,0.0465,-0.2404,0.0286,-0.2255
2282,s129,2019 Q2,2019,Q2,Strata,475.0,487.0,20.0,0.0,-0.2017,-0.1333,-0.2353,r128,450.0,79.0,934.0,0.0465,-0.2404,0.0286,-0.2255
2283,s129,2019 Q2,2019,Q2,Total,490.0,535.0,79.0,0.0103,-0.0884,0.0972,-0.1684,r128,380.0,136.0,1513.0,0.0,0.283,-0.0194,-0.0286
2283,s129,2019 Q2,2019,Q2,Non Strata,490.0,541.0,73.0,-0.02,-0.1107,0.1587,-0.1798,r128,380.0,136.0,1513.0,0.0,0.283,-0.0194,-0.0286
2283,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,380.0,136.0,1513.0,0.0,0.283,-0.0194,-0.0286
2284,s129,2019 Q2,2019,Q2,Total,500.0,557.0,39.0,0.0471,-0.0099,-0.025,-0.2909,r128,410.0,79.0,839.0,0.025,0.1286,0.0789,-0.1684
2284,s129,2019 Q2,2019,Q2,Non Strata,520.0,568.0,37.0,0.089,0.0156,-0.075,-0.2449,r128,410.0,79.0,839.0,0.025,0.1286,0.0789,-0.1684
2284,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,410.0,79.0,839.0,0.025,0.1286,0.0789,-0.1684
2285,s129,2019 Q2,2019,Q2,Total,515.0,530.0,123.0,0.03,-0.041,0.0513,-0.1633,r128,440.0,183.0,2202.0,0.0476,-0.1757,0.0667,-0.1029
2285,s129,2019 Q2,2019,Q2,Non Strata,527.0,537.0,117.0,0.0343,-0.033,0.0833,-0.1522,r128,440.0,183.0,2202.0,0.0476,-0.1757,0.0667,-0.1029
2285,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,440.0,183.0,2202.0,0.0476,-0.1757,0.0667,-0.1029
2286,s129,2019 Q2,2019,Q2,Total,470.0,475.0,20.0,0.0,-0.1376,-0.0714,-0.2778,r128,400.0,20.0,242.0,-0.0244,-0.2414,0.0526,-0.3333
2286,s129,2019 Q2,2019,Q2,Non Strata,470.0,475.0,20.0,0.0,-0.1376,-0.0714,-0.2778,r128,400.0,20.0,242.0,-0.0244,-0.2414,0.0526,-0.3333
2287,s129,2019 Q2,2019,Q2,Total,482.0,501.0,123.0,-0.0549,-0.035,0.0982,-0.2312,r128,410.0,342.0,3302.0,0.0513,-0.2677,0.025,0.0556
2287,s129,2019 Q2,2019,Q2,Non Strata,490.0,512.0,111.0,-0.0684,-0.0755,0.0882,-0.0826,r128,410.0,342.0,3302.0,0.0513,-0.2677,0.025,0.0556
2287,s129,2019 Q2,2019,Q2,Strata,410.0,403.0,20.0,-0.072,-0.0477,0.2,-0.6923,r128,410.0,342.0,3302.0,0.0513,-0.2677,0.025,0.0556
2289,s129,2019 Q2,2019,Q2,Total,590.0,598.0,81.0,-0.1094,-0.1393,0.2462,-0.0357,r128,440.0,152.0,1548.0,-0.0276,-0.2245,0.0476,0.2459
2289,s129,2019 Q2,2019,Q2,Non Strata,600.0,618.0,71.0,-0.1489,-0.1367,0.2034,0.029,r128,440.0,152.0,1548.0,-0.0276,-0.2245,0.0476,0.2459
2289,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,440.0,152.0,1548.0,-0.0276,-0.2245,0.0476,0.2459
2290,s129,2019 Q2,2019,Q2,Total,554.0,590.0,98.0,-0.0623,-0.0332,0.0208,-0.3099,r128,410.0,221.0,2480.0,-0.0353,-0.1195,0.025,-0.123
2290,s129,2019 Q2,2019,Q2,Non Strata,600.0,626.0,76.0,-0.0472,-0.0319,0.0556,-0.24,r128,410.0,221.0,2480.0,-0.0353,-0.1195,0.025,-0.123
2290,s129,2019 Q2,2019,Q2,Strata,438.0,465.0,20.0,-0.0218,-0.0341,-0.0833,-0.4762,r128,410.0,221.0,2480.0,-0.0353,-0.1195,0.025,-0.123
2291,s129,2019 Q2,2019,Q2,Total,1000.0,1078.0,48.0,0.133,0.0899,0.2632,-0.2258,r128,450.0,139.0,1482.0,-0.027,-0.2278,0.0,-0.1146
2291,s129,2019 Q2,2019,Q2,Non Strata,1260.0,1228.0,36.0,0.0588,0.0456,0.5,0.0286,r128,450.0,139.0,1482.0,-0.027,-0.2278,0.0,-0.1146
2291,s129,2019 Q2,2019,Q2,Strata,621.0,628.0,20.0,0.0172,0.0886,-0.1429,-0.5556,r128,450.0,139.0,1482.0,-0.027,-0.2278,0.0,-0.1146
2292,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,395.0,31.0,445.0,-0.0814,-0.38,-0.1222,0.6316
2292,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,395.0,31.0,445.0,-0.0814,-0.38,-0.1222,0.6316
2293,s129,2019 Q2,2019,Q2,Total,673.0,669.0,20.0,0.0354,0.0197,0.1333,-0.3929,r128,500.0,46.0,535.0,0.0204,-0.2333,0.0417,-0.193
2293,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,500.0,46.0,535.0,0.0204,-0.2333,0.0417,-0.193
2293,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,500.0,46.0,535.0,0.0204,-0.2333,0.0417,-0.193
2294,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,455.0,20.0,340.0,0.046,-0.4211,-0.0521,-0.0833
2294,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,455.0,20.0,340.0,0.046,-0.4211,-0.0521,-0.0833
2295,s129,2019 Q2,2019,Q2,Total,715.0,696.0,20.0,0.0214,0.0593,0.1429,0.0435,r128,495.0,67.0,659.0,-0.01,-0.1829,0.0102,-0.1299
2295,s129,2019 Q2,2019,Q2,Non Strata,715.0,696.0,20.0,0.0214,0.0593,0.1429,0.0435,r128,495.0,67.0,659.0,-0.01,-0.1829,0.0102,-0.1299
2296,s129,2019 Q2,2019,Q2,Total,590.0,590.0,20.0,-0.1161,-0.028,12.0,0.3,r128,440.0,33.0,379.0,-0.033,-0.3125,0.0173,-0.431
2296,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,440.0,33.0,379.0,-0.033,-0.3125,0.0173,-0.431
2296,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,440.0,33.0,379.0,-0.033,-0.3125,0.0173,-0.431
2297,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,490.0,20.0,239.0,0.0208,0.0,0.2895,-0.15
2297,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,490.0,20.0,239.0,0.0208,0.0,0.2895,-0.15
2298,s129,2019 Q2,2019,Q2,Total,490.0,489.0,46.0,-0.1397,-0.1502,0.7037,0.122,r128,365.0,137.0,1471.0,0.058,-0.4069,-0.0395,0.0538
2298,s129,2019 Q2,2019,Q2,Non Strata,500.0,507.0,40.0,-0.122,-0.1438,0.5385,0.1765,r128,365.0,137.0,1471.0,0.058,-0.4069,-0.0395,0.0538
2298,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,365.0,137.0,1471.0,0.058,-0.4069,-0.0395,0.0538
2299,s129,2019 Q2,2019,Q2,Total,543.0,535.0,38.0,0.0473,-0.1179,0.52,-0.0732,r128,345.0,184.0,1633.0,0.0455,-0.2301,-0.0417,0.172
2299,s129,2019 Q2,2019,Q2,Non Strata,549.0,552.0,34.0,0.0205,-0.1529,0.8889,0.0303,r128,345.0,184.0,1633.0,0.0455,-0.2301,-0.0417,0.172
2299,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,345.0,184.0,1633.0,0.0455,-0.2301,-0.0417,0.172
2300,s129,2019 Q2,2019,Q2,Total,730.0,826.0,66.0,0.0429,0.0391,0.4667,-0.0571,r128,430.0,334.0,2825.0,0.0238,-0.2392,0.0238,-0.0147
2300,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,430.0,334.0,2825.0,0.0238,-0.2392,0.0238,-0.0147
2300,s129,2019 Q2,2019,Q2,Strata,699.0,735.0,56.0,0.1198,0.1734,0.5556,0.037,r128,430.0,334.0,2825.0,0.0238,-0.2392,0.0238,-0.0147
2302,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,20.0,222.0,0.0714,-0.08,-0.0625,-0.2581
2302,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,450.0,20.0,222.0,0.0714,-0.08,-0.0625,-0.2581
2303,s129,2019 Q2,2019,Q2,Total,883.0,1199.0,20.0,-0.0341,0.0601,1.1429,-0.2857,r128,445.0,93.0,1048.0,-0.0111,-0.3162,0.0114,-0.0211
2303,s129,2019 Q2,2019,Q2,Non Strata,970.0,1314.0,20.0,0.0157,0.1023,0.9231,-0.1379,r128,445.0,93.0,1048.0,-0.0111,-0.3162,0.0114,-0.0211
2303,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,445.0,93.0,1048.0,-0.0111,-0.3162,0.0114,-0.0211
2304,s129,2019 Q2,2019,Q2,Total,525.0,541.0,59.0,-0.0323,-0.1102,0.0172,-0.169,r128,400.0,190.0,2278.0,-0.0244,-0.2116,0.0,-0.0452
2304,s129,2019 Q2,2019,Q2,Non Strata,530.0,551.0,55.0,-0.0561,-0.1283,0.0577,-0.0517,r128,400.0,190.0,2278.0,-0.0244,-0.2116,0.0,-0.0452
2304,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,400.0,190.0,2278.0,-0.0244,-0.2116,0.0,-0.0452
2305,s129,2019 Q2,2019,Q2,Total,683.0,686.0,41.0,-0.0651,-0.0676,-0.0465,-0.3692,r128,400.0,106.0,1169.0,-0.1111,-0.1017,0.0,0.0291
2305,s129,2019 Q2,2019,Q2,Non Strata,690.0,718.0,37.0,-0.0921,-0.0921,0.1212,-0.3509,r128,400.0,106.0,1169.0,-0.1111,-0.1017,0.0,0.0291
2305,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,400.0,106.0,1169.0,-0.1111,-0.1017,0.0,0.0291
2306,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,355.0,20.0,180.0,0.0758,0.3846,-0.007,0.2857
2306,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,355.0,20.0,180.0,0.0758,0.3846,-0.007,0.2857
2307,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,355.0,60.0,483.0,-0.0839,-0.3182,-0.1125,-0.0323
2307,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,355.0,60.0,483.0,-0.0839,-0.3182,-0.1125,-0.0323
2311,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2311,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,20.0,,,,
2312,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,450.0,5.0,84.0,,,,
2312,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,450.0,5.0,84.0,,,,
2315,s129,2019 Q2,2019,Q2,Total,618.0,623.0,102.0,0.1076,0.0041,0.36,-0.0811,r128,400.0,141.0,1512.0,0.0,0.0144,0.0063,-0.0342
2315,s129,2019 Q2,2019,Q2,Non Strata,684.0,715.0,66.0,0.036,-0.0225,0.6923,0.0,r128,400.0,141.0,1512.0,0.0,0.0144,0.0063,-0.0342
2315,s129,2019 Q2,2019,Q2,Strata,456.0,455.0,36.0,0.0322,0.0489,0.0,-0.2,r128,400.0,141.0,1512.0,0.0,0.0144,0.0063,-0.0342
2316,s129,2019 Q2,2019,Q2,Total,673.0,631.0,20.0,-0.003,0.0811,-0.4286,-0.5,r128,440.0,20.0,362.0,0.0732,0.0,-0.0222,-0.2432
2316,s129,2019 Q2,2019,Q2,Non Strata,675.0,656.0,20.0,-0.0426,-0.0182,-0.3889,-0.3889,r128,440.0,20.0,362.0,0.0732,0.0,-0.0222,-0.2432
2316,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,440.0,20.0,362.0,0.0732,0.0,-0.0222,-0.2432
2317,s129,2019 Q2,2019,Q2,Total,640.0,664.0,37.0,-0.0554,0.0847,0.0278,0.0882,r128,410.0,34.0,544.0,0.0513,-0.3585,0.038,-0.32
2317,s129,2019 Q2,2019,Q2,Non Strata,725.0,762.0,20.0,-0.0136,0.0781,-0.08,0.2778,r128,410.0,34.0,544.0,0.0513,-0.3585,0.038,-0.32
2317,s129,2019 Q2,2019,Q2,Strata,450.0,503.0,20.0,0.0345,-0.1632,0.2727,-0.125,r128,410.0,34.0,544.0,0.0513,-0.3585,0.038,-0.32
2318,s129,2019 Q2,2019,Q2,Total,575.0,625.0,43.0,-0.0043,-0.1016,0.0238,-0.0444,r128,480.0,68.0,652.0,0.0105,-0.0685,0.0667,0.0625
2318,s129,2019 Q2,2019,Q2,Non Strata,575.0,625.0,43.0,-0.0043,-0.1016,0.0238,-0.0444,r128,480.0,68.0,652.0,0.0105,-0.0685,0.0667,0.0625
2319,s129,2019 Q2,2019,Q2,Total,412.0,413.0,20.0,0.0173,-0.0945,0.1053,-0.5333,r128,380.0,65.0,624.0,0.0,-0.0441,0.0201,0.3542
2319,s129,2019 Q2,2019,Q2,Non Strata,412.0,413.0,20.0,-0.0507,-0.1004,0.3125,-0.5116,r128,380.0,65.0,624.0,0.0,-0.0441,0.0201,0.3542
2320,s129,2019 Q2,2019,Q2,Total,440.0,474.0,146.0,0.0173,-0.0222,0.1231,-0.2981,r128,380.0,243.0,2812.0,0.027,0.0897,0.0,-0.1033
2320,s129,2019 Q2,2019,Q2,Non Strata,453.0,486.0,136.0,0.0056,-0.0163,0.1826,-0.288,r128,380.0,243.0,2812.0,0.027,0.0897,0.0,-0.1033
2320,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,380.0,243.0,2812.0,0.027,0.0897,0.0,-0.1033
2321,s129,2019 Q2,2019,Q2,Total,512.0,506.0,53.0,0.0674,0.0564,0.7097,-0.2933,r128,430.0,129.0,1240.0,0.0,0.2404,0.0488,0.1217
2321,s129,2019 Q2,2019,Q2,Non Strata,512.0,506.0,53.0,0.0674,0.0542,0.7097,-0.2639,r128,430.0,129.0,1240.0,0.0,0.2404,0.0488,0.1217
2322,s129,2019 Q2,2019,Q2,Total,463.0,478.0,78.0,0.0278,-0.1106,0.322,-0.1789,r128,420.0,125.0,1228.0,-0.0233,0.2019,0.0,-0.1135
2322,s129,2019 Q2,2019,Q2,Non Strata,492.0,484.0,75.0,0.0446,-0.0538,0.3889,-0.2021,r128,420.0,125.0,1228.0,-0.0233,0.2019,0.0,-0.1135
2322,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,420.0,125.0,1228.0,-0.0233,0.2019,0.0,-0.1135
2323,s129,2019 Q2,2019,Q2,Total,465.0,481.0,85.0,-0.0539,0.0142,-0.0116,-0.2544,r128,360.0,220.0,2342.0,-0.027,0.1282,-0.0069,0.0891
2323,s129,2019 Q2,2019,Q2,Non Strata,473.0,489.0,80.0,-0.054,0.0139,0.0127,-0.2157,r128,360.0,220.0,2342.0,-0.027,0.1282,-0.0069,0.0891
2323,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,360.0,220.0,2342.0,-0.027,0.1282,-0.0069,0.0891
2324,s129,2019 Q2,2019,Q2,Total,448.0,497.0,98.0,0.0655,0.0159,0.1529,-0.1695,r128,350.0,127.0,1821.0,0.0,-0.2395,0.037,-0.3022
2324,s129,2019 Q2,2019,Q2,Non Strata,450.0,504.0,89.0,0.0381,0.0,0.2361,-0.0632,r128,350.0,127.0,1821.0,0.0,-0.2395,0.037,-0.3022
2324,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,350.0,127.0,1821.0,0.0,-0.2395,0.037,-0.3022
2325,s129,2019 Q2,2019,Q2,Total,390.0,436.0,125.0,0.0331,0.0277,0.3587,-0.1319,r128,330.0,226.0,2565.0,0.0,0.0711,0.0313,-0.0044
2325,s129,2019 Q2,2019,Q2,Non Strata,395.0,442.0,119.0,0.0194,0.0128,0.4337,-0.063,r128,330.0,226.0,2565.0,0.0,0.0711,0.0313,-0.0044
2325,s129,2019 Q2,2019,Q2,Strata,669.0,693.0,5.0,,,,,r128,330.0,226.0,2565.0,0.0,0.0711,0.0313,-0.0044
2326,s129,2019 Q2,2019,Q2,Total,340.0,371.0,20.0,-0.0933,0.0074,-0.0952,-0.3214,r128,330.0,34.0,428.0,-0.0571,0.2593,0.0313,-0.1282
2326,s129,2019 Q2,2019,Q2,Non Strata,340.0,371.0,20.0,-0.0933,0.0074,-0.0952,-0.3214,r128,330.0,34.0,428.0,-0.0571,0.2593,0.0313,-0.1282
2327,s129,2019 Q2,2019,Q2,Total,371.0,371.0,36.0,-0.0377,0.0526,0.7143,-0.0769,r128,340.0,60.0,825.0,0.0303,-0.0164,0.0968,-0.0625
2327,s129,2019 Q2,2019,Q2,Non Strata,371.0,371.0,36.0,-0.0668,0.0014,0.8947,0.0909,r128,340.0,60.0,825.0,0.0303,-0.0164,0.0968,-0.0625
2328,s129,2019 Q2,2019,Q2,Total,260.0,274.0,20.0,-0.0957,-0.0189,1.75,0.5714,r128,280.0,20.0,160.0,-0.1111,0.0,-0.0175,-0.0667
2328,s129,2019 Q2,2019,Q2,Non Strata,260.0,274.0,20.0,-0.0957,-0.0189,1.75,0.5714,r128,280.0,20.0,160.0,-0.1111,0.0,-0.0175,-0.0667
2329,s129,2019 Q2,2019,Q2,Total,670.0,670.0,5.0,,,,,r128,245.0,20.0,135.0,-0.0073,0.1667,0.0426,0.3125
2329,s129,2019 Q2,2019,Q2,Non Strata,716.0,750.0,5.0,,,,,r128,245.0,20.0,135.0,-0.0073,0.1667,0.0426,0.3125
2330,s129,2019 Q2,2019,Q2,Total,400.0,419.0,85.0,0.0667,0.0363,0.1644,-0.213,r128,380.0,141.0,1547.0,0.0133,-0.1242,0.0857,-0.1402
