postcode,LGA,mean_price 2020 Q1,mean_price 2020 Q2,mean_price 2020 Q3,mean_price 2020 Q4,mean_price 2021 Q1,median_price 2020 Q1,median_price 2020 Q2,median_price 2020 Q3,median_price 2020 Q4,median_price 2021 Q1,median_rent_newb 2020 Q1,median_rent_newb 2020 Q2,median_rent_newb 2020 Q3,median_rent_newb 2020 Q4,median_rent_newb 2021 Q1,new_bonds_no 2020 Q1,new_bonds_no 2020 Q2,new_bonds_no 2020 Q3,new_bonds_no 2020 Q4,new_bonds_no 2021 Q1,sales_no 2020 Q1,sales_no 2020 Q2,sales_no 2020 Q3,sales_no 2020 Q4,sales_no 2021 Q1,total_bonds_no 2020 Q1,total_bonds_no 2020 Q2,total_bonds_no 2020 Q3,total_bonds_no 2020 Q4,total_bonds_no 2021 Q1,hhold_count_2016,hhold_count_2021,hhold_count_delta,Births_16_21,Deaths_16_21,  Natural change,  Net Migration (all sources),population_2021,population_2016,pop_delta,Adult,Child,MiddleAge,Senior,Youth,INCP_LOW,INCP_MID,INCP_HIGH,INCP_NEG_NIL,CPRF_2,CPRF_3,CPRF_4,CPRF_5,CPRF_6+,CPRF_na,CPRF_TOTAL_FAM_NO,10yBonds% 2020 Q1,10yBonds% 2020 Q2,10yBonds% 2020 Q3,10yBonds% 2020 Q4,10yBonds% 2021 Q1,2yBonds% 2020 Q1,2yBonds% 2020 Q2,2yBonds% 2020 Q3,2yBonds% 2020 Q4,2yBonds% 2021 Q1,Rate 2020 Q1,Rate 2020 Q2,Rate 2020 Q3,Rate 2020 Q4,Rate 2021 Q1,constr_index 2020 Q1,constr_index 2020 Q2,constr_index 2020 Q3,constr_index 2020 Q4,constr_index 2021 Q1
2210,GEORGES RIVER,910.0,950.0,953.0,1037.0,1034.0,840.0,943.0,945.0,1040.0,1010.0,495.0,460.0,470.0,470.0,470.0,200.0,202.0,218.0,207.0,196.0,93.0,64.0,81.0,90.0,117.0,2090.0,2099.0,2131.0,2172.0,2135.0,53690,57173,3483,10657.0,4706.0,5951.0,2409.0,161521.0,153161.0,8360.0,3081,1878,1266,2498,-364,11454,6392,2552,3025,3301.0,1895.0,1924.0,759.0,257.0,3941.0,12077.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2211,CANTERBURY-BANKSTOWN,963.0,929.0,976.0,962.0,1027.0,989.0,926.0,972.0,950.0,1034.0,530.0,500.0,550.0,550.0,528.0,114.0,88.0,97.0,85.0,120.0,36.0,41.0,50.0,71.0,63.0,1266.0,1260.0,1266.0,1266.0,1274.0,120587,133688,13101,29460.0,10140.0,19320.0,15106.0,396288.0,361862.0,34426.0,12776,7095,6365,6914,1276,6085,4005,1347,1650,1763.0,1096.0,1098.0,406.0,152.0,2025.0,6538.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2212,CANTERBURY-BANKSTOWN,947.0,983.0,964.0,987.0,1022.0,975.0,965.0,975.0,1003.0,1040.0,560.0,550.0,550.0,590.0,575.0,113.0,87.0,115.0,94.0,104.0,37.0,44.0,52.0,56.0,67.0,1303.0,1295.0,1321.0,1325.0,1309.0,120587,133688,13101,29460.0,10140.0,19320.0,15106.0,396288.0,361862.0,34426.0,12776,7095,6365,6914,1276,5624,3658,1203,1435,1586.0,978.0,1010.0,445.0,160.0,1781.0,5964.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2213,CANTERBURY-BANKSTOWN,1055.0,1017.0,988.0,1050.0,1109.0,1038.0,950.0,951.0,1033.0,1100.0,580.0,570.0,525.0,550.0,570.0,104.0,115.0,136.0,107.0,106.0,55.0,45.0,84.0,99.0,106.0,1355.0,1354.0,1391.0,1379.0,1358.0,120587,133688,13101,29460.0,10140.0,19320.0,15106.0,396288.0,361862.0,34426.0,12776,7095,6365,6914,1276,7294,5051,2168,1787,2164.0,1353.0,1541.0,634.0,206.0,2275.0,8187.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2214,CANTERBURY-BANKSTOWN,705.0,879.0,724.0,949.0,760.5,705.0,855.0,724.0,950.0,760.5,530.0,450.0,450.0,450.0,530.0,20.0,5.0,5.0,5.0,20.0,5.0,20.0,5.0,20.0,5.0,122.0,118.0,123.0,126.0,129.0,120587,133688,13101,29460.0,10140.0,19320.0,15106.0,396288.0,361862.0,34426.0,12776,7095,6365,6914,1276,1359,967,353,307,437.0,223.0,306.0,100.0,34.0,310.0,1418.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2140,STRATHFIELD,651.0,674.0,713.0,1145.0,621.0,645.0,625.0,639.0,644.0,619.0,490.0,480.0,460.0,450.0,425.0,503.0,362.0,540.0,526.0,539.0,102.0,51.0,78.0,122.0,110.0,3741.0,3661.0,3722.0,4009.0,3965.0,14588,19006,4418,2838.0,1062.0,1777.0,10223.0,54415.0,42415.0,12000.0,6918,1832,1446,1049,755,4633,4167,1325,2168,1691.0,1126.0,813.0,222.0,59.0,2602.0,6513.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2140,CUMBERLAND,651.0,674.0,713.0,1145.0,621.0,645.0,625.0,639.0,644.0,619.0,490.0,480.0,460.0,450.0,425.0,503.0,362.0,540.0,526.0,539.0,102.0,51.0,78.0,122.0,110.0,3741.0,3661.0,3722.0,4009.0,3965.0,74062,88639,14577,23713.0,5191.0,18522.0,24051.0,268264.0,225691.0,42573.0,19364,11072,5647,4917,1573,4633,4167,1325,2168,1691.0,1126.0,813.0,222.0,59.0,2602.0,6513.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2148,CUMBERLAND,663.0,655.0,658.0,686.0,722.0,672.0,670.0,665.0,710.0,750.0,400.0,390.0,400.0,400.0,400.0,675.0,680.0,819.0,719.0,655.0,174.0,129.0,195.0,237.0,264.0,7436.0,7561.0,7772.0,7854.0,7847.0,74062,88639,14577,23713.0,5191.0,18522.0,24051.0,268264.0,225691.0,42573.0,19364,11072,5647,4917,1573,21496,15446,3223,6308,6214.0,4397.0,3786.0,1485.0,772.0,6968.0,23627.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2148,BLACKTOWN,663.0,655.0,658.0,686.0,722.0,672.0,670.0,665.0,710.0,750.0,400.0,390.0,400.0,400.0,400.0,675.0,680.0,819.0,719.0,655.0,174.0,129.0,195.0,237.0,264.0,7436.0,7561.0,7772.0,7854.0,7847.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,21496,15446,3223,6308,6214.0,4397.0,3786.0,1485.0,772.0,6968.0,23627.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2161,CUMBERLAND,695.0,682.0,730.0,746.0,740.0,740.0,715.0,758.0,793.0,800.0,420.0,400.0,400.0,395.0,395.0,252.0,212.0,312.0,266.0,286.0,60.0,57.0,61.0,92.0,86.0,2969.0,2969.0,3040.0,3055.0,3055.0,74062,88639,14577,23713.0,5191.0,18522.0,24051.0,268264.0,225691.0,42573.0,19364,11072,5647,4917,1573,12015,5367,932,3400,2382.0,1665.0,1432.0,984.0,885.0,3526.0,10869.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2161,FAIRFIELD,695.0,682.0,730.0,746.0,740.0,740.0,715.0,758.0,793.0,800.0,420.0,400.0,400.0,395.0,395.0,252.0,212.0,312.0,266.0,286.0,60.0,57.0,61.0,92.0,86.0,2969.0,2969.0,3040.0,3055.0,3055.0,64473,67910,3437,13484.0,5582.0,7901.0,-3593.0,209983.0,205675.0,4308.0,33,-279,862,5615,-1922,12015,5367,932,3400,2382.0,1665.0,1432.0,984.0,885.0,3526.0,10869.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2164,CUMBERLAND,763.0,759.0,792.0,834.0,842.0,771.0,735.0,771.0,788.0,835.0,490.0,450.0,450.0,450.0,450.0,93.0,84.0,113.0,106.0,94.0,34.0,20.0,43.0,70.0,45.0,1521.0,1524.0,1552.0,1546.0,1548.0,74062,88639,14577,23713.0,5191.0,18522.0,24051.0,268264.0,225691.0,42573.0,19364,11072,5647,4917,1573,8193,3872,728,1843,1798.0,1206.0,1080.0,650.0,362.0,1897.0,6990.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2164,FAIRFIELD,763.0,759.0,792.0,834.0,842.0,771.0,735.0,771.0,788.0,835.0,490.0,450.0,450.0,450.0,450.0,93.0,84.0,113.0,106.0,94.0,34.0,20.0,43.0,70.0,45.0,1521.0,1524.0,1552.0,1546.0,1548.0,64473,67910,3437,13484.0,5582.0,7901.0,-3593.0,209983.0,205675.0,4308.0,33,-279,862,5615,-1922,8193,3872,728,1843,1798.0,1206.0,1080.0,650.0,362.0,1897.0,6990.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2165,CUMBERLAND,662.0,639.0,690.0,676.0,749.0,691.0,702.0,727.0,728.0,755.0,410.0,410.0,400.0,390.0,400.0,325.0,320.0,335.0,309.0,250.0,70.0,53.0,86.0,108.0,104.0,5082.0,5107.0,5150.0,5193.0,5165.0,74062,88639,14577,23713.0,5191.0,18522.0,24051.0,268264.0,225691.0,42573.0,19364,11072,5647,4917,1573,19354,6488,1036,4476,3691.0,2514.0,2415.0,1331.0,835.0,4087.0,14863.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2165,FAIRFIELD,662.0,639.0,690.0,676.0,749.0,691.0,702.0,727.0,728.0,755.0,410.0,410.0,400.0,390.0,400.0,325.0,320.0,335.0,309.0,250.0,70.0,53.0,86.0,108.0,104.0,5082.0,5107.0,5150.0,5193.0,5165.0,64473,67910,3437,13484.0,5582.0,7901.0,-3593.0,209983.0,205675.0,4308.0,33,-279,862,5615,-1922,19354,6488,1036,4476,3691.0,2514.0,2415.0,1331.0,835.0,4087.0,14863.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2747,BLACKTOWN,602.0,625.0,695.0,656.0,678.0,630.0,645.0,650.0,661.0,705.0,400.0,398.0,400.0,400.0,411.0,563.0,528.0,578.0,522.0,525.0,176.0,118.0,226.0,225.0,225.0,5442.0,5523.0,5701.0,5818.0,5877.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,13639,11214,2728,3028,4627.0,2799.0,2415.0,1046.0,472.0,4963.0,16318.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2747,PENRITH,602.0,625.0,695.0,656.0,678.0,630.0,645.0,650.0,661.0,705.0,400.0,398.0,400.0,400.0,411.0,563.0,528.0,578.0,522.0,525.0,176.0,118.0,226.0,225.0,225.0,5442.0,5523.0,5701.0,5818.0,5877.0,69299,80548,11249,17853.0,4445.0,13408.0,15284.0,230289.0,201597.0,28692.0,9887,6885,4626,6771,524,13639,11214,2728,3028,4627.0,2799.0,2415.0,1046.0,472.0,4963.0,16318.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2760,BLACKTOWN,577.0,581.0,581.0,579.0,614.0,555.0,590.0,560.0,568.0,595.0,380.0,360.0,390.0,390.0,393.0,441.0,445.0,458.0,399.0,374.0,131.0,88.0,164.0,162.0,196.0,4814.0,4894.0,4998.0,5082.0,5106.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,11381,8156,1356,2686,3497.0,2125.0,1739.0,822.0,455.0,4559.0,13197.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2760,PENRITH,577.0,581.0,581.0,579.0,614.0,555.0,590.0,560.0,568.0,595.0,380.0,360.0,390.0,390.0,393.0,441.0,445.0,458.0,399.0,374.0,131.0,88.0,164.0,162.0,196.0,4814.0,4894.0,4998.0,5082.0,5106.0,69299,80548,11249,17853.0,4445.0,13408.0,15284.0,230289.0,201597.0,28692.0,9887,6885,4626,6771,524,11381,8156,1356,2686,3497.0,2125.0,1739.0,822.0,455.0,4559.0,13197.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2761,BLACKTOWN,673.0,655.0,709.0,754.0,751.0,652.0,650.0,673.0,700.0,720.0,430.0,430.0,430.0,430.0,440.0,211.0,202.0,163.0,141.0,156.0,72.0,55.0,83.0,101.0,89.0,2297.0,2318.0,2363.0,2350.0,2355.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,9004,8171,1679,3343,2129.0,2015.0,2295.0,1119.0,489.0,2060.0,10102.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2762,BLACKTOWN,837.0,835.0,769.0,709.0,738.0,858.0,833.0,799.0,613.0,655.0,550.0,540.0,550.0,550.0,550.0,205.0,203.0,210.0,240.0,240.0,54.0,40.0,112.0,210.0,199.0,1444.0,1530.0,1663.0,1893.0,1972.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,1313,1304,492,413,455.0,352.0,358.0,135.0,62.0,430.0,1786.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2763,BLACKTOWN,755.0,775.0,774.0,787.0,834.0,752.0,780.0,781.0,778.0,811.0,430.0,450.0,460.0,470.0,468.0,332.0,212.0,230.0,226.0,234.0,88.0,71.0,97.0,112.0,158.0,2541.0,2570.0,2632.0,2640.0,2658.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,8515,8276,2882,2907,2624.0,2152.0,2530.0,890.0,319.0,2197.0,10720.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2766,BLACKTOWN,697.0,629.0,651.0,666.0,676.0,693.0,645.0,668.0,655.0,660.0,430.0,420.0,420.0,420.0,450.0,97.0,92.0,107.0,76.0,75.0,20.0,20.0,20.0,20.0,36.0,1240.0,1255.0,1295.0,1297.0,1306.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,5232,3917,710,1677,1247.0,937.0,999.0,492.0,259.0,1221.0,5151.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2766,PENRITH,697.0,629.0,651.0,666.0,676.0,693.0,645.0,668.0,655.0,660.0,430.0,420.0,420.0,420.0,450.0,97.0,92.0,107.0,76.0,75.0,20.0,20.0,20.0,20.0,36.0,1240.0,1255.0,1295.0,1297.0,1306.0,69299,80548,11249,17853.0,4445.0,13408.0,15284.0,230289.0,201597.0,28692.0,9887,6885,4626,6771,524,5232,3917,710,1677,1247.0,937.0,999.0,492.0,259.0,1221.0,5151.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2767,BLACKTOWN,703.0,678.0,711.0,753.0,756.0,660.0,640.0,691.0,716.0,721.0,413.0,420.0,410.0,408.0,420.0,126.0,109.0,121.0,110.0,120.0,20.0,33.0,40.0,50.0,68.0,1370.0,1395.0,1427.0,1426.0,1429.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,7297,5611,1351,2460,1935.0,1631.0,1540.0,650.0,318.0,1908.0,7981.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2768,BLACKTOWN,973.0,991.0,1087.0,1071.0,1263.0,960.0,986.0,1081.0,1050.0,1280.0,592.0,570.0,580.0,600.0,610.0,134.0,113.0,140.0,115.0,121.0,63.0,70.0,86.0,113.0,99.0,1525.0,1521.0,1543.0,1534.0,1525.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,6857,6563,3737,3111,1928.0,1794.0,2536.0,922.0,321.0,1587.0,9084.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2769,BLACKTOWN,1059.0,1065.0,1065.0,1038.0,1188.0,1063.0,1075.0,1067.0,1050.0,1150.0,630.0,630.0,635.0,650.0,655.0,88.0,79.0,90.0,82.0,77.0,46.0,47.0,66.0,63.0,73.0,939.0,949.0,969.0,986.0,984.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,2159,2783,1875,1091,802.0,824.0,1137.0,352.0,107.0,601.0,3828.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2770,BLACKTOWN,544.0,506.0,514.0,539.0,588.0,519.0,500.0,500.0,527.0,590.0,340.0,330.0,340.0,340.0,340.0,487.0,445.0,569.0,421.0,437.0,116.0,105.0,162.0,182.0,183.0,5681.0,5696.0,5853.0,5862.0,5834.0,111428,134842,23414,31106.0,7148.0,23958.0,39655.0,411643.0,348030.0,63613.0,23454,13109,11964,10813,4273,23014,11000,1541,5726,5319.0,3774.0,3063.0,1755.0,1343.0,6942.0,22187.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2770,PENRITH,544.0,506.0,514.0,539.0,588.0,519.0,500.0,500.0,527.0,590.0,340.0,330.0,340.0,340.0,340.0,487.0,445.0,569.0,421.0,437.0,116.0,105.0,162.0,182.0,183.0,5681.0,5696.0,5853.0,5862.0,5834.0,69299,80548,11249,17853.0,4445.0,13408.0,15284.0,230289.0,201597.0,28692.0,9887,6885,4626,6771,524,23014,11000,1541,5726,5319.0,3774.0,3063.0,1755.0,1343.0,6942.0,22187.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2166,FAIRFIELD,649.0,690.0,687.0,708.0,772.0,666.0,710.0,735.0,720.0,778.0,360.0,380.0,360.0,370.0,360.0,326.0,330.0,449.0,348.0,323.0,83.0,87.0,108.0,135.0,118.0,4867.0,4866.0,4973.0,4987.0,4960.0,64473,67910,3437,13484.0,5582.0,7901.0,-3593.0,209983.0,205675.0,4308.0,33,-279,862,5615,-1922,23169,8292,1203,7347,4635.0,3520.0,3048.0,1473.0,737.0,5557.0,18968.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2170,FAIRFIELD,647.0,653.0,662.0,676.0,700.0,630.0,650.0,650.0,675.0,708.0,400.0,400.0,400.0,400.0,400.0,1148.0,1010.0,1273.0,1082.0,1125.0,248.0,255.0,317.0,382.0,348.0,12499.0,12552.0,12974.0,13060.0,13077.0,64473,67910,3437,13484.0,5582.0,7901.0,-3593.0,209983.0,205675.0,4308.0,33,-279,862,5615,-1922,36730,21359,5328,10333,9096.0,6466.0,6353.0,3074.0,1597.0,11529.0,38108.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2170,LIVERPOOL,647.0,653.0,662.0,676.0,700.0,630.0,650.0,650.0,675.0,708.0,400.0,400.0,400.0,400.0,400.0,1148.0,1010.0,1273.0,1082.0,1125.0,248.0,255.0,317.0,382.0,348.0,12499.0,12552.0,12974.0,13060.0,13077.0,66436,80626,14190,18206.0,4513.0,13693.0,25646.0,251322.0,211983.0,39339.0,13171,7915,8438,6857,2957,36730,21359,5328,10333,9096.0,6466.0,6353.0,3074.0,1597.0,11529.0,38108.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2176,FAIRFIELD,824.0,837.0,905.0,896.0,885.0,802.0,830.0,880.0,875.0,888.0,490.0,483.0,480.0,500.0,500.0,135.0,150.0,163.0,133.0,191.0,38.0,55.0,72.0,97.0,66.0,2381.0,2403.0,2451.0,2422.0,2460.0,64473,67910,3437,13484.0,5582.0,7901.0,-3593.0,209983.0,205675.0,4308.0,33,-279,862,5615,-1922,19387,9984,2284,5140,4128.0,3181.0,3191.0,1674.0,820.0,2830.0,15824.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2177,FAIRFIELD,802.0,703.0,758.0,776.0,769.0,780.0,725.0,763.0,775.0,828.0,430.0,435.0,450.0,455.0,465.0,47.0,48.0,67.0,66.0,62.0,20.0,20.0,20.0,20.0,34.0,693.0,693.0,708.0,736.0,755.0,64473,67910,3437,13484.0,5582.0,7901.0,-3593.0,209983.0,205675.0,4308.0,33,-279,862,5615,-1922,6640,3107,543,1918,1249.0,1044.0,1118.0,533.0,284.0,1107.0,5336.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2177,LIVERPOOL,802.0,703.0,758.0,776.0,769.0,780.0,725.0,763.0,775.0,828.0,430.0,435.0,450.0,455.0,465.0,47.0,48.0,67.0,66.0,62.0,20.0,20.0,20.0,20.0,34.0,693.0,693.0,708.0,736.0,755.0,66436,80626,14190,18206.0,4513.0,13693.0,25646.0,251322.0,211983.0,39339.0,13171,7915,8438,6857,2957,6640,3107,543,1918,1249.0,1044.0,1118.0,533.0,284.0,1107.0,5336.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
2167,CAMPBELLTOWN,654.0,636.0,678.0,747.0,738.0,700.0,665.0,693.0,765.0,782.0,420.0,450.0,450.0,440.0,468.0,94.0,63.0,81.0,75.0,72.0,20.0,20.0,20.0,20.0,20.0,945.0,938.0,958.0,952.0,956.0,54671,62223,7552,13590.0,3545.0,10045.0,8440.0,180051.0,161566.0,18485.0,6975,4348,1871,5487,-197,2750,2386,661,979,857.0,683.0,686.0,209.0,80.0,892.0,3407.0,1.0066666666666666,0.8966666666666666,0.89,0.89,1.3533333333333335,0.6166666666666667,0.24,0.24333333333333332,0.10333333333333333,0.09000000000000001,0.6388888888888888,0.25,0.25,0.15625,0.1,116.0,116.2,116.2,116.9,117.8
